date,meal_type,day_of_week,is_exam_week,footfall,prev_day_footfall,rolling_7d_footfall
2024-02-29,Breakfast,Thursday,False,168,174.0,174.85714285714286
2024-02-29,Dinner,Thursday,False,416,413.0,418.2857142857143
2024-02-29,Lunch,Thursday,False,362,373.0,384.57142857142856
2024-02-29,Snacks,Thursday,False,204,241.0,235.14285714285714
2024-03-01,Breakfast,Friday,False,187,168.0,171.14285714285714
2024-03-01,Dinner,Friday,False,427,416.0,417.14285714285717
2024-03-01,Lunch,Friday,False,378,362.0,381.85714285714283
2024-03-01,Snacks,Friday,False,228,204.0,231.85714285714286
2024-03-02,Breakfast,Saturday,False,191,187.0,169.85714285714286
2024-03-02,Dinner,Saturday,False,407,427.0,414.2857142857143
2024-03-02,Lunch,Saturday,False,375,378.0,379.2857142857143
2024-03-02,Snacks,Saturday,False,245,228.0,229.28571428571428
2024-03-03,Breakfast,Sunday,False,107,191.0,165.42857142857142
2024-03-03,Dinner,Sunday,False,410,407.0,411.2857142857143
2024-03-03,Lunch,Sunday,False,379,375.0,375.57142857142856
2024-03-03,Snacks,Sunday,False,208,245.0,222.28571428571428
2024-03-04,Breakfast,Monday,False,160,107.0,165.85714285714286
2024-03-04,Dinner,Monday,False,414,410.0,412.7142857142857
2024-03-04,Lunch,Monday,False,383,379.0,376.85714285714283
2024-03-04,Snacks,Monday,False,237,208.0,223.71428571428572
2024-03-05,Breakfast,Tuesday,False,148,160.0,162.14285714285714
2024-03-05,Dinner,Tuesday,False,396,414.0,411.85714285714283
2024-03-05,Lunch,Tuesday,False,359,383.0,372.7142857142857
2024-03-05,Snacks,Tuesday,False,230,237.0,227.57142857142858
2024-03-06,Breakfast,Wednesday,False,194,148.0,165.0
2024-03-06,Dinner,Wednesday,False,416,396.0,412.2857142857143
2024-03-06,Lunch,Wednesday,False,368,359.0,372.0
2024-03-06,Snacks,Wednesday,False,230,230.0,226.0
2024-03-07,Breakfast,Thursday,False,177,194.0,166.28571428571428
2024-03-07,Dinner,Thursday,False,418,416.0,412.57142857142856
2024-03-07,Lunch,Thursday,False,372,368.0,373.42857142857144
2024-03-07,Snacks,Thursday,False,220,230.0,228.28571428571428
2024-03-08,Breakfast,Friday,False,178,177.0,165.0
2024-03-08,Dinner,Friday,False,407,418.0,409.7142857142857
2024-03-08,Lunch,Friday,False,364,372.0,371.42857142857144
2024-03-08,Snacks,Friday,False,230,220.0,228.57142857142858
2024-03-09,Breakfast,Saturday,False,163,178.0,161.0
2024-03-09,Dinner,Saturday,False,410,407.0,410.14285714285717
2024-03-09,Lunch,Saturday,False,363,364.0,369.7142857142857
2024-03-09,Snacks,Saturday,False,238,230.0,227.57142857142858
2024-03-10,Breakfast,Sunday,False,104,163.0,160.57142857142858
2024-03-10,Dinner,Sunday,False,410,410.0,410.14285714285717
2024-03-10,Lunch,Sunday,False,381,363.0,370.0
2024-03-10,Snacks,Sunday,False,229,238.0,230.57142857142858
2024-03-11,Breakfast,Monday,False,158,104.0,160.28571428571428
2024-03-11,Dinner,Monday,False,389,410.0,406.57142857142856
2024-03-11,Lunch,Monday,False,369,381.0,368.0
2024-03-11,Snacks,Monday,False,238,229.0,230.71428571428572
2024-03-12,Breakfast,Tuesday,False,169,158.0,163.28571428571428
2024-03-12,Dinner,Tuesday,False,415,389.0,409.2857142857143
2024-03-12,Lunch,Tuesday,False,371,369.0,369.7142857142857
2024-03-12,Snacks,Tuesday,False,205,238.0,227.14285714285714
2024-03-13,Breakfast,Wednesday,False,172,169.0,160.14285714285714
2024-03-13,Dinner,Wednesday,False,408,415.0,408.14285714285717
2024-03-13,Lunch,Wednesday,False,371,371.0,370.14285714285717
2024-03-13,Snacks,Wednesday,False,227,205.0,226.71428571428572
2024-03-14,Breakfast,Thursday,False,182,172.0,160.85714285714286
2024-03-14,Dinner,Thursday,False,411,408.0,407.14285714285717
2024-03-14,Lunch,Thursday,False,374,371.0,370.42857142857144
2024-03-14,Snacks,Thursday,False,222,227.0,227.0
2024-03-15,Breakfast,Friday,False,176,182.0,160.57142857142858
2024-03-15,Dinner,Friday,False,418,411.0,408.7142857142857
2024-03-15,Lunch,Friday,False,389,374.0,374.0
2024-03-15,Snacks,Friday,False,215,222.0,224.85714285714286
2024-03-16,Breakfast,Saturday,False,183,176.0,163.42857142857142
2024-03-16,Dinner,Saturday,False,426,418.0,411.0
2024-03-16,Lunch,Saturday,False,370,389.0,375.0
2024-03-16,Snacks,Saturday,False,243,215.0,225.57142857142858
2024-03-17,Breakfast,Sunday,False,98,183.0,162.57142857142858
2024-03-17,Dinner,Sunday,False,415,426.0,411.7142857142857
2024-03-17,Lunch,Sunday,False,383,370.0,375.2857142857143
2024-03-17,Snacks,Sunday,False,201,243.0,221.57142857142858
2024-03-18,Breakfast,Monday,False,151,98.0,161.57142857142858
2024-03-18,Dinner,Monday,False,424,415.0,416.7142857142857
2024-03-18,Lunch,Monday,False,368,383.0,375.14285714285717
2024-03-18,Snacks,Monday,False,213,201.0,218.0
2024-03-19,Breakfast,Tuesday,False,175,151.0,162.42857142857142
2024-03-19,Dinner,Tuesday,False,423,424.0,417.85714285714283
2024-03-19,Lunch,Tuesday,False,385,368.0,377.14285714285717
2024-03-19,Snacks,Tuesday,False,230,213.0,221.57142857142858
2024-03-20,Breakfast,Wednesday,False,185,175.0,164.28571428571428
2024-03-20,Dinner,Wednesday,False,390,423.0,415.2857142857143
2024-03-20,Lunch,Wednesday,False,377,385.0,378.0
2024-03-20,Snacks,Wednesday,False,232,230.0,222.28571428571428
2024-03-21,Breakfast,Thursday,False,154,185.0,160.28571428571428
2024-03-21,Dinner,Thursday,False,419,390.0,416.42857142857144
2024-03-21,Lunch,Thursday,False,387,377.0,379.85714285714283
2024-03-21,Snacks,Thursday,False,211,232.0,220.71428571428572
2024-03-22,Breakfast,Friday,False,172,154.0,159.71428571428572
2024-03-22,Dinner,Friday,False,418,419.0,416.42857142857144
2024-03-22,Lunch,Friday,False,371,387.0,377.2857142857143
2024-03-22,Snacks,Friday,False,223,211.0,221.85714285714286
2024-03-23,Breakfast,Saturday,False,157,172.0,156.0
2024-03-23,Dinner,Saturday,False,416,418.0,415.0
2024-03-23,Lunch,Saturday,False,399,371.0,381.42857142857144
2024-03-23,Snacks,Saturday,False,209,223.0,217.0
2024-03-24,Breakfast,Sunday,False,98,157.0,156.0
2024-03-24,Dinner,Sunday,False,412,416.0,414.57142857142856
2024-03-24,Lunch,Sunday,False,383,399.0,381.42857142857144
2024-03-24,Snacks,Sunday,False,236,209.0,222.0
2024-03-25,Breakfast,Monday,False,159,98.0,157.14285714285714
2024-03-25,Dinner,Monday,False,422,412.0,414.2857142857143
2024-03-25,Lunch,Monday,False,377,383.0,382.7142857142857
2024-03-25,Snacks,Monday,False,224,236.0,223.57142857142858
2024-03-26,Breakfast,Tuesday,False,171,159.0,156.57142857142858
2024-03-26,Dinner,Tuesday,False,435,422.0,416.0
2024-03-26,Lunch,Tuesday,False,377,377.0,381.57142857142856
2024-03-26,Snacks,Tuesday,False,214,224.0,221.28571428571428
2024-03-27,Breakfast,Wednesday,False,169,171.0,154.28571428571428
2024-03-27,Dinner,Wednesday,False,412,435.0,419.14285714285717
2024-03-27,Lunch,Wednesday,False,371,377.0,380.7142857142857
2024-03-27,Snacks,Wednesday,False,225,214.0,220.28571428571428
2024-03-28,Breakfast,Thursday,False,175,169.0,157.28571428571428
2024-03-28,Dinner,Thursday,False,410,412.0,417.85714285714283
2024-03-28,Lunch,Thursday,False,375,371.0,379.0
2024-03-28,Snacks,Thursday,False,220,225.0,221.57142857142858
2024-03-29,Breakfast,Friday,False,168,175.0,156.71428571428572
2024-03-29,Dinner,Friday,False,409,410.0,416.57142857142856
2024-03-29,Lunch,Friday,False,350,375.0,376.0
2024-03-29,Snacks,Friday,False,227,220.0,222.14285714285714
2024-03-30,Breakfast,Saturday,False,174,168.0,159.14285714285714
2024-03-30,Dinner,Saturday,False,414,409.0,416.2857142857143
2024-03-30,Lunch,Saturday,False,386,350.0,374.14285714285717
2024-03-30,Snacks,Saturday,False,220,227.0,223.71428571428572
2024-03-31,Breakfast,Sunday,False,102,174.0,159.71428571428572
2024-03-31,Dinner,Sunday,False,398,414.0,414.2857142857143
2024-03-31,Lunch,Sunday,False,385,386.0,374.42857142857144
2024-03-31,Snacks,Sunday,False,235,220.0,223.57142857142858
