entry_id,student_id,date,day_of_week,meal_type,entry_time,is_sunday,is_exam_week,mess_block
MESS0000023,STU0059,2024-01-01,Monday,Breakfast,08:35,False,False,Mess_B
MESS0000024,STU0061,2024-01-01,Monday,Breakfast,08:14,False,False,Mess_A
MESS0000025,STU0064,2024-01-01,Monday,Breakfast,07:49,False,False,Mess_B
MESS0000026,STU0066,2024-01-01,Monday,Breakfast,08:45,False,False,Mess_A
MESS0000027,STU0070,2024-01-01,Monday,Breakfast,07:11,False,False,Mess_A
MESS0000028,STU0071,2024-01-01,Monday,Breakfast,08:15,False,False,Mess_B
MESS0000029,STU0072,2024-01-01,Monday,Breakfast,07:35,False,False,Mess_A
MESS0000030,STU0077,2024-01-01,Monday,Breakfast,08:32,False,False,Mess_A
MESS0000031,STU0079,2024-01-01,Monday,Breakfast,08:32,False,False,Mess_A
MESS0000032,STU0080,2024-01-01,Monday,Breakfast,08:41,False,False,Mess_A
MESS0000033,STU0082,2024-01-01,Monday,Breakfast,08:39,False,False,Mess_A
MESS0000034,STU0086,2024-01-01,Monday,Breakfast,07:51,False,False,Mess_A
MESS0000035,STU0088,2024-01-01,Monday,Breakfast,07:41,False,False,Mess_B
MESS0000036,STU0089,2024-01-01,Monday,Breakfast,08:52,False,False,Mess_A
MESS0000037,STU0090,2024-01-01,Monday,Breakfast,08:57,False,False,Mess_B
MESS0000038,STU0092,2024-01-01,Monday,Breakfast,07:23,False,False,Mess_B
MESS0000039,STU0093,2024-01-01,Monday,Breakfast,08:06,False,False,Mess_B
MESS0000040,STU0096,2024-01-01,Monday,Breakfast,08:36,False,False,Mess_B
MESS0000041,STU0097,2024-01-01,Monday,Breakfast,07:33,False,False,Mess_A
MESS0000042,STU0098,2024-01-01,Monday,Breakfast,07:53,False,False,Mess_B
MESS0000043,STU0100,2024-01-01,Monday,Breakfast,08:53,False,False,Mess_A
MESS0000044,STU0101,2024-01-01,Monday,Breakfast,07:58,False,False,Mess_A
MESS0000045,STU0103,2024-01-01,Monday,Breakfast,08:41,False,False,Mess_B
MESS0000046,STU0106,2024-01-01,Monday,Breakfast,08:11,False,False,Mess_A
MESS0000047,STU0109,2024-01-01,Monday,Breakfast,07:56,False,False,Mess_B
MESS0000048,STU0112,2024-01-01,Monday,Breakfast,07:47,False,False,Mess_B
MESS0000049,STU0114,2024-01-01,Monday,Breakfast,07:40,False,False,Mess_A
MESS0000050,STU0118,2024-01-01,Monday,Breakfast,08:55,False,False,Mess_B
MESS0000051,STU0126,2024-01-01,Monday,Breakfast,07:49,False,False,Mess_A
MESS0000052,STU0133,2024-01-01,Monday,Breakfast,07:30,False,False,Mess_B
MESS0000053,STU0135,2024-01-01,Monday,Breakfast,08:15,False,False,Mess_B
MESS0000054,STU0142,2024-01-01,Monday,Breakfast,07:27,False,False,Mess_A
MESS0000055,STU0147,2024-01-01,Monday,Breakfast,12:00,False,False,Mess_B
MESS0000056,STU0151,2024-01-01,Monday,Breakfast,08:15,False,False,Mess_B
MESS0000057,STU0161,2024-01-01,Monday,Breakfast,07:52,False,False,Mess_B
MESS0000058,STU0166,2024-01-01,Monday,Breakfast,07:56,False,False,Mess_A
MESS0000059,STU0168,2024-01-01,Monday,Breakfast,08:22,False,False,Mess_A
MESS0000060,STU0172,2024-01-01,Monday,Breakfast,07:38,False,False,Mess_A
MESS0000061,STU0178,2024-01-01,Monday,Breakfast,07:27,False,False,Mess_A
MESS0000062,STU0180,2024-01-01,Monday,Breakfast,07:37,False,False,Mess_B
MESS0000063,STU0183,2024-01-01,Monday,Breakfast,07:59,False,False,Mess_A
MESS0000064,STU0185,2024-01-01,Monday,Breakfast,07:03,False,False,Mess_B
MESS0000065,STU0186,2024-01-01,Monday,Breakfast,08:24,False,False,Mess_B
MESS0000066,STU0187,2024-01-01,Monday,Breakfast,07:22,False,False,Mess_B
MESS0000067,STU0188,2024-01-01,Monday,Breakfast,08:55,False,False,Mess_B
MESS0000068,STU0192,2024-01-01,Monday,Breakfast,07:27,False,False,Mess_A
MESS0000069,STU0193,2024-01-01,Monday,Breakfast,07:31,False,False,Mess_A
MESS0000070,STU0195,2024-01-01,Monday,Breakfast,08:52,False,False,Mess_B
MESS0000071,STU0196,2024-01-01,Monday,Breakfast,08:03,False,False,Mess_B
MESS0000072,STU0198,2024-01-01,Monday,Breakfast,08:40,False,False,Mess_A
MESS0000073,STU0203,2024-01-01,Monday,Breakfast,08:06,False,False,Mess_B
MESS0000074,STU0204,2024-01-01,Monday,Breakfast,07:14,False,False,Mess_A
MESS0000075,STU0209,2024-01-01,Monday,Breakfast,08:49,False,False,Mess_A
MESS0000076,STU0211,2024-01-01,Monday,Breakfast,08:29,False,False,Mess_B
MESS0000077,STU0218,2024-01-01,Monday,Breakfast,07:25,False,False,Mess_B
MESS0000078,STU0223,2024-01-01,Monday,Breakfast,08:05,False,False,Mess_A
MESS0000079,STU0229,2024-01-01,Monday,Breakfast,08:33,False,False,Mess_B
MESS0000080,STU0232,2024-01-01,Monday,Breakfast,08:45,False,False,Mess_B
MESS0000081,STU0235,2024-01-01,Monday,Breakfast,08:01,False,False,Mess_A
MESS0000082,STU0236,2024-01-01,Monday,Breakfast,07:08,False,False,Mess_B
MESS0000083,STU0240,2024-01-01,Monday,Breakfast,08:30,False,False,Mess_B
MESS0000084,STU0244,2024-01-01,Monday,Breakfast,07:34,False,False,Mess_B
MESS0000085,STU0246,2024-01-01,Monday,Breakfast,07:50,False,False,Mess_B
MESS0000086,STU0248,2024-01-01,Monday,Breakfast,07:09,False,False,Mess_B
MESS0000087,STU0249,2024-01-01,Monday,Breakfast,09:00,False,False,Mess_B
MESS0000088,STU0251,2024-01-01,Monday,Breakfast,08:36,False,False,Mess_B
MESS0000089,STU0255,2024-01-01,Monday,Breakfast,07:40,False,False,Mess_B
MESS0000090,STU0259,2024-01-01,Monday,Breakfast,09:00,False,False,Mess_B
MESS0000091,STU0262,2024-01-01,Monday,Breakfast,07:02,False,False,Mess_A
MESS0000092,STU0263,2024-01-01,Monday,Breakfast,08:10,False,False,Mess_A
MESS0000093,STU0265,2024-01-01,Monday,Breakfast,07:44,False,False,Mess_A
MESS0000094,STU0267,2024-01-01,Monday,Breakfast,08:44,False,False,Mess_B
MESS0000095,STU0270,2024-01-01,Monday,Breakfast,08:02,False,False,Mess_B
MESS0000096,STU0271,2024-01-01,Monday,Breakfast,08:16,False,False,Mess_B
MESS0000097,STU0279,2024-01-01,Monday,Breakfast,08:07,False,False,Mess_B
MESS0000098,STU0282,2024-01-01,Monday,Breakfast,07:28,False,False,Mess_B
MESS0000099,STU0283,2024-01-01,Monday,Breakfast,08:09,False,False,Mess_A
MESS0000100,STU0284,2024-01-01,Monday,Breakfast,07:36,False,False,Mess_B
MESS0000101,STU0286,2024-01-01,Monday,Breakfast,07:39,False,False,Mess_A
MESS0000102,STU0288,2024-01-01,Monday,Breakfast,08:34,False,False,Mess_A
MESS0000103,STU0292,2024-01-01,Monday,Breakfast,07:27,False,False,Mess_A
MESS0000104,STU0295,2024-01-01,Monday,Breakfast,07:57,False,False,Mess_A
MESS0000105,STU0296,2024-01-01,Monday,Breakfast,07:03,False,False,Mess_B
MESS0000106,STU0305,2024-01-01,Monday,Breakfast,07:10,False,False,Mess_A
MESS0000107,STU0309,2024-01-01,Monday,Breakfast,08:05,False,False,Mess_B
MESS0000108,STU0312,2024-01-01,Monday,Breakfast,08:05,False,False,Mess_A
MESS0000109,STU0315,2024-01-01,Monday,Breakfast,08:46,False,False,Mess_A
MESS0000110,STU0318,2024-01-01,Monday,Breakfast,08:58,False,False,Mess_A
MESS0000111,STU0322,2024-01-01,Monday,Breakfast,08:42,False,False,Mess_B
MESS0000112,STU0328,2024-01-01,Monday,Breakfast,08:56,False,False,Mess_A
MESS0000113,STU0329,2024-01-01,Monday,Breakfast,07:08,False,False,Mess_B
MESS0000114,STU0330,2024-01-01,Monday,Breakfast,08:47,False,False,Mess_B
MESS0000115,STU0331,2024-01-01,Monday,Breakfast,07:56,False,False,Mess_B
MESS0000116,STU0333,2024-01-01,Monday,Breakfast,07:26,False,False,Mess_A
MESS0000117,STU0337,2024-01-01,Monday,Breakfast,07:10,False,False,Mess_B
MESS0000118,STU0338,2024-01-01,Monday,Breakfast,07:38,False,False,Mess_B
MESS0000119,STU0349,2024-01-01,Monday,Breakfast,08:20,False,False,Mess_B
MESS0000120,STU0351,2024-01-01,Monday,Breakfast,08:29,False,False,Mess_B
MESS0000121,STU0355,2024-01-01,Monday,Breakfast,08:13,False,False,Mess_B
MESS0000122,STU0356,2024-01-01,Monday,Breakfast,08:09,False,False,Mess_B
MESS0000123,STU0365,2024-01-01,Monday,Breakfast,07:00,False,False,Mess_A
MESS0000124,STU0368,2024-01-01,Monday,Breakfast,08:16,False,False,Mess_A
MESS0000125,STU0370,2024-01-01,Monday,Breakfast,07:52,False,False,Mess_B
MESS0000126,STU0376,2024-01-01,Monday,Breakfast,07:10,False,False,Mess_A
MESS0000127,STU0377,2024-01-01,Monday,Breakfast,07:01,False,False,Mess_B
MESS0000128,STU0379,2024-01-01,Monday,Breakfast,08:46,False,False,Mess_A
MESS0000129,STU0380,2024-01-01,Monday,Breakfast,08:16,False,False,Mess_A
MESS0000130,STU0381,2024-01-01,Monday,Breakfast,08:41,False,False,Mess_B
MESS0000131,STU0384,2024-01-01,Monday,Breakfast,07:02,False,False,Mess_B
MESS0000132,STU0389,2024-01-01,Monday,Breakfast,08:38,False,False,Mess_A
MESS0000133,STU0390,2024-01-01,Monday,Breakfast,08:02,False,False,Mess_B
MESS0000134,STU0392,2024-01-01,Monday,Breakfast,08:15,False,False,Mess_B
MESS0000135,STU0393,2024-01-01,Monday,Breakfast,08:40,False,False,Mess_B
MESS0000136,STU0396,2024-01-01,Monday,Breakfast,08:05,False,False,Mess_B
MESS0000137,STU0398,2024-01-01,Monday,Breakfast,07:14,False,False,Mess_B
MESS0000138,STU0399,2024-01-01,Monday,Breakfast,07:37,False,False,Mess_B
MESS0000139,STU0404,2024-01-01,Monday,Breakfast,08:14,False,False,Mess_B
MESS0000140,STU0405,2024-01-01,Monday,Breakfast,07:27,False,False,Mess_A
MESS0000141,STU0409,2024-01-01,Monday,Breakfast,08:18,False,False,Mess_B
MESS0000142,STU0414,2024-01-01,Monday,Breakfast,08:38,False,False,Mess_B
MESS0000143,STU0421,2024-01-01,Monday,Breakfast,08:28,False,False,Mess_B
MESS0000144,STU0424,2024-01-01,Monday,Breakfast,08:09,False,False,Mess_A
MESS0000145,STU0428,2024-01-01,Monday,Breakfast,07:59,False,False,Mess_A
MESS0000146,STU0429,2024-01-01,Monday,Breakfast,07:38,False,False,Mess_B
MESS0000147,STU0434,2024-01-01,Monday,Breakfast,08:01,False,False,Mess_A
MESS0000148,STU0440,2024-01-01,Monday,Breakfast,07:10,False,False,Mess_B
MESS0000149,STU0441,2024-01-01,Monday,Breakfast,07:30,False,False,Mess_A
MESS0000150,STU0442,2024-01-01,Monday,Breakfast,08:13,False,False,Mess_B
MESS0000151,STU0444,2024-01-01,Monday,Breakfast,07:31,False,False,Mess_A
MESS0000152,STU0446,2024-01-01,Monday,Breakfast,12:00,False,False,Mess_A
MESS0000153,STU0447,2024-01-01,Monday,Breakfast,08:24,False,False,Mess_A
MESS0000154,STU0448,2024-01-01,Monday,Breakfast,08:19,False,False,Mess_A
MESS0000155,STU0449,2024-01-01,Monday,Breakfast,07:26,False,False,Mess_B
MESS0000156,STU0455,2024-01-01,Monday,Breakfast,08:15,False,False,Mess_A
MESS0000157,STU0456,2024-01-01,Monday,Breakfast,08:52,False,False,Mess_A
MESS0000158,STU0465,2024-01-01,Monday,Breakfast,07:36,False,False,Mess_B
MESS0000159,STU0468,2024-01-01,Monday,Breakfast,08:57,False,False,Mess_A
MESS0000160,STU0469,2024-01-01,Monday,Breakfast,08:04,False,False,Mess_A
MESS0000161,STU0472,2024-01-01,Monday,Breakfast,07:19,False,False,Mess_A
MESS0000162,STU0475,2024-01-01,Monday,Breakfast,07:26,False,False,Mess_A
MESS0000163,STU0477,2024-01-01,Monday,Breakfast,08:37,False,False,Mess_A
MESS0000164,STU0478,2024-01-01,Monday,Breakfast,07:22,False,False,Mess_A
MESS0000165,STU0481,2024-01-01,Monday,Breakfast,08:15,False,False,Mess_A
MESS0000166,STU0482,2024-01-01,Monday,Breakfast,07:48,False,False,Mess_A
MESS0000167,STU0489,2024-01-01,Monday,Breakfast,08:50,False,False,Mess_A
MESS0000168,STU0490,2024-01-01,Monday,Breakfast,08:18,False,False,Mess_B
MESS0000169,STU0002,2024-01-01,Monday,Lunch,12:42,False,False,Mess_B
MESS0000170,STU0003,2024-01-01,Monday,Lunch,12:34,False,False,Mess_B
MESS0000171,STU0004,2024-01-01,Monday,Lunch,13:04,False,False,Mess_A
MESS0000172,STU0005,2024-01-01,Monday,Lunch,13:37,False,False,Mess_A
MESS0000173,STU0007,2024-01-01,Monday,Lunch,12:01,False,False,Mess_B
MESS0000174,STU0009,2024-01-01,Monday,Lunch,12:54,False,False,Mess_B
MESS0000175,STU0010,2024-01-01,Monday,Lunch,13:16,False,False,Mess_B
MESS0000176,STU0011,2024-01-01,Monday,Lunch,12:48,False,False,Mess_A
MESS0000177,STU0012,2024-01-01,Monday,Lunch,13:46,False,False,Mess_A
MESS0000178,STU0014,2024-01-01,Monday,Lunch,13:29,False,False,Mess_A
MESS0000179,STU0015,2024-01-01,Monday,Lunch,12:00,False,False,Mess_A
MESS0000180,STU0017,2024-01-01,Monday,Lunch,12:48,False,False,Mess_B
MESS0000181,STU0019,2024-01-01,Monday,Lunch,12:44,False,False,Mess_A
MESS0000182,STU0021,2024-01-01,Monday,Lunch,13:16,False,False,Mess_A
MESS0000183,STU0022,2024-01-01,Monday,Lunch,12:06,False,False,Mess_B
MESS0000184,STU0024,2024-01-01,Monday,Lunch,12:27,False,False,Mess_B
MESS0000185,STU0025,2024-01-01,Monday,Lunch,12:33,False,False,Mess_B
MESS0000186,STU0027,2024-01-01,Monday,Lunch,13:33,False,False,Mess_A
MESS0000187,STU0028,2024-01-01,Monday,Lunch,12:56,False,False,Mess_B
MESS0000188,STU0029,2024-01-01,Monday,Lunch,13:10,False,False,Mess_A
MESS0000189,STU0030,2024-01-01,Monday,Lunch,12:52,False,False,Mess_B
MESS0000190,STU0031,2024-01-01,Monday,Lunch,13:21,False,False,Mess_B
MESS0000191,STU0033,2024-01-01,Monday,Lunch,12:01,False,False,Mess_A
MESS0000192,STU0034,2024-01-01,Monday,Lunch,12:27,False,False,Mess_A
MESS0000193,STU0035,2024-01-01,Monday,Lunch,13:10,False,False,Mess_B
MESS0000194,STU0036,2024-01-01,Monday,Lunch,12:37,False,False,Mess_A
MESS0000195,STU0037,2024-01-01,Monday,Lunch,13:00,False,False,Mess_A
MESS0000196,STU0038,2024-01-01,Monday,Lunch,12:34,False,False,Mess_A
MESS0000197,STU0039,2024-01-01,Monday,Lunch,13:06,False,False,Mess_B
MESS0000198,STU0040,2024-01-01,Monday,Lunch,12:16,False,False,Mess_A
MESS0000199,STU0041,2024-01-01,Monday,Lunch,13:07,False,False,Mess_B
MESS0000200,STU0042,2024-01-01,Monday,Lunch,12:38,False,False,Mess_B
MESS0000201,STU0043,2024-01-01,Monday,Lunch,13:59,False,False,Mess_B
MESS0000202,STU0045,2024-01-01,Monday,Lunch,12:36,False,False,Mess_B
MESS0000203,STU0047,2024-01-01,Monday,Lunch,13:28,False,False,Mess_A
MESS0000204,STU0048,2024-01-01,Monday,Lunch,12:29,False,False,Mess_A
MESS0000205,STU0049,2024-01-01,Monday,Lunch,12:46,False,False,Mess_B
MESS0000206,STU0050,2024-01-01,Monday,Lunch,13:18,False,False,Mess_A
MESS0000207,STU0052,2024-01-01,Monday,Lunch,12:57,False,False,Mess_B
MESS0000208,STU0054,2024-01-01,Monday,Lunch,12:00,False,False,Mess_A
MESS0000209,STU0056,2024-01-01,Monday,Lunch,12:49,False,False,Mess_B
MESS0000210,STU0058,2024-01-01,Monday,Lunch,13:18,False,False,Mess_A
MESS0000211,STU0059,2024-01-01,Monday,Lunch,12:25,False,False,Mess_A
MESS0000212,STU0061,2024-01-01,Monday,Lunch,13:01,False,False,Mess_A
MESS0000213,STU0063,2024-01-01,Monday,Lunch,12:25,False,False,Mess_B
MESS0000214,STU0064,2024-01-01,Monday,Lunch,13:51,False,False,Mess_B
MESS0000215,STU0067,2024-01-01,Monday,Lunch,12:33,False,False,Mess_B
MESS0000216,STU0068,2024-01-01,Monday,Lunch,12:13,False,False,Mess_B
MESS0000217,STU0070,2024-01-01,Monday,Lunch,12:57,False,False,Mess_A
MESS0000218,STU0071,2024-01-01,Monday,Lunch,13:08,False,False,Mess_B
MESS0000219,STU0072,2024-01-01,Monday,Lunch,12:22,False,False,Mess_B
MESS0000220,STU0074,2024-01-01,Monday,Lunch,13:31,False,False,Mess_A
MESS0000221,STU0075,2024-01-01,Monday,Lunch,12:00,False,False,Mess_B
MESS0000222,STU0076,2024-01-01,Monday,Lunch,13:35,False,False,Mess_B
MESS0000223,STU0078,2024-01-01,Monday,Lunch,13:05,False,False,Mess_A
MESS0000224,STU0079,2024-01-01,Monday,Lunch,14:00,False,False,Mess_B
MESS0000225,STU0080,2024-01-01,Monday,Lunch,12:13,False,False,Mess_B
MESS0000226,STU0082,2024-01-01,Monday,Lunch,13:23,False,False,Mess_A
MESS0000227,STU0084,2024-01-01,Monday,Lunch,13:43,False,False,Mess_B
MESS0000228,STU0085,2024-01-01,Monday,Lunch,12:20,False,False,Mess_B
MESS0000229,STU0086,2024-01-01,Monday,Lunch,13:14,False,False,Mess_B
MESS0000230,STU0087,2024-01-01,Monday,Lunch,12:12,False,False,Mess_A
MESS0000231,STU0088,2024-01-01,Monday,Lunch,12:40,False,False,Mess_B
MESS0000232,STU0090,2024-01-01,Monday,Lunch,13:05,False,False,Mess_A
MESS0000233,STU0091,2024-01-01,Monday,Lunch,12:42,False,False,Mess_A
MESS0000234,STU0093,2024-01-01,Monday,Lunch,13:19,False,False,Mess_A
MESS0000235,STU0094,2024-01-01,Monday,Lunch,13:26,False,False,Mess_A
MESS0000236,STU0095,2024-01-01,Monday,Lunch,12:35,False,False,Mess_B
MESS0000237,STU0096,2024-01-01,Monday,Lunch,13:39,False,False,Mess_B
MESS0000238,STU0098,2024-01-01,Monday,Lunch,13:09,False,False,Mess_A
MESS0000239,STU0099,2024-01-01,Monday,Lunch,12:06,False,False,Mess_A
MESS0000240,STU0100,2024-01-01,Monday,Lunch,12:34,False,False,Mess_A
MESS0000241,STU0101,2024-01-01,Monday,Lunch,12:35,False,False,Mess_A
MESS0000242,STU0102,2024-01-01,Monday,Lunch,12:39,False,False,Mess_A
MESS0000243,STU0103,2024-01-01,Monday,Lunch,13:01,False,False,Mess_A
MESS0000244,STU0104,2024-01-01,Monday,Lunch,12:28,False,False,Mess_B
MESS0000245,STU0106,2024-01-01,Monday,Lunch,13:51,False,False,Mess_B
MESS0000246,STU0107,2024-01-01,Monday,Lunch,13:21,False,False,Mess_A
MESS0000247,STU0108,2024-01-01,Monday,Lunch,13:23,False,False,Mess_A
MESS0000248,STU0109,2024-01-01,Monday,Lunch,12:08,False,False,Mess_A
MESS0000249,STU0111,2024-01-01,Monday,Lunch,12:46,False,False,Mess_A
MESS0000250,STU0112,2024-01-01,Monday,Lunch,13:07,False,False,Mess_B
MESS0000251,STU0113,2024-01-01,Monday,Lunch,12:07,False,False,Mess_B
MESS0000252,STU0114,2024-01-01,Monday,Lunch,12:48,False,False,Mess_B
MESS0000253,STU0116,2024-01-01,Monday,Lunch,13:22,False,False,Mess_B
MESS0000254,STU0117,2024-01-01,Monday,Lunch,13:25,False,False,Mess_A
MESS0000255,STU0118,2024-01-01,Monday,Lunch,13:21,False,False,Mess_B
MESS0000256,STU0120,2024-01-01,Monday,Lunch,13:01,False,False,Mess_B
MESS0000257,STU0122,2024-01-01,Monday,Lunch,13:11,False,False,Mess_A
MESS0000258,STU0124,2024-01-01,Monday,Lunch,12:21,False,False,Mess_B
MESS0000259,STU0125,2024-01-01,Monday,Lunch,13:03,False,False,Mess_B
MESS0000260,STU0126,2024-01-01,Monday,Lunch,12:58,False,False,Mess_A
MESS0000261,STU0127,2024-01-01,Monday,Lunch,12:56,False,False,Mess_A
MESS0000262,STU0128,2024-01-01,Monday,Lunch,13:36,False,False,Mess_A
MESS0000263,STU0130,2024-01-01,Monday,Lunch,12:23,False,False,Mess_A
MESS0000264,STU0131,2024-01-01,Monday,Lunch,12:49,False,False,Mess_A
MESS0000265,STU0132,2024-01-01,Monday,Lunch,12:58,False,False,Mess_B
MESS0000266,STU0133,2024-01-01,Monday,Lunch,12:20,False,False,Mess_B
MESS0000267,STU0134,2024-01-01,Monday,Lunch,12:19,False,False,Mess_B
MESS0000268,STU0135,2024-01-01,Monday,Lunch,12:19,False,False,Mess_B
MESS0000269,STU0136,2024-01-01,Monday,Lunch,14:00,False,False,Mess_A
MESS0000270,STU0137,2024-01-01,Monday,Lunch,13:04,False,False,Mess_A
MESS0000271,STU0138,2024-01-01,Monday,Lunch,13:13,False,False,Mess_B
MESS0000272,STU0139,2024-01-01,Monday,Lunch,13:40,False,False,Mess_B
MESS0000273,STU0141,2024-01-01,Monday,Lunch,12:33,False,False,Mess_A
MESS0000274,STU0143,2024-01-01,Monday,Lunch,13:38,False,False,Mess_B
MESS0000275,STU0144,2024-01-01,Monday,Lunch,12:14,False,False,Mess_A
MESS0000276,STU0145,2024-01-01,Monday,Lunch,13:31,False,False,Mess_B
MESS0000277,STU0147,2024-01-01,Monday,Lunch,12:26,False,False,Mess_B
MESS0000278,STU0148,2024-01-01,Monday,Lunch,12:01,False,False,Mess_A
MESS0000279,STU0149,2024-01-01,Monday,Lunch,12:07,False,False,Mess_A
MESS0000280,STU0152,2024-01-01,Monday,Lunch,13:11,False,False,Mess_B
MESS0000281,STU0154,2024-01-01,Monday,Lunch,12:57,False,False,Mess_A
MESS0000282,STU0155,2024-01-01,Monday,Lunch,12:12,False,False,Mess_A
MESS0000283,STU0156,2024-01-01,Monday,Lunch,12:58,False,False,Mess_B
MESS0000284,STU0157,2024-01-01,Monday,Lunch,12:50,False,False,Mess_A
MESS0000285,STU0160,2024-01-01,Monday,Lunch,12:54,False,False,Mess_A
MESS0000286,STU0161,2024-01-01,Monday,Lunch,12:17,False,False,Mess_B
MESS0000287,STU0163,2024-01-01,Monday,Lunch,12:30,False,False,Mess_A
MESS0000288,STU0164,2024-01-01,Monday,Lunch,12:09,False,False,Mess_B
MESS0000289,STU0165,2024-01-01,Monday,Lunch,12:32,False,False,Mess_B
MESS0000290,STU0167,2024-01-01,Monday,Lunch,13:31,False,False,Mess_B
MESS0000291,STU0169,2024-01-01,Monday,Lunch,13:45,False,False,Mess_A
MESS0000292,STU0172,2024-01-01,Monday,Lunch,13:26,False,False,Mess_A
MESS0000293,STU0174,2024-01-01,Monday,Lunch,12:25,False,False,Mess_B
MESS0000294,STU0175,2024-01-01,Monday,Lunch,13:24,False,False,Mess_A
MESS0000295,STU0176,2024-01-01,Monday,Lunch,12:41,False,False,Mess_A
MESS0000296,STU0177,2024-01-01,Monday,Lunch,12:00,False,False,Mess_A
MESS0000297,STU0178,2024-01-01,Monday,Lunch,13:43,False,False,Mess_A
MESS0000298,STU0180,2024-01-01,Monday,Lunch,12:18,False,False,Mess_B
MESS0000299,STU0181,2024-01-01,Monday,Lunch,13:44,False,False,Mess_B
MESS0000300,STU0185,2024-01-01,Monday,Lunch,12:10,False,False,Mess_A
MESS0000301,STU0187,2024-01-01,Monday,Lunch,13:31,False,False,Mess_A
MESS0000302,STU0188,2024-01-01,Monday,Lunch,13:31,False,False,Mess_A
MESS0000303,STU0189,2024-01-01,Monday,Lunch,12:07,False,False,Mess_A
MESS0000304,STU0191,2024-01-01,Monday,Lunch,12:00,False,False,Mess_B
MESS0000305,STU0192,2024-01-01,Monday,Lunch,12:21,False,False,Mess_A
MESS0000306,STU0193,2024-01-01,Monday,Lunch,12:24,False,False,Mess_B
MESS0000307,STU0196,2024-01-01,Monday,Lunch,12:59,False,False,Mess_A
MESS0000308,STU0197,2024-01-01,Monday,Lunch,13:26,False,False,Mess_B
MESS0000309,STU0199,2024-01-01,Monday,Lunch,12:00,False,False,Mess_A
MESS0000310,STU0200,2024-01-01,Monday,Lunch,12:09,False,False,Mess_B
MESS0000311,STU0201,2024-01-01,Monday,Lunch,12:07,False,False,Mess_A
MESS0000312,STU0202,2024-01-01,Monday,Lunch,12:41,False,False,Mess_B
MESS0000313,STU0203,2024-01-01,Monday,Lunch,13:45,False,False,Mess_A
MESS0000314,STU0204,2024-01-01,Monday,Lunch,13:53,False,False,Mess_A
MESS0000315,STU0205,2024-01-01,Monday,Lunch,13:15,False,False,Mess_B
MESS0000316,STU0206,2024-01-01,Monday,Lunch,13:15,False,False,Mess_A
MESS0000317,STU0207,2024-01-01,Monday,Lunch,12:00,False,False,Mess_A
MESS0000318,STU0210,2024-01-01,Monday,Lunch,12:30,False,False,Mess_B
MESS0000319,STU0211,2024-01-01,Monday,Lunch,12:33,False,False,Mess_B
MESS0000320,STU0212,2024-01-01,Monday,Lunch,13:21,False,False,Mess_A
MESS0000321,STU0213,2024-01-01,Monday,Lunch,13:26,False,False,Mess_B
MESS0000322,STU0214,2024-01-01,Monday,Lunch,12:12,False,False,Mess_A
MESS0000323,STU0215,2024-01-01,Monday,Lunch,12:53,False,False,Mess_A
MESS0000324,STU0216,2024-01-01,Monday,Lunch,13:16,False,False,Mess_B
MESS0000325,STU0217,2024-01-01,Monday,Lunch,12:22,False,False,Mess_B
MESS0000326,STU0218,2024-01-01,Monday,Lunch,12:42,False,False,Mess_A
MESS0000327,STU0219,2024-01-01,Monday,Lunch,12:55,False,False,Mess_B
