student_id,date,day_of_week,login_time,duration_minutes,data_used_mb,access_point,device_type,is_exam_week,login_hour,is_night
STU0001,2024-01-12,Friday,13:51,34,38.77,Labs,Laptop,False,13,0
STU0001,2024-01-12,Friday,18:10,62,93.82,Hostel_H2,Laptop,False,18,0
STU0001,2024-01-12,Friday,03:27,10,28.86,Block_B_F1,Laptop,False,3,0
STU0001,2024-01-13,Saturday,19:58,39,134.48,Library,Tablet,False,19,0
STU0001,2024-01-13,Saturday,10:58,7,11.6,Canteen,Laptop,False,10,0
STU0001,2024-01-13,Saturday,23:48,17,25.13,Block_B_F1,Tablet,False,23,1
STU0001,2024-01-13,Saturday,13:19,23,22.74,Hostel_H2,Mobile,False,13,0
STU0001,2024-01-14,Sunday,18:29,10,16.5,Labs,Laptop,False,18,0
STU0001,2024-01-14,Sunday,02:13,32,77.22,Canteen,Laptop,False,2,0
STU0001,2024-01-14,Sunday,11:15,17,51.21,Canteen,Mobile,False,11,0
STU0001,2024-01-16,Tuesday,22:16,14,33.68,Block_A_F1,Laptop,False,22,1
STU0001,2024-01-17,Wednesday,14:13,60,74.74,Hostel_H1,Mobile,False,14,0
STU0001,2024-01-19,Friday,18:01,146,264.17,Block_A_F1,Tablet,False,18,0
STU0001,2024-01-19,Friday,09:15,46,42.77,Block_A_F2,Laptop,False,9,0
STU0001,2024-01-20,Saturday,09:03,24,30.33,Block_B_F1,Mobile,False,9,0
STU0001,2024-01-20,Saturday,19:29,18,12.88,Library,Laptop,False,19,0
STU0001,2024-01-22,Monday,18:23,57,166.82,Hostel_H1,Mobile,False,18,0
STU0001,2024-01-22,Monday,19:30,53,38.08,Library,Tablet,False,19,0
STU0001,2024-01-22,Monday,09:18,62,157.17,Block_A_F2,Laptop,False,9,0
STU0001,2024-01-23,Tuesday,08:46,10,14.42,Library,Mobile,False,8,0
STU0001,2024-01-23,Tuesday,00:15,27,19.28,Block_B_F1,Tablet,False,0,0
STU0001,2024-01-23,Tuesday,21:24,39,95.48,Labs,Mobile,False,21,1
STU0001,2024-01-23,Tuesday,07:34,31,55.27,Block_A_F1,Tablet,False,7,0
STU0001,2024-01-25,Thursday,20:20,21,27.74,Hostel_H1,Tablet,False,20,0
STU0001,2024-01-25,Thursday,04:41,59,57.71,Library,Laptop,False,4,0
STU0001,2024-01-25,Thursday,09:43,24,78.55,Block_A_F2,Mobile,False,9,0
STU0001,2024-01-25,Thursday,10:01,49,29.01,Canteen,Mobile,False,10,0
STU0001,2024-01-26,Friday,22:14,32,26.68,Hostel_H1,Mobile,False,22,1
STU0001,2024-01-26,Friday,18:17,73,239.03,Block_A_F2,Laptop,False,18,0
STU0001,2024-01-26,Friday,11:23,83,194.03,Canteen,Tablet,False,11,0
STU0001,2024-01-27,Saturday,07:42,24,47.96,Hostel_H1,Laptop,False,7,0
STU0001,2024-01-27,Saturday,12:39,9,12.41,Block_B_F1,Laptop,False,12,0
STU0001,2024-01-27,Saturday,19:51,11,69.65,Block_A_F2,Mobile,False,19,0
STU0001,2024-01-27,Saturday,17:51,118,95.44,Block_A_F1,Mobile,False,17,0
STU0001,2024-01-28,Sunday,09:06,27,22.1,Canteen,Mobile,False,9,0
STU0001,2024-01-29,Monday,10:57,10,34.64,Hostel_H2,Laptop,False,10,0
STU0001,2024-01-29,Monday,00:48,18,10.26,Library,Mobile,False,0,0
STU0001,2024-01-29,Monday,12:46,33,69.65,Hostel_H2,Tablet,False,12,0
STU0001,2024-01-30,Tuesday,18:09,43,116.04,Canteen,Mobile,False,18,0
STU0001,2024-01-30,Tuesday,15:38,13,24.03,Block_B_F1,Laptop,False,15,0
STU0001,2024-01-30,Tuesday,01:26,14,17.5,Block_A_F1,Mobile,False,1,0
STU0001,2024-02-01,Thursday,13:19,88,123.84,Canteen,Tablet,False,13,0
STU0001,2024-02-02,Friday,11:33,36,56.07,Block_A_F1,Laptop,False,11,0
STU0001,2024-02-02,Friday,13:46,63,115.75,Canteen,Tablet,False,13,0
STU0001,2024-02-03,Saturday,17:39,92,224.62,Labs,Tablet,False,17,0
STU0001,2024-02-03,Saturday,03:26,18,62.27,Block_A_F1,Mobile,False,3,0
STU0001,2024-02-04,Sunday,23:21,12,69.65,Canteen,Tablet,False,23,1
STU0001,2024-02-04,Sunday,18:51,40,29.26,Labs,Mobile,False,18,0
STU0001,2024-02-04,Sunday,17:51,16,22.38,Labs,Mobile,False,17,0
STU0001,2024-02-04,Sunday,07:12,19,25.52,Library,Mobile,False,7,0
STU0001,2024-02-06,Tuesday,21:40,28,18.96,Block_A_F2,Mobile,False,21,1
STU0001,2024-02-06,Tuesday,09:47,138,354.95,Canteen,Laptop,False,9,0
STU0001,2024-02-06,Tuesday,06:29,29,67.15,Block_A_F1,Mobile,False,6,0
STU0001,2024-02-07,Wednesday,08:30,9,21.9,Library,Tablet,False,8,0
STU0001,2024-02-08,Thursday,09:57,73,168.91,Library,Laptop,False,9,0
STU0001,2024-02-09,Friday,06:33,50,144.75,Library,Mobile,False,6,0
STU0001,2024-02-09,Friday,12:36,49,132.74,Block_B_F1,Mobile,False,12,0
STU0001,2024-02-10,Saturday,08:14,21,46.13,Block_A_F2,Tablet,False,8,0
STU0001,2024-02-10,Saturday,13:31,123,259.01,Hostel_H1,Tablet,False,13,0
STU0001,2024-02-10,Saturday,06:34,15,15.91,Labs,Mobile,False,6,0
STU0001,2024-02-11,Sunday,04:49,21,20.76,Labs,Tablet,False,4,0
STU0001,2024-02-11,Sunday,14:07,33,29.32,Block_A_F1,Tablet,False,14,0
STU0001,2024-02-11,Sunday,09:16,25,45.19,Block_A_F2,Mobile,False,9,0
STU0001,2024-02-12,Monday,20:22,21,59.29,Canteen,Laptop,False,20,0
STU0001,2024-02-14,Wednesday,19:32,34,64.68,Block_B_F1,Tablet,False,19,0
STU0001,2024-02-14,Wednesday,17:58,9,19.35,Labs,Laptop,False,17,0
STU0001,2024-02-15,Thursday,04:26,29,101.5,Library,Mobile,False,4,0
STU0001,2024-02-15,Thursday,17:01,67,121.18,Hostel_H1,Mobile,False,17,0
STU0001,2024-02-16,Friday,18:38,16,31.04,Hostel_H1,Tablet,False,18,0
STU0001,2024-02-16,Friday,08:19,30,84.92,Block_B_F1,Mobile,False,8,0
STU0001,2024-02-16,Friday,14:08,59,137.12,Library,Tablet,False,14,0
STU0001,2024-02-17,Saturday,18:06,11,22.75,Hostel_H2,Tablet,False,18,0
STU0001,2024-02-17,Saturday,14:49,97,88.86,Hostel_H2,Tablet,False,14,0
STU0001,2024-02-17,Saturday,02:31,96,314.29,Library,Tablet,False,2,0
STU0001,2024-02-18,Sunday,07:07,82,126.13,Labs,Mobile,False,7,0
STU0001,2024-02-20,Tuesday,03:54,42,60.09,Block_A_F2,Tablet,True,3,0
STU0001,2024-02-20,Tuesday,19:33,39,115.12,Labs,Tablet,True,19,0
STU0001,2024-02-21,Wednesday,07:27,67,101.77,Block_B_F1,Laptop,True,7,0
STU0001,2024-02-22,Thursday,04:12,45,49.55,Canteen,Tablet,True,4,0
STU0001,2024-02-23,Friday,18:17,49,119.81,Block_A_F1,Mobile,True,18,0
STU0001,2024-02-23,Friday,07:41,20,13.84,Hostel_H2,Tablet,True,7,0
STU0001,2024-02-24,Saturday,08:23,29,37.71,Hostel_H2,Tablet,True,8,0
STU0001,2024-02-24,Saturday,19:37,46,159.75,Library,Mobile,True,19,0
STU0001,2024-02-25,Sunday,09:49,57,41.26,Hostel_H1,Laptop,True,9,0
STU0001,2024-02-26,Monday,08:32,28,94.48,Block_B_F1,Mobile,False,8,0
STU0001,2024-02-28,Wednesday,19:25,183,122.83,Labs,Mobile,False,19,0
STU0001,2024-02-28,Wednesday,08:33,15,46.67,Canteen,Mobile,False,8,0
STU0001,2024-02-28,Wednesday,15:39,37,122.44,Block_A_F1,Laptop,False,15,0
STU0001,2024-02-28,Wednesday,19:36,140,351.96,Block_A_F2,Tablet,False,19,0
STU0001,2024-02-29,Thursday,12:20,17,24.63,Hostel_H1,Tablet,False,12,0
STU0001,2024-02-29,Thursday,08:04,85,235.71,Block_A_F2,Mobile,False,8,0
STU0001,2024-02-29,Thursday,09:34,14,47.6,Block_A_F1,Laptop,False,9,0
STU0001,2024-03-01,Friday,18:54,42,103.59,Hostel_H2,Laptop,False,18,0
STU0001,2024-03-01,Friday,07:31,86,45.16,Block_A_F1,Mobile,False,7,0
STU0001,2024-03-02,Saturday,17:48,25,65.17,Labs,Tablet,False,17,0
STU0001,2024-03-02,Saturday,12:54,58,153.15,Labs,Mobile,False,12,0
STU0001,2024-03-03,Sunday,07:00,32,66.91,Hostel_H2,Laptop,False,7,0
STU0001,2024-03-03,Sunday,23:33,5,7.44,Hostel_H1,Laptop,False,23,1
STU0001,2024-03-03,Sunday,06:39,50,35.6,Canteen,Mobile,False,6,0
STU0001,2024-03-04,Monday,10:13,99,182.54,Library,Laptop,False,10,0
STU0001,2024-03-04,Monday,18:54,91,292.97,Block_B_F1,Mobile,False,18,0
STU0001,2024-03-04,Monday,10:01,60,59.83,Block_A_F2,Laptop,False,10,0
STU0001,2024-03-05,Tuesday,16:35,29,81.21,Block_B_F1,Mobile,False,16,0
STU0001,2024-03-05,Tuesday,19:44,8,17.68,Block_A_F2,Laptop,False,19,0
STU0001,2024-03-05,Tuesday,17:35,137,245.81,Block_B_F1,Laptop,False,17,0
STU0001,2024-03-05,Tuesday,19:46,31,99.02,Library,Mobile,False,19,0
STU0001,2024-03-06,Wednesday,13:49,67,202.78,Block_B_F1,Laptop,False,13,0
STU0001,2024-03-07,Thursday,12:07,64,219.63,Hostel_H2,Mobile,False,12,0
STU0001,2024-03-07,Thursday,08:52,7,16.21,Block_A_F2,Mobile,False,8,0
STU0001,2024-03-07,Thursday,09:38,31,37.58,Block_B_F1,Laptop,False,9,0
STU0001,2024-03-08,Friday,17:04,33,88.03,Block_A_F2,Tablet,False,17,0
STU0001,2024-03-08,Friday,17:13,43,132.1,Block_A_F1,Tablet,False,17,0
STU0001,2024-03-08,Friday,03:07,49,164.66,Block_A_F1,Mobile,False,3,0
STU0001,2024-03-08,Friday,09:44,96,167.03,Hostel_H1,Laptop,False,9,0
STU0001,2024-03-09,Saturday,08:09,13,22.24,Labs,Tablet,False,8,0
STU0001,2024-03-09,Saturday,09:16,25,62.26,Labs,Laptop,False,9,0
STU0001,2024-03-09,Saturday,06:33,61,197.85,Library,Laptop,False,6,0
STU0001,2024-03-09,Saturday,08:36,89,242.9,Hostel_H1,Mobile,False,8,0
STU0001,2024-03-10,Sunday,16:36,11,31.26,Block_A_F2,Mobile,False,16,0
STU0001,2024-03-10,Sunday,18:22,74,75.85,Library,Laptop,False,18,0
STU0001,2024-03-10,Sunday,04:03,47,32.95,Block_A_F2,Laptop,False,4,0
STU0001,2024-03-11,Monday,18:00,9,17.32,Canteen,Mobile,False,18,0
STU0001,2024-03-12,Tuesday,12:10,35,86.31,Block_B_F1,Mobile,False,12,0
STU0001,2024-03-13,Wednesday,10:17,86,284.16,Hostel_H2,Tablet,False,10,0
STU0001,2024-03-14,Thursday,03:42,54,99.63,Hostel_H2,Laptop,False,3,0
STU0001,2024-03-15,Friday,01:47,16,52.4,Canteen,Tablet,False,1,0
STU0001,2024-03-15,Friday,13:58,5,4.61,Block_B_F1,Mobile,False,13,0
STU0001,2024-03-16,Saturday,09:56,107,88.26,Canteen,Laptop,False,9,0
STU0001,2024-03-16,Saturday,18:42,29,60.17,Labs,Laptop,False,18,0
STU0001,2024-03-16,Saturday,02:41,19,46.62,Canteen,Tablet,False,2,0
STU0001,2024-03-17,Sunday,17:13,12,34.94,Block_B_F1,Mobile,False,17,0
STU0001,2024-03-17,Sunday,00:33,18,37.36,Block_A_F2,Laptop,False,0,0
STU0001,2024-03-18,Monday,18:51,28,42.09,Hostel_H2,Mobile,False,18,0
STU0001,2024-03-18,Monday,09:40,46,137.21,Hostel_H2,Tablet,False,9,0
STU0001,2024-03-18,Monday,13:29,31,35.33,Canteen,Mobile,False,13,0
STU0001,2024-03-18,Monday,08:35,41,48.45,Hostel_H1,Laptop,False,8,0
STU0001,2024-03-19,Tuesday,09:22,64,49.94,Hostel_H2,Mobile,False,9,0
STU0001,2024-03-19,Tuesday,18:43,83,94.51,Hostel_H2,Laptop,False,18,0
STU0001,2024-03-19,Tuesday,21:45,28,43.71,Block_A_F1,Laptop,False,21,1
STU0001,2024-03-19,Tuesday,10:13,26,48.15,Block_B_F1,Laptop,False,10,0
STU0001,2024-03-20,Wednesday,19:46,8,13.36,Hostel_H1,Tablet,False,19,0
STU0001,2024-03-20,Wednesday,17:46,71,180.78,Library,Laptop,False,17,0
STU0001,2024-03-21,Thursday,16:16,33,113.12,Hostel_H1,Tablet,False,16,0
STU0001,2024-03-21,Thursday,18:42,33,30.7,Hostel_H1,Tablet,False,18,0
STU0001,2024-03-22,Friday,01:10,26,69.62,Block_A_F2,Tablet,False,1,0
STU0001,2024-03-22,Friday,11:03,27,60.76,Labs,Mobile,False,11,0
STU0001,2024-03-22,Friday,21:41,45,143.88,Block_A_F2,Laptop,False,21,1
STU0001,2024-03-22,Friday,08:30,53,106.88,Hostel_H1,Tablet,False,8,0
STU0001,2024-03-23,Saturday,17:20,64,65.98,Block_A_F2,Laptop,False,17,0
STU0001,2024-03-23,Saturday,16:47,23,65.78,Library,Tablet,False,16,0
STU0001,2024-03-23,Saturday,18:03,29,59.1,Canteen,Tablet,False,18,0
STU0001,2024-03-23,Saturday,05:25,12,24.41,Hostel_H2,Laptop,False,5,0
STU0001,2024-03-25,Monday,07:30,59,42.29,Block_A_F2,Laptop,False,7,0
STU0001,2024-03-25,Monday,10:26,51,166.97,Hostel_H2,Tablet,False,10,0
STU0001,2024-03-26,Tuesday,17:08,33,23.5,Hostel_H1,Laptop,False,17,0
STU0001,2024-03-26,Tuesday,05:28,15,51.6,Canteen,Tablet,False,5,0
STU0001,2024-03-26,Tuesday,18:03,19,29.0,Hostel_H1,Tablet,False,18,0
STU0001,2024-03-27,Wednesday,20:33,49,147.98,Block_A_F1,Mobile,False,20,0
STU0001,2024-03-27,Wednesday,03:30,69,222.0,Hostel_H1,Mobile,False,3,0
STU0001,2024-03-27,Wednesday,09:32,17,41.73,Hostel_H2,Laptop,False,9,0
STU0001,2024-03-28,Thursday,03:40,176,331.67,Hostel_H1,Mobile,False,3,0
STU0001,2024-03-29,Friday,13:17,63,41.89,Hostel_H1,Mobile,False,13,0
STU0001,2024-03-30,Saturday,07:29,14,8.16,Labs,Laptop,False,7,0
STU0001,2024-03-30,Saturday,19:53,72,126.45,Canteen,Mobile,False,19,0
STU0001,2024-03-30,Saturday,23:24,20,52.99,Block_A_F1,Mobile,False,23,1
STU0001,2024-03-30,Saturday,18:24,16,27.66,Block_A_F1,Tablet,False,18,0
STU0002,2024-01-01,Monday,00:55,32,91.53,Canteen,Mobile,False,0,0
STU0002,2024-01-01,Monday,04:23,146,237.35,Canteen,Laptop,False,4,0
STU0002,2024-01-02,Tuesday,16:53,16,31.45,Block_A_F1,Laptop,False,16,0
STU0002,2024-01-02,Tuesday,00:53,93,294.59,Canteen,Mobile,False,0,0
STU0002,2024-01-03,Wednesday,07:28,10,7.68,Block_A_F2,Laptop,False,7,0
STU0002,2024-01-03,Wednesday,07:00,57,127.36,Library,Laptop,False,7,0
STU0002,2024-01-03,Wednesday,11:09,89,69.65,Library,Laptop,False,11,0
STU0002,2024-01-04,Thursday,18:49,43,149.86,Labs,Tablet,False,18,0
STU0002,2024-01-04,Thursday,22:32,17,52.26,Hostel_H1,Laptop,False,22,1
STU0002,2024-01-05,Friday,03:56,37,70.18,Block_A_F1,Laptop,False,3,0
STU0002,2024-01-05,Friday,08:25,17,31.3,Labs,Tablet,False,8,0
STU0002,2024-01-06,Saturday,18:30,56,43.59,Hostel_H2,Laptop,False,18,0
STU0002,2024-01-07,Sunday,16:03,40,69.02,Canteen,Mobile,False,16,0
STU0002,2024-01-08,Monday,02:13,31,98.62,Hostel_H2,Tablet,False,2,0
STU0002,2024-01-08,Monday,18:10,53,148.38,Hostel_H2,Tablet,False,18,0
STU0002,2024-01-09,Tuesday,13:11,30,47.25,Block_B_F1,Laptop,False,13,0
STU0002,2024-01-09,Tuesday,19:41,102,178.93,Block_A_F1,Tablet,False,19,0
STU0002,2024-01-09,Tuesday,19:18,38,30.17,Block_B_F1,Tablet,False,19,0
STU0002,2024-01-09,Tuesday,08:20,30,68.31,Block_B_F1,Laptop,False,8,0
STU0002,2024-01-10,Wednesday,12:54,55,123.5,Block_A_F2,Tablet,False,12,0
STU0002,2024-01-11,Thursday,01:01,24,53.55,Block_A_F2,Mobile,False,1,0
STU0002,2024-01-11,Thursday,13:00,53,166.98,Block_A_F2,Mobile,False,13,0
STU0002,2024-01-12,Friday,05:11,43,119.19,Block_A_F1,Laptop,False,5,0
STU0002,2024-01-12,Friday,19:21,95,90.44,Labs,Laptop,False,19,0
STU0002,2024-01-13,Saturday,12:32,66,144.35,Block_B_F1,Mobile,False,12,0
STU0002,2024-01-13,Saturday,19:56,12,15.21,Block_A_F2,Laptop,False,19,0
STU0002,2024-01-13,Saturday,18:42,133,87.12,Block_A_F2,Tablet,False,18,0
STU0002,2024-01-14,Sunday,13:24,45,36.02,Hostel_H2,Mobile,False,13,0
STU0002,2024-01-14,Sunday,15:40,27,76.95,Canteen,Laptop,False,15,0
STU0002,2024-01-15,Monday,17:39,28,55.17,Hostel_H1,Mobile,False,17,0
STU0002,2024-01-15,Monday,10:48,47,143.53,Block_A_F1,Mobile,False,10,0
STU0002,2024-01-15,Monday,19:52,113,95.63,Library,Tablet,False,19,0
STU0002,2024-01-15,Monday,17:41,106,241.48,Labs,Laptop,False,17,0
STU0002,2024-01-16,Tuesday,22:29,77,111.79,Hostel_H1,Mobile,False,22,1
STU0002,2024-01-16,Tuesday,13:52,31,37.01,Library,Laptop,False,13,0
STU0002,2024-01-16,Tuesday,11:34,17,13.99,Block_A_F2,Mobile,False,11,0
STU0002,2024-01-17,Wednesday,20:18,70,111.17,Labs,Tablet,False,20,0
STU0002,2024-01-17,Wednesday,08:19,14,17.15,Canteen,Laptop,False,8,0
STU0002,2024-01-17,Wednesday,08:54,58,108.95,Block_A_F2,Laptop,False,8,0
STU0002,2024-01-17,Wednesday,07:21,13,19.11,Block_A_F1,Tablet,False,7,0
STU0002,2024-01-19,Friday,18:22,21,69.65,Block_B_F1,Laptop,False,18,0
STU0002,2024-01-20,Saturday,17:52,44,141.45,Block_B_F1,Laptop,False,17,0
STU0002,2024-01-20,Saturday,03:28,76,79.05,Library,Tablet,False,3,0
STU0002,2024-01-20,Saturday,17:46,47,98.48,Canteen,Mobile,False,17,0
STU0002,2024-01-20,Saturday,15:45,19,43.86,Block_A_F1,Laptop,False,15,0
STU0002,2024-01-22,Monday,07:03,10,10.07,Canteen,Tablet,False,7,0
STU0002,2024-01-22,Monday,21:26,17,31.49,Block_A_F1,Tablet,False,21,1
STU0002,2024-01-22,Monday,17:51,82,185.06,Block_B_F1,Laptop,False,17,0
STU0002,2024-01-23,Tuesday,14:31,108,111.06,Labs,Mobile,False,14,0
STU0002,2024-01-23,Tuesday,19:55,40,69.65,Labs,Mobile,False,19,0
STU0002,2024-01-24,Wednesday,07:01,7,12.74,Block_B_F1,Mobile,False,7,0
STU0002,2024-01-24,Wednesday,19:28,27,82.01,Block_A_F2,Tablet,False,19,0
STU0002,2024-01-24,Wednesday,08:40,13,30.42,Block_B_F1,Laptop,False,8,0
STU0002,2024-01-25,Thursday,08:21,32,97.33,Block_A_F1,Laptop,False,8,0
STU0002,2024-01-26,Friday,18:07,30,96.3,Hostel_H1,Mobile,False,18,0
STU0002,2024-01-26,Friday,08:43,54,32.14,Block_A_F2,Laptop,False,8,0
STU0002,2024-01-26,Friday,09:30,31,69.65,Library,Mobile,False,9,0
STU0002,2024-01-27,Saturday,00:37,111,146.77,Library,Mobile,False,0,0
STU0002,2024-01-27,Saturday,05:44,38,66.5,Hostel_H1,Laptop,False,5,0
STU0002,2024-01-27,Saturday,11:31,18,37.79,Library,Laptop,False,11,0
STU0002,2024-01-27,Saturday,11:24,44,54.08,Hostel_H2,Tablet,False,11,0
STU0002,2024-01-28,Sunday,19:47,22,26.33,Block_B_F1,Tablet,False,19,0
STU0002,2024-01-28,Sunday,18:34,17,28.01,Library,Mobile,False,18,0
STU0002,2024-01-28,Sunday,01:59,21,17.07,Block_A_F1,Tablet,False,1,0
STU0002,2024-01-29,Monday,02:21,33,55.39,Block_A_F2,Tablet,False,2,0
STU0002,2024-01-29,Monday,08:19,13,11.84,Block_A_F2,Mobile,False,8,0
STU0002,2024-01-29,Monday,10:16,49,110.95,Hostel_H1,Tablet,False,10,0
STU0002,2024-01-30,Tuesday,17:59,11,10.6,Library,Tablet,False,17,0
STU0002,2024-01-30,Tuesday,21:17,26,32.49,Canteen,Mobile,False,21,1
STU0002,2024-01-30,Tuesday,11:48,16,19.61,Labs,Laptop,False,11,0
STU0002,2024-01-30,Tuesday,12:41,14,17.3,Library,Mobile,False,12,0
STU0002,2024-01-31,Wednesday,07:22,80,84.73,Library,Tablet,False,7,0
STU0002,2024-02-01,Thursday,18:30,66,229.07,Block_B_F1,Laptop,False,18,0
STU0002,2024-02-01,Thursday,17:41,17,10.56,Hostel_H2,Laptop,False,17,0
STU0002,2024-02-02,Friday,17:27,112,215.27,Hostel_H1,Tablet,False,17,0
STU0002,2024-02-02,Friday,07:42,28,83.91,Block_B_F1,Mobile,False,7,0
STU0002,2024-02-03,Saturday,18:48,75,40.62,Hostel_H2,Laptop,False,18,0
STU0002,2024-02-03,Saturday,19:43,110,180.71,Canteen,Mobile,False,19,0
STU0002,2024-02-03,Saturday,19:14,44,117.63,Block_B_F1,Laptop,False,19,0
STU0002,2024-02-04,Sunday,18:03,22,20.78,Library,Tablet,False,18,0
STU0002,2024-02-04,Sunday,07:02,35,64.4,Block_A_F1,Tablet,False,7,0
STU0002,2024-02-04,Sunday,13:59,18,55.35,Hostel_H1,Tablet,False,13,0
STU0002,2024-02-04,Sunday,13:41,9,4.6,Library,Laptop,False,13,0
STU0002,2024-02-05,Monday,20:36,30,89.22,Block_A_F2,Tablet,False,20,0
STU0002,2024-02-05,Monday,07:46,27,52.52,Block_A_F1,Laptop,False,7,0
STU0002,2024-02-05,Monday,08:07,50,95.47,Block_A_F2,Tablet,False,8,0
STU0002,2024-02-05,Monday,23:40,111,366.22,Hostel_H1,Mobile,False,23,1
STU0002,2024-02-06,Tuesday,10:54,32,48.1,Block_A_F1,Laptop,False,10,0
STU0002,2024-02-08,Thursday,05:49,14,45.46,Library,Laptop,False,5,0
STU0002,2024-02-08,Thursday,07:33,26,23.56,Library,Mobile,False,7,0
STU0002,2024-02-09,Friday,13:08,32,45.15,Canteen,Laptop,False,13,0
STU0002,2024-02-09,Friday,10:34,13,23.61,Canteen,Tablet,False,10,0
STU0002,2024-02-10,Saturday,18:57,88,296.37,Hostel_H1,Laptop,False,18,0
STU0002,2024-02-10,Saturday,12:30,15,20.54,Block_A_F2,Tablet,False,12,0
STU0002,2024-02-10,Saturday,23:15,18,18.45,Hostel_H1,Tablet,False,23,1
STU0002,2024-02-10,Saturday,10:13,84,262.2,Block_A_F1,Tablet,False,10,0
STU0002,2024-02-11,Sunday,00:48,24,56.62,Block_B_F1,Laptop,False,0,0
STU0002,2024-02-11,Sunday,08:20,37,64.22,Labs,Tablet,False,8,0
STU0002,2024-02-11,Sunday,06:15,12,27.91,Library,Tablet,False,6,0
STU0002,2024-02-11,Sunday,01:01,27,46.29,Library,Tablet,False,1,0
STU0002,2024-02-12,Monday,18:33,12,17.85,Block_B_F1,Mobile,False,18,0
STU0002,2024-02-13,Tuesday,09:47,16,50.3,Canteen,Mobile,False,9,0
STU0002,2024-02-13,Tuesday,18:19,7,12.24,Canteen,Laptop,False,18,0
STU0002,2024-02-13,Tuesday,19:06,35,116.19,Hostel_H2,Mobile,False,19,0
STU0002,2024-02-13,Tuesday,18:23,16,40.51,Hostel_H1,Tablet,False,18,0
STU0002,2024-02-14,Wednesday,07:40,25,55.04,Canteen,Mobile,False,7,0
STU0002,2024-02-14,Wednesday,09:15,25,64.76,Hostel_H1,Mobile,False,9,0
STU0002,2024-02-14,Wednesday,10:05,30,87.51,Block_A_F2,Tablet,False,10,0
STU0002,2024-02-15,Thursday,12:49,70,72.29,Labs,Mobile,False,12,0
STU0002,2024-02-16,Friday,03:42,20,27.09,Labs,Laptop,False,3,0
STU0002,2024-02-17,Saturday,03:57,14,18.3,Canteen,Tablet,False,3,0
STU0002,2024-02-17,Saturday,22:35,27,54.34,Canteen,Mobile,False,22,1
STU0002,2024-02-17,Saturday,12:32,34,109.05,Canteen,Laptop,False,12,0
