student_id,date,day_of_week,subject,department,status,entry_time,exit_time,is_exam_week,status_bin,week,month,overall_att_rate,rolling_7d_att
STU0001,2024-01-08,Monday,OS,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-08,Monday,CN,CSE,Present,09:20,16:11,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-08,Monday,ML,CSE,Present,09:12,16:47,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-08,Monday,DSA,CSE,Present,08:14,18:27,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-09,Tuesday,DBMS,CSE,Present,08:06,17:48,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-09,Tuesday,OS,CSE,Present,08:18,16:51,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-09,Tuesday,CN,CSE,Present,08:11,17:12,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-09,Tuesday,ML,CSE,Present,09:15,18:40,False,1,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-09,Tuesday,DSA,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-10,Wednesday,DBMS,CSE,Present,09:18,16:22,False,1,2,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-10,Wednesday,OS,CSE,Present,09:19,16:52,False,1,2,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-10,Wednesday,CN,CSE,Present,09:19,18:05,False,1,2,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-10,Wednesday,ML,CSE,Present,09:03,16:19,False,1,2,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-10,Wednesday,DSA,CSE,Present,09:04,18:24,False,1,2,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-11,Thursday,DBMS,CSE,Present,08:18,17:27,False,1,2,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-11,Thursday,OS,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-11,Thursday,CN,CSE,Present,08:17,16:31,False,1,2,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-11,Thursday,ML,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-11,Thursday,DSA,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-12,Friday,DBMS,CSE,Present,08:11,16:31,False,1,2,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-12,Friday,OS,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-12,Friday,CN,CSE,Present,09:13,18:31,False,1,2,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-12,Friday,ML,CSE,Present,09:15,16:05,False,1,2,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-12,Friday,DSA,CSE,Present,08:09,16:17,False,1,2,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-13,Saturday,DBMS,CSE,Present,09:05,17:36,False,1,2,1,0.8205128205128205,0.742857142857143
STU0001,2024-01-13,Saturday,OS,CSE,Present,09:17,18:07,False,1,2,1,0.8205128205128205,0.742857142857143
STU0001,2024-01-13,Saturday,CN,CSE,Present,09:17,17:34,False,1,2,1,0.8205128205128205,0.742857142857143
STU0001,2024-01-13,Saturday,ML,CSE,Absent,09:00,17:00,False,0,2,1,0.8205128205128205,0.742857142857143
STU0001,2024-01-13,Saturday,DSA,CSE,Present,09:17,16:27,False,1,2,1,0.8205128205128205,0.742857142857143
STU0001,2024-01-15,Monday,DBMS,CSE,Present,08:09,16:28,False,1,3,1,0.8205128205128205,0.7428571428571429
STU0001,2024-01-15,Monday,OS,CSE,Present,08:14,16:49,False,1,3,1,0.8205128205128205,0.7428571428571429
STU0001,2024-01-15,Monday,CN,CSE,Present,08:18,18:22,False,1,3,1,0.8205128205128205,0.7428571428571429
STU0001,2024-01-15,Monday,ML,CSE,Absent,09:00,17:00,False,0,3,1,0.8205128205128205,0.7428571428571429
STU0001,2024-01-15,Monday,DSA,CSE,Present,09:05,18:08,False,1,3,1,0.8205128205128205,0.7428571428571429
STU0001,2024-01-16,Tuesday,DBMS,CSE,Late,09:33,16:36,False,0,3,1,0.8205128205128205,0.7714285714285715
STU0001,2024-01-16,Tuesday,OS,CSE,Present,09:19,18:10,False,1,3,1,0.8205128205128205,0.7714285714285715
STU0001,2024-01-16,Tuesday,CN,CSE,Present,09:09,18:17,False,1,3,1,0.8205128205128205,0.7714285714285715
STU0001,2024-01-16,Tuesday,ML,CSE,Present,08:04,17:58,False,1,3,1,0.8205128205128205,0.7714285714285715
STU0001,2024-01-16,Tuesday,DSA,CSE,Present,09:20,16:44,False,1,3,1,0.8205128205128205,0.7714285714285715
STU0001,2024-01-17,Wednesday,DBMS,CSE,Present,08:04,18:20,False,1,3,1,0.8205128205128205,0.8
STU0001,2024-01-17,Wednesday,OS,CSE,Present,09:15,16:36,False,1,3,1,0.8205128205128205,0.8
STU0001,2024-01-17,Wednesday,CN,CSE,Present,09:12,17:04,False,1,3,1,0.8205128205128205,0.8
STU0001,2024-01-17,Wednesday,ML,CSE,Present,08:12,18:47,False,1,3,1,0.8205128205128205,0.8
STU0001,2024-01-17,Wednesday,DSA,CSE,Present,09:14,17:20,False,1,3,1,0.8205128205128205,0.8
STU0001,2024-01-18,Thursday,DBMS,CSE,Present,08:14,18:42,False,1,3,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-18,Thursday,OS,CSE,Absent,09:00,17:00,False,0,3,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-18,Thursday,CN,CSE,Present,09:06,17:52,False,1,3,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-18,Thursday,ML,CSE,Present,09:10,17:21,False,1,3,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-18,Thursday,DSA,CSE,Present,08:18,17:50,False,1,3,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-19,Friday,DBMS,CSE,Present,08:01,16:40,False,1,3,1,0.8205128205128205,0.8285714285714286
STU0001,2024-01-19,Friday,OS,CSE,Present,09:00,16:59,False,1,3,1,0.8205128205128205,0.8285714285714286
STU0001,2024-01-19,Friday,CN,CSE,Present,09:14,16:27,False,1,3,1,0.8205128205128205,0.8285714285714286
STU0001,2024-01-19,Friday,ML,CSE,Present,08:20,17:10,False,1,3,1,0.8205128205128205,0.8285714285714286
STU0001,2024-01-19,Friday,DSA,CSE,Absent,09:00,17:00,False,0,3,1,0.8205128205128205,0.8285714285714286
STU0001,2024-01-20,Saturday,DBMS,CSE,Present,08:20,17:16,False,1,3,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-20,Saturday,OS,CSE,Present,08:01,17:40,False,1,3,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-20,Saturday,CN,CSE,Present,08:13,18:05,False,1,3,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-20,Saturday,ML,CSE,Present,08:06,17:04,False,1,3,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-20,Saturday,DSA,CSE,Present,09:00,18:28,False,1,3,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-22,Monday,DBMS,CSE,Present,09:03,17:44,False,1,4,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-22,Monday,OS,CSE,Present,08:07,17:05,False,1,4,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-22,Monday,CN,CSE,Present,08:03,17:23,False,1,4,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-22,Monday,ML,CSE,Present,08:12,16:41,False,1,4,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-22,Monday,DSA,CSE,Present,09:00,18:36,False,1,4,1,0.8205128205128205,0.8857142857142856
STU0001,2024-01-23,Tuesday,DBMS,CSE,Present,08:14,17:46,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-23,Tuesday,OS,CSE,Present,08:13,18:43,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-23,Tuesday,CN,CSE,Present,08:02,16:08,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-23,Tuesday,ML,CSE,Present,09:11,17:20,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-23,Tuesday,DSA,CSE,Present,08:08,18:05,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-24,Wednesday,DBMS,CSE,Absent,09:00,17:00,False,0,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-24,Wednesday,OS,CSE,Present,09:00,18:56,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-24,Wednesday,CN,CSE,Present,08:12,17:41,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-24,Wednesday,ML,CSE,Present,08:15,17:07,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-24,Wednesday,DSA,CSE,Present,08:16,16:23,False,1,4,1,0.8205128205128205,0.9142857142857144
STU0001,2024-01-25,Thursday,DBMS,CSE,Present,08:12,18:26,False,1,4,1,0.8205128205128205,0.8857142857142858
STU0001,2024-01-25,Thursday,OS,CSE,Present,08:15,16:01,False,1,4,1,0.8205128205128205,0.8857142857142858
STU0001,2024-01-25,Thursday,CN,CSE,Present,08:08,16:02,False,1,4,1,0.8205128205128205,0.8857142857142858
STU0001,2024-01-25,Thursday,ML,CSE,Absent,09:00,17:00,False,0,4,1,0.8205128205128205,0.8857142857142858
STU0001,2024-01-25,Thursday,DSA,CSE,Present,09:16,17:40,False,1,4,1,0.8205128205128205,0.8857142857142858
STU0001,2024-01-26,Friday,DBMS,CSE,Present,09:13,18:25,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-26,Friday,OS,CSE,Absent,09:00,17:00,False,0,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-26,Friday,CN,CSE,Present,08:08,16:19,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-26,Friday,ML,CSE,Present,08:04,18:20,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-26,Friday,DSA,CSE,Absent,09:00,17:00,False,0,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-27,Saturday,DBMS,CSE,Present,08:09,18:27,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-27,Saturday,OS,CSE,Present,08:01,16:05,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-27,Saturday,CN,CSE,Absent,09:00,17:00,False,0,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-27,Saturday,ML,CSE,Present,08:09,18:47,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-27,Saturday,DSA,CSE,Present,08:03,16:45,False,1,4,1,0.8205128205128205,0.8571428571428571
STU0001,2024-01-29,Monday,DBMS,CSE,Present,08:05,17:22,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-29,Monday,OS,CSE,Present,09:05,17:08,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-29,Monday,CN,CSE,Absent,09:00,17:00,False,0,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-29,Monday,ML,CSE,Absent,09:00,17:00,False,0,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-29,Monday,DSA,CSE,Present,08:00,17:51,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-30,Tuesday,DBMS,CSE,Present,08:08,18:36,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-30,Tuesday,OS,CSE,Present,09:14,18:23,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-30,Tuesday,CN,CSE,Present,08:11,16:16,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-30,Tuesday,ML,CSE,Present,09:00,18:32,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-30,Tuesday,DSA,CSE,Present,08:07,16:30,False,1,5,1,0.8205128205128205,0.7999999999999999
STU0001,2024-01-31,Wednesday,DBMS,CSE,Absent,09:00,17:00,False,0,5,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-31,Wednesday,OS,CSE,Present,08:01,18:51,False,1,5,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-31,Wednesday,CN,CSE,Present,09:07,17:15,False,1,5,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-31,Wednesday,ML,CSE,Present,09:08,16:36,False,1,5,1,0.8205128205128205,0.7714285714285714
STU0001,2024-01-31,Wednesday,DSA,CSE,Present,08:05,16:51,False,1,5,1,0.8205128205128205,0.7714285714285714
STU0001,2024-02-01,Thursday,DBMS,CSE,Late,09:22,17:04,False,0,5,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-01,Thursday,OS,CSE,Absent,09:00,17:00,False,0,5,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-01,Thursday,CN,CSE,Present,09:10,16:35,False,1,5,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-01,Thursday,ML,CSE,Present,09:06,17:36,False,1,5,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-01,Thursday,DSA,CSE,Present,08:14,17:37,False,1,5,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-02,Friday,DBMS,CSE,Present,09:00,16:09,False,1,5,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-02,Friday,OS,CSE,Present,09:00,16:34,False,1,5,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-02,Friday,CN,CSE,Present,08:10,16:48,False,1,5,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-02,Friday,ML,CSE,Present,09:03,16:33,False,1,5,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-02,Friday,DSA,CSE,Present,09:15,16:09,False,1,5,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-03,Saturday,DBMS,CSE,Present,08:01,16:57,False,1,5,2,0.8205128205128205,0.8
STU0001,2024-02-03,Saturday,OS,CSE,Absent,09:00,17:00,False,0,5,2,0.8205128205128205,0.8
STU0001,2024-02-03,Saturday,CN,CSE,Present,09:14,18:05,False,1,5,2,0.8205128205128205,0.8
STU0001,2024-02-03,Saturday,ML,CSE,Present,08:20,17:04,False,1,5,2,0.8205128205128205,0.8
STU0001,2024-02-03,Saturday,DSA,CSE,Present,08:13,18:08,False,1,5,2,0.8205128205128205,0.8
STU0001,2024-02-05,Monday,DBMS,CSE,Late,09:36,17:59,False,0,6,2,0.8205128205128205,0.7999999999999999
STU0001,2024-02-05,Monday,OS,CSE,Present,09:10,17:17,False,1,6,2,0.8205128205128205,0.7999999999999999
STU0001,2024-02-05,Monday,CN,CSE,Present,08:04,18:06,False,1,6,2,0.8205128205128205,0.7999999999999999
STU0001,2024-02-05,Monday,ML,CSE,Present,08:14,17:20,False,1,6,2,0.8205128205128205,0.7999999999999999
STU0001,2024-02-05,Monday,DSA,CSE,Present,09:06,17:19,False,1,6,2,0.8205128205128205,0.7999999999999999
STU0001,2024-02-06,Tuesday,DBMS,CSE,Present,08:02,16:51,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-06,Tuesday,OS,CSE,Present,08:06,17:09,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-06,Tuesday,CN,CSE,Present,08:11,17:32,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-06,Tuesday,ML,CSE,Present,09:08,16:01,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-06,Tuesday,DSA,CSE,Present,09:17,18:35,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-07,Wednesday,DBMS,CSE,Present,09:00,16:07,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-07,Wednesday,OS,CSE,Present,08:04,16:52,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-07,Wednesday,CN,CSE,Present,08:18,18:16,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-07,Wednesday,ML,CSE,Present,08:00,16:12,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-07,Wednesday,DSA,CSE,Present,09:04,16:57,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-08,Thursday,DBMS,CSE,Present,09:03,16:29,False,1,6,2,0.8205128205128205,0.8857142857142858
STU0001,2024-02-08,Thursday,OS,CSE,Present,09:12,17:01,False,1,6,2,0.8205128205128205,0.8857142857142858
STU0001,2024-02-08,Thursday,CN,CSE,Present,09:05,17:13,False,1,6,2,0.8205128205128205,0.8857142857142858
STU0001,2024-02-08,Thursday,ML,CSE,Present,09:08,17:56,False,1,6,2,0.8205128205128205,0.8857142857142858
STU0001,2024-02-08,Thursday,DSA,CSE,Present,08:20,17:31,False,1,6,2,0.8205128205128205,0.8857142857142858
STU0001,2024-02-09,Friday,DBMS,CSE,Present,09:01,16:17,False,1,6,2,0.8205128205128205,0.9142857142857143
STU0001,2024-02-09,Friday,OS,CSE,Present,09:06,18:56,False,1,6,2,0.8205128205128205,0.9142857142857143
STU0001,2024-02-09,Friday,CN,CSE,Present,09:00,18:50,False,1,6,2,0.8205128205128205,0.9142857142857143
STU0001,2024-02-09,Friday,ML,CSE,Present,09:11,17:34,False,1,6,2,0.8205128205128205,0.9142857142857143
STU0001,2024-02-09,Friday,DSA,CSE,Absent,09:00,17:00,False,0,6,2,0.8205128205128205,0.9142857142857143
STU0001,2024-02-10,Saturday,DBMS,CSE,Present,09:00,17:11,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-10,Saturday,OS,CSE,Present,08:00,17:03,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-10,Saturday,CN,CSE,Present,09:16,17:49,False,1,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-10,Saturday,ML,CSE,Absent,09:00,17:00,False,0,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-10,Saturday,DSA,CSE,Absent,09:00,17:00,False,0,6,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-12,Monday,DBMS,CSE,Present,08:07,17:34,False,1,7,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-12,Monday,OS,CSE,Present,08:07,18:54,False,1,7,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-12,Monday,CN,CSE,Absent,09:00,17:00,False,0,7,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-12,Monday,ML,CSE,Present,08:05,16:37,False,1,7,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-12,Monday,DSA,CSE,Present,09:18,16:45,False,1,7,2,0.8205128205128205,0.8571428571428571
STU0001,2024-02-13,Tuesday,DBMS,CSE,Present,08:18,16:53,False,1,7,2,0.8205128205128205,0.8285714285714285
STU0001,2024-02-13,Tuesday,OS,CSE,Present,09:17,17:11,False,1,7,2,0.8205128205128205,0.8285714285714285
STU0001,2024-02-13,Tuesday,CN,CSE,Absent,09:00,17:00,False,0,7,2,0.8205128205128205,0.8285714285714285
STU0001,2024-02-13,Tuesday,ML,CSE,Absent,09:00,17:00,False,0,7,2,0.8205128205128205,0.8285714285714285
STU0001,2024-02-13,Tuesday,DSA,CSE,Present,09:00,18:30,False,1,7,2,0.8205128205128205,0.8285714285714285
STU0001,2024-02-14,Wednesday,DBMS,CSE,Present,08:04,17:45,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-14,Wednesday,OS,CSE,Present,09:01,16:09,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-14,Wednesday,CN,CSE,Present,08:03,18:55,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-14,Wednesday,ML,CSE,Absent,09:00,17:00,False,0,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-14,Wednesday,DSA,CSE,Absent,09:00,17:00,False,0,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-15,Thursday,DBMS,CSE,Present,09:18,16:21,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-15,Thursday,OS,CSE,Present,08:05,18:27,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-15,Thursday,CN,CSE,Present,09:20,17:11,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-15,Thursday,ML,CSE,Present,09:07,18:37,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-15,Thursday,DSA,CSE,Absent,09:00,17:00,False,0,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-16,Friday,DBMS,CSE,Present,09:00,16:46,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-16,Friday,OS,CSE,Present,09:18,16:11,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-16,Friday,CN,CSE,Present,08:20,18:06,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-16,Friday,ML,CSE,Present,08:10,18:04,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-16,Friday,DSA,CSE,Present,09:05,18:56,False,1,7,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-17,Saturday,DBMS,CSE,Present,09:14,16:16,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-17,Saturday,OS,CSE,Present,08:11,17:50,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-17,Saturday,CN,CSE,Present,08:01,17:28,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-17,Saturday,ML,CSE,Present,08:13,17:56,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-17,Saturday,DSA,CSE,Present,09:03,17:50,False,1,7,2,0.8205128205128205,0.7714285714285715
STU0001,2024-02-19,Monday,DBMS,CSE,Absent,09:00,17:00,True,0,8,2,0.8205128205128205,0.7428571428571428
STU0001,2024-02-19,Monday,OS,CSE,Present,08:05,17:04,True,1,8,2,0.8205128205128205,0.7428571428571428
STU0001,2024-02-19,Monday,CN,CSE,Present,08:09,16:20,True,1,8,2,0.8205128205128205,0.7428571428571428
STU0001,2024-02-19,Monday,ML,CSE,Absent,09:00,17:00,True,0,8,2,0.8205128205128205,0.7428571428571428
STU0001,2024-02-19,Monday,DSA,CSE,Absent,09:00,17:00,True,0,8,2,0.8205128205128205,0.7428571428571428
STU0001,2024-02-20,Tuesday,DBMS,CSE,Absent,09:00,17:00,True,0,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-20,Tuesday,OS,CSE,Present,08:02,18:57,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-20,Tuesday,CN,CSE,Present,09:19,18:57,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-20,Tuesday,ML,CSE,Present,08:13,18:10,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-20,Tuesday,DSA,CSE,Present,09:05,16:06,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-21,Wednesday,DBMS,CSE,Present,08:13,18:35,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-21,Wednesday,OS,CSE,Present,09:09,17:15,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-21,Wednesday,CN,CSE,Late,09:45,17:09,True,0,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-21,Wednesday,ML,CSE,Present,08:13,16:18,True,1,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-21,Wednesday,DSA,CSE,Absent,09:00,17:00,True,0,8,2,0.8205128205128205,0.7428571428571429
STU0001,2024-02-22,Thursday,DBMS,CSE,Present,09:06,16:01,True,1,8,2,0.8205128205128205,0.7714285714285714
STU0001,2024-02-22,Thursday,OS,CSE,Absent,09:00,17:00,True,0,8,2,0.8205128205128205,0.7714285714285714
