student_id,date,daily_att,rolling_7d_att,total_mb,sessions,avg_duration,department,section,semester,hostel_block,day_of_week,is_weekend,week,month
STU0001,2024-01-23,1.0,0.9142857142857144,184.45000000000002,4.0,26.75,CSE,A,5,H2,Tuesday,0,4,1
STU0001,2024-01-24,0.8,0.9142857142857144,0.0,0.0,,CSE,A,5,H2,Wednesday,0,4,1
STU0001,2024-01-25,0.8,0.8857142857142858,193.01,4.0,38.25,CSE,A,5,H2,Thursday,0,4,1
STU0001,2024-01-26,0.6,0.8571428571428571,459.74,3.0,62.666666666666664,CSE,A,5,H2,Friday,0,4,1
STU0001,2024-01-27,0.8,0.8571428571428571,225.46,4.0,40.5,CSE,A,5,H2,Saturday,1,4,1
STU0001,2024-01-29,0.6,0.7999999999999999,114.55000000000001,3.0,20.333333333333332,CSE,A,5,H2,Monday,0,5,1
STU0001,2024-01-30,1.0,0.7999999999999999,157.57,3.0,23.333333333333332,CSE,A,5,H2,Tuesday,0,5,1
STU0001,2024-01-31,0.8,0.7714285714285714,0.0,0.0,,CSE,A,5,H2,Wednesday,0,5,1
STU0001,2024-02-01,0.6,0.7428571428571429,123.84,1.0,88.0,CSE,A,5,H2,Thursday,0,5,2
STU0001,2024-02-02,1.0,0.7714285714285715,171.82,2.0,49.5,CSE,A,5,H2,Friday,0,5,2
STU0001,2024-02-03,0.8,0.8,286.89,2.0,55.0,CSE,A,5,H2,Saturday,1,5,2
STU0001,2024-02-05,0.8,0.7999999999999999,0.0,0.0,,CSE,A,5,H2,Monday,0,6,2
STU0001,2024-02-06,1.0,0.8571428571428571,441.05999999999995,3.0,65.0,CSE,A,5,H2,Tuesday,0,6,2
STU0001,2024-02-07,1.0,0.8571428571428571,21.9,1.0,9.0,CSE,A,5,H2,Wednesday,0,6,2
STU0001,2024-02-08,1.0,0.8857142857142858,168.91,1.0,73.0,CSE,A,5,H2,Thursday,0,6,2
STU0001,2024-02-09,0.8,0.9142857142857143,277.49,2.0,49.5,CSE,A,5,H2,Friday,0,6,2
STU0001,2024-02-10,0.6,0.8571428571428571,321.05,3.0,53.0,CSE,A,5,H2,Saturday,1,6,2
STU0001,2024-02-12,0.8,0.8571428571428571,59.29,1.0,21.0,CSE,A,5,H2,Monday,0,7,2
STU0001,2024-02-13,0.6,0.8285714285714285,0.0,0.0,,CSE,A,5,H2,Tuesday,0,7,2
STU0001,2024-02-14,0.6,0.7714285714285715,84.03,2.0,21.5,CSE,A,5,H2,Wednesday,0,7,2
STU0001,2024-02-15,0.8,0.7428571428571429,222.68,2.0,48.0,CSE,A,5,H2,Thursday,0,7,2
STU0001,2024-02-16,1.0,0.7428571428571429,253.08,3.0,35.0,CSE,A,5,H2,Friday,0,7,2
STU0001,2024-02-17,1.0,0.7714285714285715,425.90000000000003,3.0,68.0,CSE,A,5,H2,Saturday,1,7,2
STU0001,2024-02-19,0.4,0.7428571428571428,0.0,0.0,,CSE,A,5,H2,Monday,0,8,2
STU0001,2024-02-20,0.8,0.7428571428571429,175.21,2.0,40.5,CSE,A,5,H2,Tuesday,0,8,2
STU0001,2024-02-21,0.6,0.7428571428571429,101.77,1.0,67.0,CSE,A,5,H2,Wednesday,0,8,2
STU0001,2024-02-22,0.8,0.7714285714285714,49.55,1.0,45.0,CSE,A,5,H2,Thursday,0,8,2
STU0001,2024-02-23,0.8,0.7714285714285715,133.65,2.0,34.5,CSE,A,5,H2,Friday,0,8,2
STU0001,2024-02-24,0.4,0.6857142857142857,197.46,2.0,37.5,CSE,A,5,H2,Saturday,1,8,2
STU0001,2024-02-26,0.4,0.6,94.48,1.0,28.0,CSE,A,5,H2,Monday,0,9,2
STU0001,2024-02-27,1.0,0.6857142857142857,0.0,0.0,,CSE,A,5,H2,Tuesday,0,9,2
STU0001,2024-02-28,0.8,0.6857142857142858,643.9,4.0,93.75,CSE,A,5,H2,Wednesday,0,9,2
STU0001,2024-02-29,0.8,0.7142857142857143,307.94,3.0,38.666666666666664,CSE,A,5,H2,Thursday,0,9,2
STU0001,2024-03-01,0.8,0.7142857142857143,148.75,2.0,64.0,CSE,A,5,H2,Friday,0,9,3
STU0001,2024-03-02,0.2,0.6285714285714287,218.32,2.0,41.5,CSE,A,5,H2,Saturday,1,9,3
STU0001,2024-03-04,0.8,0.6857142857142857,535.34,3.0,83.33333333333333,CSE,A,5,H2,Monday,0,10,3
STU0001,2024-03-05,0.8,0.742857142857143,443.71999999999997,4.0,51.25,CSE,A,5,H2,Tuesday,0,10,3
STU0001,2024-03-06,1.0,0.742857142857143,202.78,1.0,67.0,CSE,A,5,H2,Wednesday,0,10,3
STU0001,2024-03-07,1.0,0.7714285714285715,273.42,3.0,34.0,CSE,A,5,H2,Thursday,0,10,3
STU0001,2024-03-08,1.0,0.7999999999999999,551.8199999999999,4.0,55.25,CSE,A,5,H2,Friday,0,10,3
STU0001,2024-03-09,1.0,0.8285714285714286,525.25,4.0,47.0,CSE,A,5,H2,Saturday,1,10,3
STU0001,2024-03-11,0.6,0.8857142857142858,17.32,1.0,9.0,CSE,A,5,H2,Monday,0,11,3
STU0001,2024-03-12,0.8,0.8857142857142858,86.31,1.0,35.0,CSE,A,5,H2,Tuesday,0,11,3
STU0001,2024-03-13,1.0,0.9142857142857144,284.16,1.0,86.0,CSE,A,5,H2,Wednesday,0,11,3
STU0001,2024-03-14,1.0,0.9142857142857144,99.63,1.0,54.0,CSE,A,5,H2,Thursday,0,11,3
STU0001,2024-03-15,0.8,0.8857142857142858,57.01,2.0,10.5,CSE,A,5,H2,Friday,0,11,3
STU0001,2024-03-16,1.0,0.8857142857142856,195.05,3.0,51.666666666666664,CSE,A,5,H2,Saturday,1,11,3
STU0001,2024-03-18,0.8,0.8571428571428571,263.08000000000004,4.0,36.5,CSE,A,5,H2,Monday,0,12,3
STU0001,2024-03-19,1.0,0.9142857142857144,236.31,4.0,50.25,CSE,A,5,H2,Tuesday,0,12,3
STU0001,2024-03-20,1.0,0.9428571428571428,194.14,2.0,39.5,CSE,A,5,H2,Wednesday,0,12,3
STU0001,2024-03-21,1.0,0.9428571428571428,143.82,2.0,33.0,CSE,A,5,H2,Thursday,0,12,3
STU0001,2024-03-22,0.8,0.9142857142857144,381.14,4.0,37.75,CSE,A,5,H2,Friday,0,12,3
STU0001,2024-03-23,1.0,0.942857142857143,215.27,4.0,32.0,CSE,A,5,H2,Saturday,1,12,3
STU0001,2024-03-25,0.4,0.8571428571428571,209.26,2.0,55.0,CSE,A,5,H2,Monday,0,13,3
STU0001,2024-03-26,1.0,0.8857142857142856,104.1,3.0,22.333333333333332,CSE,A,5,H2,Tuesday,0,13,3
STU0001,2024-03-27,1.0,0.8857142857142856,411.71,3.0,45.0,CSE,A,5,H2,Wednesday,0,13,3
STU0001,2024-03-28,0.8,0.8571428571428571,331.67,1.0,176.0,CSE,A,5,H2,Thursday,0,13,3
STU0001,2024-03-29,1.0,0.8571428571428571,41.89,1.0,63.0,CSE,A,5,H2,Friday,0,13,3
STU0001,2024-03-30,0.8,0.8571428571428571,215.26,4.0,30.5,CSE,A,5,H2,Saturday,1,13,3
STU0002,2024-01-01,0.8,0.8,328.88,2.0,89.0,ECE,C,1,H1,Monday,0,1,1
STU0002,2024-01-02,0.8,0.8,326.03999999999996,2.0,54.5,ECE,C,1,H1,Tuesday,0,1,1
STU0002,2024-01-03,0.4,0.6666666666666666,204.69,3.0,52.0,ECE,C,1,H1,Wednesday,0,1,1
STU0002,2024-01-04,1.0,0.75,202.12,2.0,30.0,ECE,C,1,H1,Thursday,0,1,1
STU0002,2024-01-05,1.0,0.8,101.48,2.0,27.0,ECE,C,1,H1,Friday,0,1,1
STU0002,2024-01-06,0.8,0.7999999999999999,43.59,1.0,56.0,ECE,C,1,H1,Saturday,1,1,1
STU0002,2024-01-08,1.0,0.8285714285714285,247.0,2.0,42.0,ECE,C,1,H1,Monday,0,2,1
STU0002,2024-01-09,1.0,0.8571428571428571,324.66,4.0,50.0,ECE,C,1,H1,Tuesday,0,2,1
STU0002,2024-01-10,0.8,0.8571428571428571,123.5,1.0,55.0,ECE,C,1,H1,Wednesday,0,2,1
STU0002,2024-01-11,0.6,0.8857142857142858,220.52999999999997,2.0,38.5,ECE,C,1,H1,Thursday,0,2,1
STU0002,2024-01-12,1.0,0.8857142857142858,209.63,2.0,69.0,ECE,C,1,H1,Friday,0,2,1
STU0002,2024-01-13,0.8,0.8571428571428571,246.68,3.0,70.33333333333333,ECE,C,1,H1,Saturday,1,2,1
STU0002,2024-01-15,1.0,0.8857142857142858,535.81,4.0,73.5,ECE,C,1,H1,Monday,0,3,1
STU0002,2024-01-16,0.6,0.8285714285714285,162.79,3.0,41.666666666666664,ECE,C,1,H1,Tuesday,0,3,1
STU0002,2024-01-17,0.6,0.7714285714285715,256.38,4.0,38.75,ECE,C,1,H1,Wednesday,0,3,1
STU0002,2024-01-18,0.6,0.7428571428571428,0.0,0.0,,ECE,C,1,H1,Thursday,0,3,1
STU0002,2024-01-19,0.8,0.7714285714285714,69.65,1.0,21.0,ECE,C,1,H1,Friday,0,3,1
STU0002,2024-01-20,0.8,0.7428571428571429,362.84,4.0,46.5,ECE,C,1,H1,Saturday,1,3,1
STU0002,2024-01-22,0.6,0.7142857142857143,226.62,3.0,36.333333333333336,ECE,C,1,H1,Monday,0,4,1
STU0002,2024-01-23,1.0,0.7142857142857143,180.71,2.0,74.0,ECE,C,1,H1,Tuesday,0,4,1
STU0002,2024-01-24,0.6,0.7142857142857143,125.17,3.0,15.666666666666666,ECE,C,1,H1,Wednesday,0,4,1
STU0002,2024-01-25,0.8,0.7428571428571429,97.33,1.0,32.0,ECE,C,1,H1,Thursday,0,4,1
STU0002,2024-01-26,0.6,0.7428571428571429,198.09,3.0,38.333333333333336,ECE,C,1,H1,Friday,0,4,1
STU0002,2024-01-27,0.8,0.7428571428571429,305.14,4.0,52.75,ECE,C,1,H1,Saturday,1,4,1
STU0002,2024-01-29,0.6,0.7142857142857143,178.18,3.0,31.666666666666668,ECE,C,1,H1,Monday,0,5,1
STU0002,2024-01-30,1.0,0.7714285714285715,80.0,4.0,16.75,ECE,C,1,H1,Tuesday,0,5,1
STU0002,2024-01-31,0.6,0.7142857142857143,84.73,1.0,80.0,ECE,C,1,H1,Wednesday,0,5,1
STU0002,2024-02-01,0.8,0.7428571428571429,239.63,2.0,41.5,ECE,C,1,H1,Thursday,0,5,2
STU0002,2024-02-02,0.8,0.7428571428571428,299.18,2.0,70.0,ECE,C,1,H1,Friday,0,5,2
STU0002,2024-02-03,1.0,0.7999999999999999,338.96000000000004,3.0,76.33333333333333,ECE,C,1,H1,Saturday,1,5,2
STU0002,2024-02-05,0.8,0.8,603.4300000000001,4.0,54.5,ECE,C,1,H1,Monday,0,6,2
STU0002,2024-02-06,0.8,0.8285714285714285,48.1,1.0,32.0,ECE,C,1,H1,Tuesday,0,6,2
STU0002,2024-02-07,1.0,0.8285714285714285,0.0,0.0,,ECE,C,1,H1,Wednesday,0,6,2
STU0002,2024-02-08,1.0,0.8857142857142858,69.02,2.0,20.0,ECE,C,1,H1,Thursday,0,6,2
STU0002,2024-02-09,0.8,0.8857142857142858,68.75999999999999,2.0,22.5,ECE,C,1,H1,Friday,0,6,2
STU0002,2024-02-10,0.4,0.8285714285714286,597.56,4.0,51.25,ECE,C,1,H1,Saturday,1,6,2
STU0002,2024-02-12,0.8,0.8,17.85,1.0,12.0,ECE,C,1,H1,Monday,0,7,2
STU0002,2024-02-13,1.0,0.8285714285714285,219.23999999999998,4.0,18.5,ECE,C,1,H1,Tuesday,0,7,2
STU0002,2024-02-14,1.0,0.8571428571428571,207.31,3.0,26.666666666666668,ECE,C,1,H1,Wednesday,0,7,2
STU0002,2024-02-15,0.8,0.8285714285714285,72.29,1.0,70.0,ECE,C,1,H1,Thursday,0,7,2
STU0002,2024-02-16,1.0,0.8285714285714285,27.09,1.0,20.0,ECE,C,1,H1,Friday,0,7,2
STU0002,2024-02-17,1.0,0.8571428571428571,181.69,3.0,25.0,ECE,C,1,H1,Saturday,1,7,2
STU0002,2024-02-19,0.6,0.8857142857142858,347.54,4.0,78.25,ECE,C,1,H1,Monday,0,8,2
STU0002,2024-02-20,0.6,0.8571428571428571,0.0,0.0,,ECE,C,1,H1,Tuesday,0,8,2
STU0002,2024-02-21,0.6,0.7999999999999999,320.33,4.0,51.25,ECE,C,1,H1,Wednesday,0,8,2
STU0002,2024-02-22,0.8,0.7714285714285715,0.0,0.0,,ECE,C,1,H1,Thursday,0,8,2
STU0002,2024-02-23,0.8,0.7714285714285715,584.7,4.0,92.5,ECE,C,1,H1,Friday,0,8,2
STU0002,2024-02-24,1.0,0.7714285714285715,245.57,2.0,60.0,ECE,C,1,H1,Saturday,1,8,2
STU0002,2024-02-26,1.0,0.7714285714285715,2.98,1.0,5.0,ECE,C,1,H1,Monday,0,9,2
STU0002,2024-02-27,0.8,0.7999999999999999,284.65999999999997,4.0,35.0,ECE,C,1,H1,Tuesday,0,9,2
STU0002,2024-02-28,1.0,0.8571428571428571,210.26,3.0,47.333333333333336,ECE,C,1,H1,Wednesday,0,9,2
STU0002,2024-02-29,1.0,0.9142857142857144,33.06,1.0,22.0,ECE,C,1,H1,Thursday,0,9,2
STU0002,2024-03-01,0.8,0.9142857142857143,592.6600000000001,2.0,92.0,ECE,C,1,H1,Friday,0,9,3
STU0002,2024-03-02,1.0,0.9428571428571428,82.91999999999999,2.0,38.0,ECE,C,1,H1,Saturday,1,9,3
STU0002,2024-03-04,0.8,0.9142857142857144,207.8,3.0,33.0,ECE,C,1,H1,Monday,0,10,3
STU0002,2024-03-05,0.8,0.8857142857142858,82.24,1.0,38.0,ECE,C,1,H1,Tuesday,0,10,3
STU0002,2024-03-06,0.8,0.8857142857142858,241.32,4.0,37.25,ECE,C,1,H1,Wednesday,0,10,3
STU0002,2024-03-07,0.8,0.8571428571428571,0.0,0.0,,ECE,C,1,H1,Thursday,0,10,3
STU0002,2024-03-08,1.0,0.8571428571428571,208.22,3.0,32.666666666666664,ECE,C,1,H1,Friday,0,10,3
STU0002,2024-03-09,1.0,0.8857142857142858,83.58,1.0,24.0,ECE,C,1,H1,Saturday,1,10,3
STU0002,2024-03-11,1.0,0.8857142857142858,77.36,3.0,16.0,ECE,C,1,H1,Monday,0,11,3
STU0002,2024-03-12,0.8,0.8857142857142859,0.0,0.0,,ECE,C,1,H1,Tuesday,0,11,3
STU0002,2024-03-13,1.0,0.9142857142857144,369.07000000000005,4.0,39.5,ECE,C,1,H1,Wednesday,0,11,3
STU0002,2024-03-14,0.6,0.8857142857142858,305.95,4.0,50.5,ECE,C,1,H1,Thursday,0,11,3
STU0002,2024-03-15,0.8,0.8857142857142858,67.0,1.0,28.0,ECE,C,1,H1,Friday,0,11,3
STU0002,2024-03-16,0.8,0.8571428571428571,151.24,2.0,25.0,ECE,C,1,H1,Saturday,1,11,3
STU0002,2024-03-18,0.8,0.8285714285714286,6.68,1.0,5.0,ECE,C,1,H1,Monday,0,12,3
STU0002,2024-03-19,0.8,0.8,19.66,1.0,30.0,ECE,C,1,H1,Tuesday,0,12,3
STU0002,2024-03-20,1.0,0.8285714285714286,336.24,2.0,99.0,ECE,C,1,H1,Wednesday,0,12,3
STU0002,2024-03-21,0.8,0.8,61.88,1.0,24.0,ECE,C,1,H1,Thursday,0,12,3
STU0002,2024-03-22,0.6,0.7999999999999999,304.88,3.0,62.333333333333336,ECE,C,1,H1,Friday,0,12,3
STU0002,2024-03-23,1.0,0.8285714285714286,73.65,1.0,42.0,ECE,C,1,H1,Saturday,1,12,3
STU0002,2024-03-25,0.6,0.8,79.80000000000001,2.0,28.0,ECE,C,1,H1,Monday,0,13,3
STU0002,2024-03-26,0.8,0.7999999999999999,254.23,3.0,27.666666666666668,ECE,C,1,H1,Tuesday,0,13,3
STU0002,2024-03-27,1.0,0.8285714285714285,11.76,1.0,22.0,ECE,C,1,H1,Wednesday,0,13,3
STU0002,2024-03-28,1.0,0.8285714285714285,251.47,4.0,37.5,ECE,C,1,H1,Thursday,0,13,3
STU0002,2024-03-29,1.0,0.8571428571428571,10.0,1.0,18.0,ECE,C,1,H1,Friday,0,13,3
STU0002,2024-03-30,0.8,0.8857142857142858,18.92,1.0,11.0,ECE,C,1,H1,Saturday,1,13,3
STU0003,2024-01-01,0.6,0.6,246.39,2.0,78.5,CSE,A,1,H2,Monday,0,1,1
STU0003,2024-01-02,0.8,0.7,127.96000000000001,2.0,25.5,CSE,A,1,H2,Tuesday,0,1,1
STU0003,2024-01-03,0.8,0.7333333333333334,127.47,2.0,22.5,CSE,A,1,H2,Wednesday,0,1,1
STU0003,2024-01-04,0.6,0.7,145.79,3.0,20.0,CSE,A,1,H2,Thursday,0,1,1
STU0003,2024-01-05,0.6,0.6799999999999999,239.10999999999999,3.0,55.0,CSE,A,1,H2,Friday,0,1,1
STU0003,2024-01-06,1.0,0.7333333333333334,278.53,4.0,30.5,CSE,A,1,H2,Saturday,1,1,1
STU0003,2024-01-08,0.8,0.7428571428571429,114.97,3.0,19.0,CSE,A,1,H2,Monday,0,2,1
STU0003,2024-01-09,1.0,0.8,281.88,2.0,65.0,CSE,A,1,H2,Tuesday,0,2,1
STU0003,2024-01-10,0.8,0.7999999999999999,352.93,3.0,44.333333333333336,CSE,A,1,H2,Wednesday,0,2,1
STU0003,2024-01-11,1.0,0.8285714285714285,0.0,0.0,,CSE,A,1,H2,Thursday,0,2,1
STU0003,2024-01-12,0.8,0.8571428571428571,0.0,0.0,,CSE,A,1,H2,Friday,0,2,1
STU0003,2024-01-13,0.8,0.8857142857142856,669.5,4.0,65.0,CSE,A,1,H2,Saturday,1,2,1
STU0003,2024-01-15,0.8,0.8571428571428571,841.3299999999999,3.0,102.33333333333333,CSE,A,1,H2,Monday,0,3,1
STU0003,2024-01-16,1.0,0.8857142857142858,204.86,2.0,48.5,CSE,A,1,H2,Tuesday,0,3,1
STU0003,2024-01-17,1.0,0.8857142857142858,38.56,1.0,25.0,CSE,A,1,H2,Wednesday,0,3,1
STU0003,2024-01-18,0.6,0.8571428571428571,100.7,2.0,20.5,CSE,A,1,H2,Thursday,0,3,1
STU0003,2024-01-19,1.0,0.8571428571428571,90.61,1.0,33.0,CSE,A,1,H2,Friday,0,3,1
STU0003,2024-01-20,1.0,0.8857142857142858,529.6999999999999,3.0,92.66666666666667,CSE,A,1,H2,Saturday,1,3,1
STU0003,2024-01-22,0.8,0.8857142857142858,69.65,1.0,21.0,CSE,A,1,H2,Monday,0,4,1
STU0003,2024-01-23,1.0,0.9142857142857143,81.93,1.0,83.0,CSE,A,1,H2,Tuesday,0,4,1
STU0003,2024-01-24,1.0,0.9142857142857143,228.99,2.0,67.5,CSE,A,1,H2,Wednesday,0,4,1
STU0003,2024-01-25,0.8,0.8857142857142856,258.39,3.0,68.33333333333333,CSE,A,1,H2,Thursday,0,4,1
STU0003,2024-01-26,0.8,0.9142857142857144,435.96,4.0,39.5,CSE,A,1,H2,Friday,0,4,1
STU0003,2024-01-27,1.0,0.9142857142857144,448.98,4.0,42.5,CSE,A,1,H2,Saturday,1,4,1
STU0003,2024-01-29,1.0,0.9142857142857144,176.06,4.0,31.75,CSE,A,1,H2,Monday,0,5,1
STU0003,2024-01-30,0.6,0.8857142857142858,141.01,4.0,38.25,CSE,A,1,H2,Tuesday,0,5,1
STU0003,2024-01-31,0.8,0.8571428571428571,55.74,2.0,26.0,CSE,A,1,H2,Wednesday,0,5,1
STU0003,2024-02-01,1.0,0.8571428571428571,143.95,1.0,67.0,CSE,A,1,H2,Thursday,0,5,2
STU0003,2024-02-02,0.8,0.8571428571428571,139.1,1.0,66.0,CSE,A,1,H2,Friday,0,5,2
STU0003,2024-02-03,0.8,0.8571428571428571,69.55,2.0,45.0,CSE,A,1,H2,Saturday,1,5,2
STU0003,2024-02-05,0.8,0.8285714285714285,52.13,1.0,21.0,CSE,A,1,H2,Monday,0,6,2
STU0003,2024-02-06,0.6,0.7714285714285715,48.09,1.0,71.0,CSE,A,1,H2,Tuesday,0,6,2
STU0003,2024-02-07,0.8,0.8,0.0,0.0,,CSE,A,1,H2,Wednesday,0,6,2
STU0003,2024-02-08,1.0,0.8285714285714286,317.82,4.0,31.75,CSE,A,1,H2,Thursday,0,6,2
STU0003,2024-02-09,1.0,0.8285714285714286,14.05,1.0,23.0,CSE,A,1,H2,Friday,0,6,2
STU0003,2024-02-10,0.8,0.8285714285714285,372.2,3.0,53.333333333333336,CSE,A,1,H2,Saturday,1,6,2
STU0003,2024-02-12,1.0,0.8571428571428571,0.0,0.0,,CSE,A,1,H2,Monday,0,7,2
STU0003,2024-02-13,1.0,0.8857142857142858,54.68,1.0,26.0,CSE,A,1,H2,Tuesday,0,7,2
STU0003,2024-02-14,1.0,0.9428571428571428,215.51,4.0,30.75,CSE,A,1,H2,Wednesday,0,7,2
STU0003,2024-02-15,1.0,0.9714285714285714,95.72,3.0,16.333333333333332,CSE,A,1,H2,Thursday,0,7,2
STU0003,2024-02-16,0.8,0.9428571428571428,127.4,3.0,25.0,CSE,A,1,H2,Friday,0,7,2
STU0003,2024-02-17,0.8,0.9142857142857144,126.67,3.0,30.0,CSE,A,1,H2,Saturday,1,7,2
STU0003,2024-02-19,0.0,0.7999999999999999,238.20999999999998,2.0,111.5,CSE,A,1,H2,Monday,0,8,2
STU0003,2024-02-20,0.6,0.7428571428571429,95.06,3.0,14.333333333333334,CSE,A,1,H2,Tuesday,0,8,2
STU0003,2024-02-21,0.6,0.6857142857142857,156.57,1.0,78.0,CSE,A,1,H2,Wednesday,0,8,2
STU0003,2024-02-22,0.8,0.6571428571428571,1158.69,4.0,103.75,CSE,A,1,H2,Thursday,0,8,2
STU0003,2024-02-23,0.2,0.5428571428571429,0.0,0.0,,CSE,A,1,H2,Friday,0,8,2
STU0003,2024-02-24,0.6,0.5142857142857142,312.23,3.0,36.0,CSE,A,1,H2,Saturday,1,8,2
STU0003,2024-02-26,1.0,0.5428571428571428,50.02,1.0,48.0,CSE,A,1,H2,Monday,0,9,2
STU0003,2024-02-27,1.0,0.6857142857142857,235.79,4.0,25.75,CSE,A,1,H2,Tuesday,0,9,2
STU0003,2024-02-28,0.8,0.7142857142857143,0.0,0.0,,CSE,A,1,H2,Wednesday,0,9,2
STU0003,2024-02-29,0.6,0.7142857142857143,222.5,4.0,29.0,CSE,A,1,H2,Thursday,0,9,2
STU0003,2024-03-01,0.6,0.6857142857142857,334.61,2.0,64.5,CSE,A,1,H2,Friday,0,9,3
STU0003,2024-03-02,0.6,0.7428571428571429,42.510000000000005,2.0,8.0,CSE,A,1,H2,Saturday,1,9,3
STU0003,2024-03-04,1.0,0.8,91.72,2.0,19.0,CSE,A,1,H2,Monday,0,10,3
STU0003,2024-03-05,1.0,0.8,69.65,1.0,31.0,CSE,A,1,H2,Tuesday,0,10,3
STU0003,2024-03-06,0.8,0.7714285714285715,54.17,1.0,18.0,CSE,A,1,H2,Wednesday,0,10,3
STU0003,2024-03-07,0.8,0.7714285714285714,45.650000000000006,3.0,14.333333333333334,CSE,A,1,H2,Thursday,0,10,3
STU0003,2024-03-08,0.6,0.7714285714285715,151.23000000000002,4.0,16.5,CSE,A,1,H2,Friday,0,10,3
STU0003,2024-03-09,0.6,0.7714285714285715,458.46000000000004,4.0,50.0,CSE,A,1,H2,Saturday,1,10,3
STU0003,2024-03-11,1.0,0.8285714285714285,67.25,1.0,41.0,CSE,A,1,H2,Monday,0,11,3
STU0003,2024-03-12,0.8,0.7999999999999999,544.91,4.0,55.0,CSE,A,1,H2,Tuesday,0,11,3
STU0003,2024-03-13,0.4,0.7142857142857143,69.45,2.0,19.5,CSE,A,1,H2,Wednesday,0,11,3
STU0003,2024-03-14,1.0,0.7428571428571429,291.87,3.0,49.0,CSE,A,1,H2,Thursday,0,11,3
STU0003,2024-03-15,1.0,0.7714285714285715,559.6,4.0,68.25,CSE,A,1,H2,Friday,0,11,3
STU0003,2024-03-16,0.4,0.7428571428571429,85.43,1.0,62.0,CSE,A,1,H2,Saturday,1,11,3
STU0003,2024-03-18,0.6,0.7428571428571429,295.45,1.0,88.0,CSE,A,1,H2,Monday,0,12,3
STU0003,2024-03-19,1.0,0.7428571428571429,166.65,4.0,20.5,CSE,A,1,H2,Tuesday,0,12,3
STU0003,2024-03-20,1.0,0.7714285714285715,0.0,0.0,,CSE,A,1,H2,Wednesday,0,12,3
STU0003,2024-03-21,1.0,0.8571428571428571,0.0,0.0,,CSE,A,1,H2,Thursday,0,12,3
STU0003,2024-03-22,0.8,0.8285714285714285,81.48,2.0,23.0,CSE,A,1,H2,Friday,0,12,3
STU0003,2024-03-23,0.4,0.7428571428571429,128.48000000000002,2.0,27.5,CSE,A,1,H2,Saturday,1,12,3
STU0003,2024-03-25,1.0,0.8285714285714286,454.68,3.0,55.0,CSE,A,1,H2,Monday,0,13,3
STU0003,2024-03-26,0.6,0.8285714285714285,188.31,4.0,26.25,CSE,A,1,H2,Tuesday,0,13,3
STU0003,2024-03-27,1.0,0.8285714285714285,202.47,2.0,44.5,CSE,A,1,H2,Wednesday,0,13,3
STU0003,2024-03-28,0.8,0.7999999999999999,18.49,1.0,19.0,CSE,A,1,H2,Thursday,0,13,3
STU0003,2024-03-29,1.0,0.7999999999999999,140.07,3.0,29.666666666666668,CSE,A,1,H2,Friday,0,13,3
STU0003,2024-03-30,0.8,0.7999999999999999,261.72,3.0,39.333333333333336,CSE,A,1,H2,Saturday,1,13,3
