student_id,date,total_mb,sessions,avg_duration
STU0001,2024-03-05,443.71999999999997,4,51.25
STU0001,2024-03-06,202.78,1,67.0
STU0001,2024-03-07,273.42,3,34.0
STU0001,2024-03-08,551.8199999999999,4,55.25
STU0001,2024-03-09,525.25,4,47.0
STU0001,2024-03-10,140.06,3,44.0
STU0001,2024-03-11,17.32,1,9.0
STU0001,2024-03-12,86.31,1,35.0
STU0001,2024-03-13,284.16,1,86.0
STU0001,2024-03-14,99.63,1,54.0
STU0001,2024-03-15,57.01,2,10.5
STU0001,2024-03-16,195.05,3,51.666666666666664
STU0001,2024-03-17,72.3,2,15.0
STU0001,2024-03-18,263.08000000000004,4,36.5
STU0001,2024-03-19,236.31,4,50.25
STU0001,2024-03-20,194.14,2,39.5
STU0001,2024-03-21,143.82,2,33.0
STU0001,2024-03-22,381.14,4,37.75
STU0001,2024-03-23,215.27,4,32.0
STU0001,2024-03-25,209.26,2,55.0
STU0001,2024-03-26,104.1,3,22.333333333333332
STU0001,2024-03-27,411.71,3,45.0
STU0001,2024-03-28,331.67,1,176.0
STU0001,2024-03-29,41.89,1,63.0
STU0001,2024-03-30,215.26,4,30.5
STU0002,2024-01-01,328.88,2,89.0
STU0002,2024-01-02,326.03999999999996,2,54.5
STU0002,2024-01-03,204.69,3,52.0
STU0002,2024-01-04,202.12,2,30.0
STU0002,2024-01-05,101.48,2,27.0
STU0002,2024-01-06,43.59,1,56.0
STU0002,2024-01-07,69.02,1,40.0
STU0002,2024-01-08,247.0,2,42.0
STU0002,2024-01-09,324.66,4,50.0
STU0002,2024-01-10,123.5,1,55.0
STU0002,2024-01-11,220.52999999999997,2,38.5
STU0002,2024-01-12,209.63,2,69.0
STU0002,2024-01-13,246.68,3,70.33333333333333
STU0002,2024-01-14,112.97,2,36.0
STU0002,2024-01-15,535.81,4,73.5
STU0002,2024-01-16,162.79,3,41.666666666666664
STU0002,2024-01-17,256.38,4,38.75
STU0002,2024-01-19,69.65,1,21.0
STU0002,2024-01-20,362.84,4,46.5
STU0002,2024-01-22,226.62,3,36.333333333333336
STU0002,2024-01-23,180.71,2,74.0
STU0002,2024-01-24,125.17,3,15.666666666666666
STU0002,2024-01-25,97.33,1,32.0
STU0002,2024-01-26,198.09,3,38.333333333333336
STU0002,2024-01-27,305.14,4,52.75
STU0002,2024-01-28,71.41,3,20.0
STU0002,2024-01-29,178.18,3,31.666666666666668
STU0002,2024-01-30,80.0,4,16.75
STU0002,2024-01-31,84.73,1,80.0
STU0002,2024-02-01,239.63,2,41.5
STU0002,2024-02-02,299.18,2,70.0
STU0002,2024-02-03,338.96000000000004,3,76.33333333333333
STU0002,2024-02-04,145.13,4,21.0
STU0002,2024-02-05,603.4300000000001,4,54.5
STU0002,2024-02-06,48.1,1,32.0
STU0002,2024-02-08,69.02,2,20.0
STU0002,2024-02-09,68.75999999999999,2,22.5
STU0002,2024-02-10,597.56,4,51.25
STU0002,2024-02-11,195.04000000000002,4,25.0
STU0002,2024-02-12,17.85,1,12.0
STU0002,2024-02-13,219.23999999999998,4,18.5
STU0002,2024-02-14,207.31,3,26.666666666666668
STU0002,2024-02-15,72.29,1,70.0
STU0002,2024-02-16,27.09,1,20.0
STU0002,2024-02-17,181.69,3,25.0
STU0002,2024-02-18,145.78,4,26.0
STU0002,2024-02-19,347.54,4,78.25
STU0002,2024-02-21,320.33,4,51.25
STU0002,2024-02-23,584.7,4,92.5
STU0002,2024-02-24,245.57,2,60.0
STU0002,2024-02-25,255.86,3,39.333333333333336
STU0002,2024-02-26,2.98,1,5.0
STU0002,2024-02-27,284.65999999999997,4,35.0
STU0002,2024-02-28,210.26,3,47.333333333333336
STU0002,2024-02-29,33.06,1,22.0
STU0002,2024-03-01,592.6600000000001,2,92.0
STU0002,2024-03-02,82.91999999999999,2,38.0
STU0002,2024-03-03,177.49,4,28.25
STU0002,2024-03-04,207.8,3,33.0
STU0002,2024-03-05,82.24,1,38.0
STU0002,2024-03-06,241.32,4,37.25
STU0002,2024-03-08,208.22,3,32.666666666666664
STU0002,2024-03-09,83.58,1,24.0
STU0002,2024-03-10,365.28,4,31.75
STU0002,2024-03-11,77.36,3,16.0
STU0002,2024-03-13,369.07000000000005,4,39.5
STU0002,2024-03-14,305.95,4,50.5
STU0002,2024-03-15,67.0,1,28.0
STU0002,2024-03-16,151.24,2,25.0
STU0002,2024-03-17,32.59,1,27.0
STU0002,2024-03-18,6.68,1,5.0
STU0002,2024-03-19,19.66,1,30.0
STU0002,2024-03-20,336.24,2,99.0
STU0002,2024-03-21,61.88,1,24.0
STU0002,2024-03-22,304.88,3,62.333333333333336
STU0002,2024-03-23,73.65,1,42.0
STU0002,2024-03-24,538.2,3,89.0
STU0002,2024-03-25,79.80000000000001,2,28.0
STU0002,2024-03-26,254.23,3,27.666666666666668
STU0002,2024-03-27,11.76,1,22.0
STU0002,2024-03-28,251.47,4,37.5
STU0002,2024-03-29,10.0,1,18.0
STU0002,2024-03-30,18.92,1,11.0
STU0002,2024-03-31,259.21,4,40.75
STU0003,2024-01-01,246.39,2,78.5
STU0003,2024-01-02,127.96000000000001,2,25.5
STU0003,2024-01-03,127.47,2,22.5
STU0003,2024-01-04,145.79,3,20.0
STU0003,2024-01-05,239.10999999999999,3,55.0
STU0003,2024-01-06,278.53,4,30.5
STU0003,2024-01-07,628.3299999999999,4,57.0
STU0003,2024-01-08,114.97,3,19.0
STU0003,2024-01-09,281.88,2,65.0
STU0003,2024-01-10,352.93,3,44.333333333333336
STU0003,2024-01-13,669.5,4,65.0
STU0003,2024-01-15,841.3299999999999,3,102.33333333333333
STU0003,2024-01-16,204.86,2,48.5
STU0003,2024-01-17,38.56,1,25.0
STU0003,2024-01-18,100.7,2,20.5
STU0003,2024-01-19,90.61,1,33.0
STU0003,2024-01-20,529.6999999999999,3,92.66666666666667
STU0003,2024-01-21,200.5,3,39.0
STU0003,2024-01-22,69.65,1,21.0
STU0003,2024-01-23,81.93,1,83.0
STU0003,2024-01-24,228.99,2,67.5
STU0003,2024-01-25,258.39,3,68.33333333333333
STU0003,2024-01-26,435.96,4,39.5
STU0003,2024-01-27,448.98,4,42.5
STU0003,2024-01-28,30.17,1,42.0
STU0003,2024-01-29,176.06,4,31.75
STU0003,2024-01-30,141.01,4,38.25
STU0003,2024-01-31,55.74,2,26.0
STU0003,2024-02-01,143.95,1,67.0
STU0003,2024-02-02,139.1,1,66.0
STU0003,2024-02-03,69.55,2,45.0
STU0003,2024-02-04,63.629999999999995,2,12.5
STU0003,2024-02-05,52.13,1,21.0
STU0003,2024-02-06,48.09,1,71.0
STU0003,2024-02-08,317.82,4,31.75
STU0003,2024-02-09,14.05,1,23.0
STU0003,2024-02-10,372.2,3,53.333333333333336
STU0003,2024-02-11,61.59,2,21.5
STU0003,2024-02-13,54.68,1,26.0
STU0003,2024-02-14,215.51,4,30.75
STU0003,2024-02-15,95.72,3,16.333333333333332
STU0003,2024-02-16,127.4,3,25.0
STU0003,2024-02-17,126.67,3,30.0
STU0003,2024-02-18,99.39,1,33.0
STU0003,2024-02-19,238.20999999999998,2,111.5
STU0003,2024-02-20,95.06,3,14.333333333333334
STU0003,2024-02-21,156.57,1,78.0
STU0003,2024-02-22,1158.69,4,103.75
STU0003,2024-02-24,312.23,3,36.0
STU0003,2024-02-25,457.62,3,57.333333333333336
STU0003,2024-02-26,50.02,1,48.0
STU0003,2024-02-27,235.79,4,25.75
STU0003,2024-02-29,222.5,4,29.0
STU0003,2024-03-01,334.61,2,64.5
STU0003,2024-03-02,42.510000000000005,2,8.0
STU0003,2024-03-03,10.39,1,10.0
STU0003,2024-03-04,91.72,2,19.0
STU0003,2024-03-05,69.65,1,31.0
STU0003,2024-03-06,54.17,1,18.0
STU0003,2024-03-07,45.650000000000006,3,14.333333333333334
STU0003,2024-03-08,151.23000000000002,4,16.5
STU0003,2024-03-09,458.46000000000004,4,50.0
STU0003,2024-03-10,303.1,3,42.0
STU0003,2024-03-11,67.25,1,41.0
STU0003,2024-03-12,544.91,4,55.0
STU0003,2024-03-13,69.45,2,19.5
STU0003,2024-03-14,291.87,3,49.0
STU0003,2024-03-15,559.6,4,68.25
STU0003,2024-03-16,85.43,1,62.0
STU0003,2024-03-17,252.99,1,116.0
STU0003,2024-03-18,295.45,1,88.0
STU0003,2024-03-19,166.65,4,20.5
STU0003,2024-03-22,81.48,2,23.0
STU0003,2024-03-23,128.48000000000002,2,27.5
STU0003,2024-03-24,393.96999999999997,3,69.66666666666667
STU0003,2024-03-25,454.68,3,55.0
STU0003,2024-03-26,188.31,4,26.25
STU0003,2024-03-27,202.47,2,44.5
STU0003,2024-03-28,18.49,1,19.0
STU0003,2024-03-29,140.07,3,29.666666666666668
STU0003,2024-03-30,261.72,3,39.333333333333336
STU0003,2024-03-31,107.89,2,26.0
STU0004,2024-01-01,530.0,4,36.75
STU0004,2024-01-02,89.5,1,18.0
STU0004,2024-01-03,885.1199999999999,4,53.5
STU0004,2024-01-04,634.2,4,69.75
STU0004,2024-01-05,134.82,1,124.0
STU0004,2024-01-06,390.76,4,32.75
STU0004,2024-01-07,454.9,3,31.333333333333332
STU0004,2024-01-08,139.28,1,33.0
STU0004,2024-01-09,567.14,3,55.333333333333336
STU0004,2024-01-10,394.06,3,52.666666666666664
STU0004,2024-01-11,3398.88,4,137.75
STU0004,2024-01-13,774.52,4,56.75
STU0004,2024-01-14,1298.2,4,63.5
STU0004,2024-01-15,1003.32,4,61.25
STU0004,2024-01-16,779.86,4,53.0
STU0004,2024-01-17,1187.42,2,99.0
STU0004,2024-01-18,478.52000000000004,2,42.5
STU0004,2024-01-19,16.34,1,7.0
STU0004,2024-01-20,842.9599999999999,3,48.666666666666664
STU0004,2024-01-21,134.0,1,48.0
STU0004,2024-01-23,484.90000000000003,3,30.333333333333332
STU0004,2024-01-24,214.74,1,46.0
STU0004,2024-01-26,959.56,3,48.333333333333336
STU0004,2024-01-27,1098.8,2,124.0
STU0004,2024-01-28,59.48,1,10.0
STU0004,2024-01-29,316.62,2,30.5
STU0004,2024-01-30,311.64,2,35.5
STU0004,2024-01-31,435.99,3,73.66666666666667
STU0004,2024-02-01,643.74,3,46.333333333333336
STU0004,2024-02-02,338.68,3,29.666666666666668
STU0004,2024-02-03,835.3,2,123.0
STU0004,2024-02-04,592.11,3,43.333333333333336
STU0004,2024-02-05,2317.14,4,93.25
STU0004,2024-02-06,654.53,3,63.666666666666664
STU0004,2024-02-08,505.3,1,106.0
STU0004,2024-02-09,276.56,1,51.0
STU0004,2024-02-10,557.88,3,57.0
STU0004,2024-02-11,1740.58,2,157.0
STU0004,2024-02-13,1035.02,4,62.25
STU0004,2024-02-14,777.3599999999999,3,129.33333333333334
STU0004,2024-02-15,688.86,4,47.75
STU0004,2024-02-16,1371.04,4,92.25
STU0004,2024-02-17,860.1800000000001,3,74.66666666666667
STU0004,2024-02-18,1336.0,4,80.25
STU0004,2024-02-20,1250.26,3,94.33333333333333
STU0004,2024-02-21,1012.04,2,83.0
STU0004,2024-02-22,598.24,4,57.75
STU0004,2024-02-24,161.0,1,27.0
STU0004,2024-02-25,3179.84,3,223.66666666666666
STU0004,2024-02-26,629.64,3,65.66666666666667
STU0004,2024-02-27,1404.1200000000001,2,155.0
STU0004,2024-02-28,922.92,3,87.66666666666667
STU0004,2024-02-29,159.36,2,41.0
STU0004,2024-03-01,626.06,3,151.66666666666666
STU0004,2024-03-02,763.62,2,106.5
STU0004,2024-03-04,541.46,2,78.0
STU0004,2024-03-05,473.40000000000003,4,27.25
STU0004,2024-03-06,869.7,4,51.25
STU0004,2024-03-07,622.29,3,42.0
STU0004,2024-03-08,1032.75,3,79.66666666666667
STU0004,2024-03-10,93.74,1,24.0
STU0004,2024-03-11,433.0,2,52.5
STU0004,2024-03-12,238.52,2,31.5
STU0004,2024-03-13,183.14,2,22.0
STU0004,2024-03-14,85.22,2,12.0
STU0004,2024-03-15,625.18,3,69.33333333333333
STU0004,2024-03-16,1105.04,4,48.25
STU0004,2024-03-17,476.2,2,50.5
STU0004,2024-03-18,621.48,4,39.25
STU0004,2024-03-19,414.32,1,67.0
STU0004,2024-03-20,829.66,1,159.0
STU0004,2024-03-21,658.1,1,144.0
STU0004,2024-03-22,566.46,3,37.666666666666664
STU0004,2024-03-23,345.68,1,70.0
STU0004,2024-03-24,227.65,3,18.333333333333332
STU0004,2024-03-25,190.02,3,36.333333333333336
STU0004,2024-03-26,858.28,4,70.75
STU0004,2024-03-27,638.26,4,39.25
STU0004,2024-03-28,866.8399999999999,3,57.333333333333336
STU0004,2024-03-29,159.24,1,51.0
STU0004,2024-03-30,1424.86,2,127.0
STU0004,2024-03-31,616.76,3,65.66666666666667
STU0005,2024-01-01,228.64999999999998,4,27.5
STU0005,2024-01-02,37.07,2,11.0
STU0005,2024-01-03,209.45,3,31.666666666666668
STU0005,2024-01-05,681.95,1,217.0
STU0005,2024-01-06,372.21999999999997,3,45.666666666666664
STU0005,2024-01-07,371.31,4,38.25
STU0005,2024-01-08,160.67000000000002,3,27.333333333333332
STU0005,2024-01-09,446.81,3,55.666666666666664
STU0005,2024-01-10,50.67,1,21.0
STU0005,2024-01-12,244.83999999999997,2,37.0
STU0005,2024-01-13,194.57999999999998,3,23.0
STU0005,2024-01-14,53.06,1,17.0
STU0005,2024-01-15,187.97000000000003,3,23.666666666666668
STU0005,2024-01-16,406.92,3,107.0
STU0005,2024-01-17,401.13,4,44.0
STU0005,2024-01-18,131.76,1,69.0
STU0005,2024-01-19,219.91,3,46.666666666666664
STU0005,2024-01-20,30.03,2,13.5
STU0005,2024-01-21,58.32,1,55.0
STU0005,2024-01-22,52.82,1,25.0
STU0005,2024-01-23,656.75,4,74.5
STU0005,2024-01-24,8.37,1,13.0
STU0005,2024-01-25,254.88,2,63.0
STU0005,2024-01-26,20.07,1,18.0
STU0005,2024-01-27,528.18,3,84.0
STU0005,2024-01-29,12.83,1,5.0
STU0005,2024-01-31,333.31,1,99.0
STU0005,2024-02-01,214.55,3,29.0
STU0005,2024-02-03,8.27,1,5.0
STU0005,2024-02-04,205.74,2,44.0
STU0005,2024-02-05,299.68,3,51.666666666666664
STU0005,2024-02-06,244.41,3,62.666666666666664
STU0005,2024-02-07,367.46000000000004,4,43.25
STU0005,2024-02-08,105.03,2,27.5
STU0005,2024-02-09,118.78999999999999,3,27.0
STU0005,2024-02-12,247.98000000000002,3,45.666666666666664
STU0005,2024-02-15,1216.71,3,153.66666666666666
STU0005,2024-02-16,183.97,3,27.666666666666668
STU0005,2024-02-17,203.64999999999998,4,31.0
STU0005,2024-02-18,429.99,3,49.666666666666664
STU0005,2024-02-19,214.53,2,58.5
STU0005,2024-02-20,576.54,3,104.33333333333333
STU0005,2024-02-21,23.97,1,42.0
STU0005,2024-02-22,145.0,1,58.0
STU0005,2024-02-23,258.54,4,60.25
STU0005,2024-02-24,86.71000000000001,2,40.0
STU0005,2024-02-25,107.25,1,48.0
STU0005,2024-02-26,60.44,2,11.5
STU0005,2024-02-28,381.48,4,60.75
STU0005,2024-02-29,60.97,1,24.0
STU0005,2024-03-01,214.29000000000002,2,34.0
STU0005,2024-03-02,68.27,2,29.0
STU0005,2024-03-03,101.23,3,35.0
STU0005,2024-03-04,111.77,1,44.0
STU0005,2024-03-05,228.57999999999998,4,37.75
STU0005,2024-03-06,498.22,4,58.25
STU0005,2024-03-07,142.1,1,94.0
STU0005,2024-03-08,120.03,4,30.0
STU0005,2024-03-09,121.67,3,25.666666666666668
STU0005,2024-03-10,62.23,1,18.0
STU0005,2024-03-11,35.26,2,15.5
STU0005,2024-03-14,418.62,4,83.25
STU0005,2024-03-15,174.39,2,37.0
STU0005,2024-03-16,101.94999999999999,2,35.5
STU0005,2024-03-19,298.19,4,58.25
STU0005,2024-03-20,141.58999999999997,2,48.0
STU0005,2024-03-22,450.65000000000003,4,50.5
STU0005,2024-03-23,210.8,3,27.666666666666668
STU0005,2024-03-24,779.67,4,83.75
STU0005,2024-03-25,135.69,1,47.0
STU0005,2024-03-27,106.11,3,25.0
STU0005,2024-03-28,65.39,2,27.5
STU0005,2024-03-29,100.71,2,34.0
STU0005,2024-03-30,94.12,2,22.5
STU0006,2024-01-01,99.22999999999999,3,21.0
STU0006,2024-01-02,491.13,4,56.75
STU0006,2024-01-03,39.85,1,12.0
STU0006,2024-01-04,12.7,1,15.0
STU0006,2024-01-06,56.019999999999996,3,12.666666666666666
STU0006,2024-01-07,681.88,4,83.5
STU0006,2024-01-08,167.47,1,66.0
STU0006,2024-01-09,16.97,1,12.0
STU0006,2024-01-10,364.24,3,54.333333333333336
STU0006,2024-01-11,104.58000000000001,4,19.25
STU0006,2024-01-13,77.23,2,12.0
STU0006,2024-01-14,458.96,4,73.0
STU0006,2024-01-15,195.60000000000002,2,29.5
STU0006,2024-01-16,160.72000000000003,4,18.5
STU0006,2024-01-17,417.46,3,72.66666666666667
STU0006,2024-01-18,113.60000000000001,2,21.0
STU0006,2024-01-19,334.69,4,45.0
STU0006,2024-01-20,231.59,3,33.666666666666664
STU0006,2024-01-21,33.59,1,13.0
STU0006,2024-01-22,111.03,3,23.0
STU0006,2024-01-23,172.39,2,41.0
STU0006,2024-01-24,116.75,2,24.5
STU0006,2024-01-25,8.24,1,5.0
STU0006,2024-01-26,350.22,4,48.25
STU0006,2024-01-27,154.0,2,34.0
STU0006,2024-01-29,242.63,2,38.0
STU0006,2024-01-30,37.98,2,16.5
STU0006,2024-01-31,11.86,1,17.0
STU0006,2024-02-01,87.0,1,25.0
STU0006,2024-02-02,300.06,2,87.0
STU0006,2024-02-03,293.69,2,70.0
STU0006,2024-02-04,245.48000000000002,4,39.5
STU0006,2024-02-05,293.03000000000003,3,37.666666666666664
STU0006,2024-02-07,30.54,1,32.0
STU0006,2024-02-08,115.86,3,19.0
STU0006,2024-02-09,154.03,3,35.333333333333336
STU0006,2024-02-10,266.42,4,56.75
STU0006,2024-02-11,221.42000000000002,2,48.5
STU0006,2024-02-12,296.3,3,39.666666666666664
STU0006,2024-02-14,403.15,1,179.0
STU0006,2024-02-15,314.21,2,88.5
STU0006,2024-02-16,301.49,3,52.333333333333336
STU0006,2024-02-17,390.87,4,45.0
STU0006,2024-02-20,641.99,3,65.33333333333333
STU0006,2024-02-21,230.26,1,70.0
STU0006,2024-02-22,500.08,3,70.0
STU0006,2024-02-23,66.15,2,20.0
STU0006,2024-02-24,890.95,4,84.75
STU0006,2024-02-25,61.32,2,12.0
STU0006,2024-02-26,180.16,1,69.0
STU0006,2024-02-27,319.73,4,42.5
STU0006,2024-02-28,192.42000000000002,3,59.0
STU0006,2024-02-29,22.04,1,43.0
STU0006,2024-03-01,143.79,3,30.666666666666668
STU0006,2024-03-02,170.07,3,29.333333333333332
STU0006,2024-03-03,92.75,1,32.0
STU0006,2024-03-04,79.91,2,21.0
STU0006,2024-03-05,362.1,3,62.0
STU0006,2024-03-06,270.79,2,76.5
STU0006,2024-03-07,238.32,3,43.666666666666664
STU0006,2024-03-08,229.53,3,54.666666666666664
STU0006,2024-03-09,18.45,1,14.0
STU0006,2024-03-10,99.62,1,46.0
STU0006,2024-03-11,137.1,2,86.5
STU0006,2024-03-12,217.35,2,47.5
STU0006,2024-03-13,663.2,3,75.0
STU0006,2024-03-14,378.90999999999997,4,83.25
STU0006,2024-03-15,317.95,3,36.666666666666664
STU0006,2024-03-16,22.64,1,10.0
STU0006,2024-03-18,177.35,4,36.75
STU0006,2024-03-19,148.72,3,20.666666666666668
STU0006,2024-03-20,375.32,4,41.75
STU0006,2024-03-21,157.75,4,18.0
STU0006,2024-03-22,96.14,4,25.25
STU0006,2024-03-23,50.54,1,16.0
STU0006,2024-03-24,69.18,3,27.0
STU0006,2024-03-25,234.26,4,31.5
STU0006,2024-03-26,322.38,4,57.5
STU0006,2024-03-27,170.93,2,37.5
STU0006,2024-03-29,425.0,3,61.666666666666664
STU0006,2024-03-30,402.19,3,42.333333333333336
STU0006,2024-03-31,537.3599999999999,4,78.0
STU0007,2024-01-02,38.83,1,24.0
STU0007,2024-01-03,76.18,2,16.5
STU0007,2024-01-04,501.0,2,78.5
STU0007,2024-01-05,446.33000000000004,4,58.25
STU0007,2024-01-06,363.24,3,57.666666666666664
STU0007,2024-01-07,374.72,4,33.25
STU0007,2024-01-09,333.61,4,42.0
STU0007,2024-01-10,132.22,1,39.0
STU0007,2024-01-12,244.71999999999997,4,29.0
STU0007,2024-01-13,545.09,3,108.0
STU0007,2024-01-15,282.68,4,43.25
STU0007,2024-01-16,132.22,1,38.0
STU0007,2024-01-17,161.5,2,30.0
STU0007,2024-01-18,233.6,3,26.0
STU0007,2024-01-20,239.56,4,24.75
STU0007,2024-01-21,60.3,2,27.5
STU0007,2024-01-22,72.39999999999999,2,32.0
STU0007,2024-01-23,32.67,1,19.0
STU0007,2024-01-24,707.21,3,73.0
STU0007,2024-01-25,291.34,2,78.0
STU0007,2024-01-26,302.11,2,58.0
STU0007,2024-01-27,159.37,2,32.5
STU0007,2024-01-28,96.83,2,27.0
STU0007,2024-01-30,42.849999999999994,2,22.0
STU0007,2024-01-31,179.06,2,35.5
STU0007,2024-02-01,175.76,3,36.0
STU0007,2024-02-02,13.38,1,26.0
STU0007,2024-02-03,154.67000000000002,3,24.0
STU0007,2024-02-04,333.87,3,34.333333333333336
STU0007,2024-02-05,91.36,3,29.0
STU0007,2024-02-06,236.37,3,25.666666666666668
STU0007,2024-02-07,872.8000000000001,2,175.0
STU0007,2024-02-08,620.25,2,134.0
STU0007,2024-02-10,123.47,4,17.75
STU0007,2024-02-11,339.24,4,35.25
STU0007,2024-02-12,55.53,3,13.0
STU0007,2024-02-13,64.01,2,24.5
STU0007,2024-02-14,412.76,3,67.0
STU0007,2024-02-15,28.69,1,28.0
STU0007,2024-02-16,636.17,4,57.5
STU0007,2024-02-17,75.49,2,26.0
STU0007,2024-02-18,95.71000000000001,3,38.0
STU0007,2024-02-19,219.37,3,43.0
STU0007,2024-02-20,164.81,3,47.333333333333336
STU0007,2024-02-21,74.39,2,30.0
STU0007,2024-02-22,10.99,1,16.0
STU0007,2024-02-23,172.76,3,34.333333333333336
STU0007,2024-02-24,114.84,1,54.0
STU0007,2024-02-26,222.43,3,34.0
STU0007,2024-02-27,81.14,2,54.5
STU0007,2024-03-01,282.65,3,40.666666666666664
STU0007,2024-03-02,69.65,1,113.0
STU0007,2024-03-03,373.54999999999995,3,58.666666666666664
STU0007,2024-03-04,131.87,2,68.5
STU0007,2024-03-05,604.3,4,54.25
STU0007,2024-03-06,173.35000000000002,4,20.0
STU0007,2024-03-07,377.43,4,39.5
STU0007,2024-03-08,18.62,1,22.0
STU0007,2024-03-11,212.8,1,81.0
STU0007,2024-03-12,156.35999999999999,4,30.0
STU0007,2024-03-13,172.57999999999998,3,29.333333333333332
STU0007,2024-03-14,10.13,1,16.0
STU0007,2024-03-15,304.61,3,36.0
STU0007,2024-03-18,133.4,1,41.0
STU0007,2024-03-19,109.22,1,52.0
STU0007,2024-03-20,206.18,2,46.0
STU0007,2024-03-21,356.86,3,38.666666666666664
STU0007,2024-03-23,295.31,3,44.333333333333336
STU0007,2024-03-24,65.34,1,30.0
STU0007,2024-03-25,91.77,1,48.0
STU0007,2024-03-26,860.13,3,128.33333333333334
STU0007,2024-03-27,438.7,4,50.5
STU0007,2024-03-28,216.41000000000003,2,48.0
STU0007,2024-03-29,320.65,4,34.75
STU0007,2024-03-30,142.8,3,22.0
STU0007,2024-03-31,33.84,1,17.0
STU0008,2024-01-01,569.52,4,56.75
STU0008,2024-01-02,159.37,4,38.5
STU0008,2024-01-03,350.47,3,51.333333333333336
STU0008,2024-01-04,249.70999999999998,4,60.0
STU0008,2024-01-05,104.21000000000001,4,16.5
STU0008,2024-01-06,180.37,3,25.666666666666668
STU0008,2024-01-07,185.07,4,24.0
STU0008,2024-01-08,23.55,1,21.0
STU0008,2024-01-09,52.42,1,40.0
STU0008,2024-01-10,167.45,3,31.0
STU0008,2024-01-11,74.68,1,42.0
STU0008,2024-01-12,176.68,2,59.5
STU0008,2024-01-13,168.37,3,32.666666666666664
STU0008,2024-01-14,117.27000000000001,2,38.0
STU0008,2024-01-15,146.96,2,28.5
STU0008,2024-01-16,114.19,3,25.0
STU0008,2024-01-17,464.25,4,81.75
STU0008,2024-01-18,27.29,1,23.0
STU0008,2024-01-19,183.51,3,25.666666666666668
STU0008,2024-01-20,461.37,3,56.666666666666664
STU0008,2024-01-21,287.45,3,42.0
STU0008,2024-01-22,107.23,2,21.0
STU0008,2024-01-23,263.21000000000004,4,28.75
STU0008,2024-01-24,235.54000000000002,3,57.666666666666664
STU0008,2024-01-25,37.45,1,32.0
STU0008,2024-01-26,178.48999999999998,3,28.666666666666668
STU0008,2024-01-27,285.94,2,44.0
STU0008,2024-01-29,67.09,2,15.5
STU0008,2024-01-30,223.33,2,48.0
STU0008,2024-01-31,68.28,2,24.0
STU0008,2024-02-01,346.72,3,78.33333333333333
STU0008,2024-02-03,339.83,1,201.0
STU0008,2024-02-04,15.73,1,13.0
STU0008,2024-02-05,355.64,2,55.0
STU0008,2024-02-06,134.76999999999998,3,53.333333333333336
STU0008,2024-02-07,434.96,2,81.0
