student_id,date,day_of_week,subject,department,status,entry_time,exit_time,is_exam_week
STU0001,2024-01-10,Wednesday,DSA,CSE,Present,09:04,18:24,False
STU0001,2024-01-11,Thursday,DBMS,CSE,Present,08:18,17:27,False
STU0001,2024-01-11,Thursday,OS,CSE,Absent,,,False
STU0001,2024-01-11,Thursday,CN,CSE,Present,08:17,16:31,False
STU0001,2024-01-11,Thursday,ML,CSE,Absent,,,False
STU0001,2024-01-11,Thursday,DSA,CSE,Absent,,,False
STU0001,2024-01-12,Friday,DBMS,CSE,Present,08:11,16:31,False
STU0001,2024-01-12,Friday,OS,CSE,Absent,,,False
STU0001,2024-01-12,Friday,CN,CSE,Present,09:13,18:31,False
STU0001,2024-01-12,Friday,ML,CSE,Present,09:15,16:05,False
STU0001,2024-01-12,Friday,DSA,CSE,Present,08:09,16:17,False
STU0001,2024-01-13,Saturday,DBMS,CSE,Present,09:05,17:36,False
STU0001,2024-01-13,Saturday,OS,CSE,Present,09:17,18:07,False
STU0001,2024-01-13,Saturday,CN,CSE,Present,09:17,17:34,False
STU0001,2024-01-13,Saturday,ML,CSE,Absent,,,False
STU0001,2024-01-13,Saturday,DSA,CSE,Present,09:17,16:27,False
STU0001,2024-01-15,Monday,DBMS,CSE,Present,08:09,16:28,False
STU0001,2024-01-15,Monday,OS,CSE,Present,08:14,16:49,False
STU0001,2024-01-15,Monday,CN,CSE,Present,08:18,18:22,False
STU0001,2024-01-15,Monday,ML,CSE,Absent,,,False
STU0001,2024-01-15,Monday,DSA,CSE,Present,09:05,18:08,False
STU0001,2024-01-16,Tuesday,DBMS,CSE,Late,09:33,16:36,False
STU0001,2024-01-16,Tuesday,OS,CSE,Present,09:19,18:10,False
STU0001,2024-01-16,Tuesday,CN,CSE,Present,09:09,18:17,False
STU0001,2024-01-16,Tuesday,ML,CSE,Present,08:04,17:58,False
STU0001,2024-01-16,Tuesday,DSA,CSE,Present,09:20,16:44,False
STU0001,2024-01-17,Wednesday,DBMS,CSE,Present,08:04,18:20,False
STU0001,2024-01-17,Wednesday,OS,CSE,Present,09:15,16:36,False
STU0001,2024-01-17,Wednesday,CN,CSE,Present,09:12,17:04,False
STU0001,2024-01-17,Wednesday,ML,CSE,Present,08:12,18:47,False
STU0001,2024-01-17,Wednesday,DSA,CSE,Present,09:14,17:20,False
STU0001,2024-01-18,Thursday,DBMS,CSE,Present,08:14,18:42,False
STU0001,2024-01-18,Thursday,OS,CSE,Absent,,,False
STU0001,2024-01-18,Thursday,CN,CSE,Present,09:06,17:52,False
STU0001,2024-01-18,Thursday,ML,CSE,Present,09:10,17:21,False
STU0001,2024-01-18,Thursday,DSA,CSE,Present,08:18,17:50,False
STU0001,2024-01-19,Friday,DBMS,CSE,Present,08:01,16:40,False
STU0001,2024-01-19,Friday,OS,CSE,Present,09:00,16:59,False
STU0001,2024-01-19,Friday,CN,CSE,Present,09:14,16:27,False
STU0001,2024-01-19,Friday,ML,CSE,Present,08:20,17:10,False
STU0001,2024-01-19,Friday,DSA,CSE,Absent,,,False
STU0001,2024-01-20,Saturday,DBMS,CSE,Present,08:20,17:16,False
STU0001,2024-01-20,Saturday,OS,CSE,Present,08:01,17:40,False
STU0001,2024-01-20,Saturday,CN,CSE,Present,08:13,18:05,False
STU0001,2024-01-20,Saturday,ML,CSE,Present,08:06,17:04,False
STU0001,2024-01-20,Saturday,DSA,CSE,Present,,18:28,False
STU0001,2024-01-22,Monday,DBMS,CSE,Present,09:03,17:44,False
STU0001,2024-01-22,Monday,OS,CSE,Present,08:07,17:05,False
STU0001,2024-01-22,Monday,CN,CSE,Present,08:03,17:23,False
STU0001,2024-01-22,Monday,ML,CSE,Present,08:12,16:41,False
STU0001,2024-01-22,Monday,DSA,CSE,Present,,18:36,False
STU0001,2024-01-23,Tuesday,DBMS,CSE,Present,08:14,17:46,False
STU0001,2024-01-23,Tuesday,OS,CSE,Present,08:13,18:43,False
STU0001,2024-01-23,Tuesday,CN,CSE,Present,08:02,16:08,False
STU0001,2024-01-23,Tuesday,ML,CSE,Present,09:11,17:20,False
STU0001,2024-01-23,Tuesday,DSA,CSE,Present,08:08,18:05,False
STU0001,2024-01-24,Wednesday,DBMS,CSE,Absent,,,False
STU0001,2024-01-24,Wednesday,OS,CSE,Present,09:00,18:56,False
STU0001,2024-01-24,Wednesday,CN,CSE,Present,08:12,17:41,False
STU0001,2024-01-24,Wednesday,ML,CSE,Present,08:15,17:07,False
STU0001,2024-01-24,Wednesday,DSA,CSE,Present,08:16,16:23,False
STU0001,2024-01-25,Thursday,DBMS,CSE,Present,08:12,18:26,False
STU0001,2024-01-25,Thursday,OS,CSE,Present,08:15,16:01,False
STU0001,2024-01-25,Thursday,CN,CSE,Present,08:08,16:02,False
STU0001,2024-01-25,Thursday,ML,CSE,Absent,,,False
STU0001,2024-01-25,Thursday,DSA,CSE,Present,09:16,17:40,False
STU0001,2024-01-26,Friday,DBMS,CSE,Present,09:13,18:25,False
STU0001,2024-01-26,Friday,OS,CSE,Absent,,,False
STU0001,2024-01-26,Friday,CN,CSE,Present,08:08,16:19,False
STU0001,2024-01-26,Friday,ML,CSE,Present,08:04,18:20,False
STU0001,2024-01-26,Friday,DSA,CSE,Absent,,,False
STU0001,2024-01-27,Saturday,DBMS,CSE,Present,08:09,18:27,False
STU0001,2024-01-27,Saturday,OS,CSE,Present,08:01,16:05,False
STU0001,2024-01-27,Saturday,CN,CSE,Absent,,,False
STU0001,2024-01-27,Saturday,ML,CSE,Present,08:09,18:47,False
STU0001,2024-01-27,Saturday,DSA,CSE,Present,08:03,16:45,False
STU0001,2024-01-29,Monday,DBMS,CSE,Present,08:05,17:22,False
STU0001,2024-01-29,Monday,OS,CSE,Present,09:05,17:08,False
STU0001,2024-01-29,Monday,CN,CSE,Absent,,,False
STU0001,2024-01-29,Monday,ML,CSE,Absent,,,False
STU0001,2024-01-29,Monday,DSA,CSE,Present,08:00,17:51,False
STU0001,2024-01-30,Tuesday,DBMS,CSE,Present,08:08,18:36,False
STU0001,2024-01-30,Tuesday,OS,CSE,Present,09:14,18:23,False
STU0001,2024-01-30,Tuesday,CN,CSE,Present,08:11,16:16,False
STU0001,2024-01-30,Tuesday,ML,CSE,Present,,18:32,False
STU0001,2024-01-30,Tuesday,DSA,CSE,Present,08:07,16:30,False
STU0001,2024-01-31,Wednesday,DBMS,CSE,Absent,,,False
STU0001,2024-01-31,Wednesday,OS,CSE,Present,08:01,18:51,False
STU0001,2024-01-31,Wednesday,CN,CSE,Present,09:07,17:15,False
STU0001,2024-01-31,Wednesday,ML,CSE,Present,09:08,16:36,False
STU0001,2024-01-31,Wednesday,DSA,CSE,Present,08:05,16:51,False
STU0001,2024-02-01,Thursday,DBMS,CSE,Late,09:22,17:04,False
STU0001,2024-02-01,Thursday,OS,CSE,Absent,,,False
STU0001,2024-02-01,Thursday,CN,CSE,Present,09:10,16:35,False
STU0001,2024-02-01,Thursday,ML,CSE,Present,09:06,17:36,False
STU0001,2024-02-01,Thursday,DSA,CSE,Present,08:14,17:37,False
STU0001,2024-02-02,Friday,DBMS,CSE,Present,,16:09,False
STU0001,2024-02-02,Friday,OS,CSE,Present,09:00,16:34,False
STU0001,2024-02-02,Friday,CN,CSE,Present,08:10,16:48,False
STU0001,2024-02-02,Friday,ML,CSE,Present,09:03,16:33,False
STU0001,2024-02-02,Friday,DSA,CSE,Present,09:15,16:09,False
STU0001,2024-02-03,Saturday,DBMS,CSE,Present,08:01,16:57,False
STU0001,2024-02-03,Saturday,OS,CSE,Absent,,,False
STU0001,2024-02-03,Saturday,CN,CSE,Present,09:14,18:05,False
STU0001,2024-02-03,Saturday,ML,CSE,Present,08:20,17:04,False
STU0001,2024-02-03,Saturday,DSA,CSE,Present,08:13,18:08,False
STU0001,2024-02-05,Monday,DBMS,CSE,Late,09:36,17:59,False
STU0001,2024-02-05,Monday,OS,CSE,Present,09:10,17:17,False
STU0001,2024-02-05,Monday,CN,CSE,Present,08:04,18:06,False
STU0001,2024-02-05,Monday,ML,CSE,Present,08:14,17:20,False
STU0001,2024-02-05,Monday,DSA,CSE,Present,09:06,17:19,False
STU0001,2024-02-06,Tuesday,DBMS,CSE,Present,08:02,16:51,False
STU0001,2024-02-06,Tuesday,OS,CSE,Present,08:06,17:09,False
STU0001,2024-02-06,Tuesday,CN,CSE,Present,08:11,17:32,False
STU0001,2024-02-06,Tuesday,ML,CSE,Present,09:08,16:01,False
STU0001,2024-02-06,Tuesday,DSA,CSE,Present,09:17,18:35,False
STU0001,2024-02-07,Wednesday,DBMS,CSE,Present,,16:07,False
STU0001,2024-02-07,Wednesday,OS,CSE,Present,08:04,16:52,False
STU0001,2024-02-07,Wednesday,CN,CSE,Present,08:18,18:16,False
STU0001,2024-02-07,Wednesday,ML,CSE,Present,08:00,16:12,False
STU0001,2024-02-07,Wednesday,DSA,CSE,Present,09:04,16:57,False
STU0001,2024-02-08,Thursday,DBMS,CSE,Present,09:03,16:29,False
STU0001,2024-02-08,Thursday,OS,CSE,Present,09:12,17:01,False
STU0001,2024-02-08,Thursday,CN,CSE,Present,09:05,17:13,False
STU0001,2024-02-08,Thursday,ML,CSE,Present,09:08,17:56,False
STU0001,2024-02-08,Thursday,DSA,CSE,Present,08:20,17:31,False
STU0001,2024-02-09,Friday,DBMS,CSE,Present,09:01,16:17,False
STU0001,2024-02-09,Friday,OS,CSE,Present,09:06,18:56,False
STU0001,2024-02-09,Friday,CN,CSE,Present,,18:50,False
STU0001,2024-02-09,Friday,ML,CSE,Present,09:11,17:34,False
STU0001,2024-02-09,Friday,DSA,CSE,Absent,,,False
STU0001,2024-02-10,Saturday,DBMS,CSE,Present,,17:11,False
STU0001,2024-02-10,Saturday,OS,CSE,Present,08:00,17:03,False
STU0001,2024-02-10,Saturday,CN,CSE,Present,09:16,17:49,False
STU0001,2024-02-10,Saturday,ML,CSE,Absent,,,False
STU0001,2024-02-10,Saturday,DSA,CSE,Absent,,,False
STU0001,2024-02-12,Monday,DBMS,CSE,Present,08:07,17:34,False
STU0001,2024-02-12,Monday,OS,CSE,Present,08:07,18:54,False
STU0001,2024-02-12,Monday,CN,CSE,Absent,,,False
STU0001,2024-02-12,Monday,ML,CSE,Present,08:05,16:37,False
STU0001,2024-02-12,Monday,DSA,CSE,Present,09:18,16:45,False
STU0001,2024-02-13,Tuesday,DBMS,CSE,Present,08:18,16:53,False
STU0001,2024-02-13,Tuesday,OS,CSE,Present,09:17,17:11,False
STU0001,2024-02-13,Tuesday,CN,CSE,Absent,,,False
STU0001,2024-02-13,Tuesday,ML,CSE,Absent,,,False
STU0001,2024-02-13,Tuesday,DSA,CSE,Present,,18:30,False
STU0001,2024-02-14,Wednesday,DBMS,CSE,Present,08:04,17:45,False
STU0001,2024-02-14,Wednesday,OS,CSE,Present,09:01,16:09,False
STU0001,2024-02-14,Wednesday,CN,CSE,Present,08:03,18:55,False
STU0001,2024-02-14,Wednesday,ML,CSE,Absent,,,False
STU0001,2024-02-14,Wednesday,DSA,CSE,Absent,,,False
STU0001,2024-02-15,Thursday,DBMS,CSE,Present,09:18,16:21,False
STU0001,2024-02-15,Thursday,OS,CSE,Present,08:05,18:27,False
STU0001,2024-02-15,Thursday,CN,CSE,Present,09:20,17:11,False
STU0001,2024-02-15,Thursday,ML,CSE,Present,09:07,18:37,False
STU0001,2024-02-15,Thursday,DSA,CSE,Absent,,,False
STU0001,2024-02-16,Friday,DBMS,CSE,Present,,16:46,False
STU0001,2024-02-16,Friday,OS,CSE,Present,09:18,16:11,False
STU0001,2024-02-16,Friday,CN,CSE,Present,08:20,18:06,False
STU0001,2024-02-16,Friday,ML,CSE,Present,08:10,18:04,False
STU0001,2024-02-16,Friday,DSA,CSE,Present,09:05,18:56,False
STU0001,2024-02-17,Saturday,DBMS,CSE,Present,09:14,16:16,False
STU0001,2024-02-17,Saturday,OS,CSE,Present,08:11,17:50,False
STU0001,2024-02-17,Saturday,CN,CSE,Present,08:01,17:28,False
STU0001,2024-02-17,Saturday,ML,CSE,Present,08:13,17:56,False
STU0001,2024-02-17,Saturday,DSA,CSE,Present,09:03,17:50,False
STU0001,2024-02-19,Monday,DBMS,CSE,Absent,,,True
STU0001,2024-02-19,Monday,OS,CSE,Present,08:05,17:04,True
STU0001,2024-02-19,Monday,CN,CSE,Present,08:09,16:20,True
STU0001,2024-02-19,Monday,ML,CSE,Absent,,,True
STU0001,2024-02-19,Monday,DSA,CSE,Absent,,,True
STU0001,2024-02-20,Tuesday,DBMS,CSE,Absent,,,True
STU0001,2024-02-20,Tuesday,OS,CSE,Present,08:02,18:57,True
STU0001,2024-02-20,Tuesday,CN,CSE,Present,09:19,18:57,True
STU0001,2024-02-20,Tuesday,ML,CSE,Present,08:13,18:10,True
STU0001,2024-02-20,Tuesday,DSA,CSE,Present,09:05,16:06,True
STU0001,2024-02-21,Wednesday,DBMS,CSE,Present,08:13,18:35,True
STU0001,2024-02-21,Wednesday,OS,CSE,Present,09:09,17:15,True
STU0001,2024-02-21,Wednesday,CN,CSE,Late,09:45,17:09,True
STU0001,2024-02-21,Wednesday,ML,CSE,Present,08:13,16:18,True
STU0001,2024-02-21,Wednesday,DSA,CSE,Absent,,,True
STU0001,2024-02-22,Thursday,DBMS,CSE,Present,09:06,16:01,True
STU0001,2024-02-22,Thursday,OS,CSE,Absent,,,True
STU0001,2024-02-22,Thursday,CN,CSE,Present,08:15,16:19,True
STU0001,2024-02-22,Thursday,ML,CSE,Present,09:15,18:16,True
STU0001,2024-02-22,Thursday,DSA,CSE,Present,09:05,17:56,True
STU0001,2024-02-23,Friday,DBMS,CSE,Present,08:14,16:16,True
STU0001,2024-02-23,Friday,OS,CSE,Absent,,,True
STU0001,2024-02-23,Friday,CN,CSE,Present,09:18,16:09,True
STU0001,2024-02-23,Friday,ML,CSE,Present,08:02,18:22,True
STU0001,2024-02-23,Friday,DSA,CSE,Present,09:18,16:35,True
STU0001,2024-02-24,Saturday,DBMS,CSE,Present,09:16,17:34,True
STU0001,2024-02-24,Saturday,OS,CSE,Absent,,,True
STU0001,2024-02-24,Saturday,CN,CSE,Absent,,,True
STU0001,2024-02-24,Saturday,ML,CSE,Absent,,,True
STU0001,2024-02-24,Saturday,DSA,CSE,Present,09:02,17:57,True
STU0001,2024-02-26,Monday,DBMS,CSE,Present,08:16,18:57,False
STU0001,2024-02-26,Monday,OS,CSE,Absent,,,False
STU0001,2024-02-26,Monday,CN,CSE,Present,08:03,17:11,False
STU0001,2024-02-26,Monday,ML,CSE,Absent,,,False
STU0001,2024-02-26,Monday,DSA,CSE,Absent,,,False
STU0001,2024-02-27,Tuesday,DBMS,CSE,Present,08:04,16:27,False
STU0001,2024-02-27,Tuesday,OS,CSE,Present,09:06,18:09,False
STU0001,2024-02-27,Tuesday,CN,CSE,Present,09:10,18:58,False
STU0001,2024-02-27,Tuesday,ML,CSE,Present,08:12,18:25,False
STU0001,2024-02-27,Tuesday,DSA,CSE,Present,09:16,17:58,False
STU0001,2024-02-28,Wednesday,DBMS,CSE,Present,09:03,17:09,False
STU0001,2024-02-28,Wednesday,OS,CSE,Present,08:03,18:49,False
STU0001,2024-02-28,Wednesday,CN,CSE,Absent,,,False
STU0001,2024-02-28,Wednesday,ML,CSE,Present,09:13,17:24,False
STU0001,2024-02-28,Wednesday,DSA,CSE,Present,09:01,16:17,False
STU0001,2024-02-29,Thursday,DBMS,CSE,Present,09:01,17:56,False
STU0001,2024-02-29,Thursday,OS,CSE,Present,08:01,18:30,False
STU0001,2024-02-29,Thursday,CN,CSE,Late,09:43,16:21,False
STU0001,2024-02-29,Thursday,ML,CSE,Present,09:09,17:53,False
STU0001,2024-02-29,Thursday,DSA,CSE,Present,08:07,16:19,False
STU0001,2024-03-01,Friday,DBMS,CSE,Absent,,,False
STU0001,2024-03-01,Friday,OS,CSE,Present,09:08,18:26,False
STU0001,2024-03-01,Friday,CN,CSE,Present,08:06,17:13,False
STU0001,2024-03-01,Friday,ML,CSE,Present,09:15,18:55,False
STU0001,2024-03-01,Friday,DSA,CSE,Present,08:16,16:04,False
STU0001,2024-03-02,Saturday,DBMS,CSE,Present,09:04,18:56,False
STU0001,2024-03-02,Saturday,OS,CSE,Absent,,,False
STU0001,2024-03-02,Saturday,CN,CSE,Absent,,,False
STU0001,2024-03-02,Saturday,ML,CSE,Absent,,,False
STU0001,2024-03-02,Saturday,DSA,CSE,Absent,,,False
STU0001,2024-03-04,Monday,DBMS,CSE,Present,08:14,16:58,False
STU0001,2024-03-04,Monday,OS,CSE,Present,08:08,17:52,False
STU0001,2024-03-04,Monday,CN,CSE,Absent,,,False
STU0001,2024-03-04,Monday,ML,CSE,Present,08:00,16:23,False
STU0001,2024-03-04,Monday,DSA,CSE,Present,09:05,17:37,False
STU0001,2024-03-05,Tuesday,DBMS,CSE,Present,09:05,17:47,False
STU0001,2024-03-05,Tuesday,OS,CSE,Absent,,,False
STU0001,2024-03-05,Tuesday,CN,CSE,Present,08:12,16:10,False
STU0001,2024-03-05,Tuesday,ML,CSE,Present,08:07,18:14,False
STU0001,2024-03-05,Tuesday,DSA,CSE,Present,,17:32,False
STU0001,2024-03-06,Wednesday,DBMS,CSE,Present,08:15,16:41,False
STU0001,2024-03-06,Wednesday,OS,CSE,Present,08:07,17:38,False
STU0001,2024-03-06,Wednesday,CN,CSE,Present,09:20,17:27,False
STU0001,2024-03-06,Wednesday,ML,CSE,Present,09:14,17:13,False
STU0001,2024-03-06,Wednesday,DSA,CSE,Present,09:18,16:00,False
STU0001,2024-03-07,Thursday,DBMS,CSE,Present,09:17,18:38,False
STU0001,2024-03-07,Thursday,OS,CSE,Present,09:03,17:04,False
STU0001,2024-03-07,Thursday,CN,CSE,Present,09:20,17:55,False
STU0001,2024-03-07,Thursday,ML,CSE,Present,09:06,16:33,False
STU0001,2024-03-07,Thursday,DSA,CSE,Present,08:19,17:42,False
STU0001,2024-03-08,Friday,DBMS,CSE,Present,08:00,18:31,False
STU0001,2024-03-08,Friday,OS,CSE,Present,09:13,17:24,False
STU0001,2024-03-08,Friday,CN,CSE,Present,08:10,18:45,False
STU0001,2024-03-08,Friday,ML,CSE,Present,09:11,18:19,False
STU0001,2024-03-08,Friday,DSA,CSE,Present,08:09,16:30,False
STU0001,2024-03-09,Saturday,DBMS,CSE,Present,09:17,16:43,False
STU0001,2024-03-09,Saturday,OS,CSE,Present,08:07,17:14,False
STU0001,2024-03-09,Saturday,CN,CSE,Present,09:13,17:23,False
STU0001,2024-03-09,Saturday,ML,CSE,Present,09:14,16:30,False
STU0001,2024-03-09,Saturday,DSA,CSE,Present,08:15,16:32,False
STU0001,2024-03-11,Monday,DBMS,CSE,Present,09:16,17:26,False
STU0001,2024-03-11,Monday,OS,CSE,Late,09:29,16:12,False
STU0001,2024-03-11,Monday,CN,CSE,Present,09:04,17:55,False
STU0001,2024-03-11,Monday,ML,CSE,Present,08:15,17:40,False
STU0001,2024-03-11,Monday,DSA,CSE,Absent,,,False
STU0001,2024-03-12,Tuesday,DBMS,CSE,Present,08:00,17:17,False
STU0001,2024-03-12,Tuesday,OS,CSE,Present,08:18,16:31,False
STU0001,2024-03-12,Tuesday,CN,CSE,Present,08:04,18:27,False
STU0001,2024-03-12,Tuesday,ML,CSE,Present,,17:24,False
STU0001,2024-03-12,Tuesday,DSA,CSE,Absent,,,False
STU0001,2024-03-13,Wednesday,DBMS,CSE,Present,09:00,17:48,False
STU0001,2024-03-13,Wednesday,OS,CSE,Present,08:00,18:00,False
STU0001,2024-03-13,Wednesday,CN,CSE,Present,08:07,18:56,False
STU0001,2024-03-13,Wednesday,ML,CSE,Present,08:03,17:32,False
STU0001,2024-03-13,Wednesday,DSA,CSE,Present,08:02,16:19,False
STU0001,2024-03-14,Thursday,DBMS,CSE,Present,09:16,18:33,False
STU0001,2024-03-14,Thursday,OS,CSE,Present,08:10,17:22,False
STU0001,2024-03-14,Thursday,CN,CSE,Present,08:12,16:14,False
STU0001,2024-03-14,Thursday,ML,CSE,Present,08:06,18:01,False
STU0001,2024-03-14,Thursday,DSA,CSE,Present,08:03,17:45,False
STU0001,2024-03-15,Friday,DBMS,CSE,Absent,,,False
STU0001,2024-03-15,Friday,OS,CSE,Present,09:17,18:03,False
STU0001,2024-03-15,Friday,CN,CSE,Present,,18:53,False
STU0001,2024-03-15,Friday,ML,CSE,Present,08:13,17:24,False
STU0001,2024-03-15,Friday,DSA,CSE,Present,09:15,18:09,False
STU0001,2024-03-16,Saturday,DBMS,CSE,Present,08:09,17:42,False
STU0001,2024-03-16,Saturday,OS,CSE,Present,09:19,18:44,False
STU0001,2024-03-16,Saturday,CN,CSE,Present,08:16,18:39,False
STU0001,2024-03-16,Saturday,ML,CSE,Present,08:03,17:12,False
STU0001,2024-03-16,Saturday,DSA,CSE,Present,09:16,16:22,False
STU0001,2024-03-18,Monday,DBMS,CSE,Present,09:05,16:35,False
STU0001,2024-03-18,Monday,OS,CSE,Present,,17:15,False
STU0001,2024-03-18,Monday,CN,CSE,Absent,,,False
STU0001,2024-03-18,Monday,ML,CSE,Present,08:18,18:31,False
STU0001,2024-03-18,Monday,DSA,CSE,Present,08:16,16:46,False
STU0001,2024-03-19,Tuesday,DBMS,CSE,Present,09:20,16:29,False
STU0001,2024-03-19,Tuesday,OS,CSE,Present,09:08,17:03,False
STU0001,2024-03-19,Tuesday,CN,CSE,Present,08:01,17:23,False
STU0001,2024-03-19,Tuesday,ML,CSE,Present,09:13,18:07,False
STU0001,2024-03-19,Tuesday,DSA,CSE,Present,08:00,16:42,False
STU0001,2024-03-20,Wednesday,DBMS,CSE,Present,09:11,17:39,False
STU0001,2024-03-20,Wednesday,OS,CSE,Present,08:11,17:11,False
STU0001,2024-03-20,Wednesday,CN,CSE,Present,09:14,17:53,False
STU0001,2024-03-20,Wednesday,ML,CSE,Present,09:13,18:56,False
STU0001,2024-03-20,Wednesday,DSA,CSE,Present,08:04,18:46,False
STU0001,2024-03-21,Thursday,DBMS,CSE,Present,08:03,17:58,False
STU0001,2024-03-21,Thursday,OS,CSE,Present,09:05,18:24,False
STU0001,2024-03-21,Thursday,CN,CSE,Present,08:04,17:58,False
STU0001,2024-03-21,Thursday,ML,CSE,Present,09:14,16:04,False
STU0001,2024-03-21,Thursday,DSA,CSE,Present,09:00,18:55,False
STU0001,2024-03-22,Friday,DBMS,CSE,Present,08:10,18:33,False
STU0001,2024-03-22,Friday,OS,CSE,Present,08:13,18:46,False
STU0001,2024-03-22,Friday,CN,CSE,Present,09:20,17:09,False
STU0001,2024-03-22,Friday,ML,CSE,Present,08:00,18:59,False
STU0001,2024-03-22,Friday,DSA,CSE,Absent,,,False
STU0001,2024-03-23,Saturday,DBMS,CSE,Present,09:05,16:48,False
STU0001,2024-03-23,Saturday,OS,CSE,Present,08:10,17:03,False
STU0001,2024-03-23,Saturday,CN,CSE,Present,09:12,16:05,False
STU0001,2024-03-23,Saturday,ML,CSE,Present,09:02,17:28,False
STU0001,2024-03-23,Saturday,DSA,CSE,Present,09:20,16:06,False
STU0001,2024-03-25,Monday,DBMS,CSE,Absent,,,False
STU0001,2024-03-25,Monday,OS,CSE,Present,08:02,18:39,False
STU0001,2024-03-25,Monday,CN,CSE,Absent,,,False
STU0001,2024-03-25,Monday,ML,CSE,Absent,,,False
STU0001,2024-03-25,Monday,DSA,CSE,Present,09:10,17:52,False
STU0001,2024-03-26,Tuesday,DBMS,CSE,Present,08:14,17:35,False
STU0001,2024-03-26,Tuesday,OS,CSE,Present,09:11,18:28,False
STU0001,2024-03-26,Tuesday,CN,CSE,Present,08:00,17:22,False
STU0001,2024-03-26,Tuesday,ML,CSE,Present,09:17,18:23,False
STU0001,2024-03-26,Tuesday,DSA,CSE,Present,08:05,17:08,False
STU0001,2024-03-27,Wednesday,DBMS,CSE,Present,09:03,17:39,False
STU0001,2024-03-27,Wednesday,OS,CSE,Present,08:12,16:29,False
STU0001,2024-03-27,Wednesday,CN,CSE,Present,08:10,16:48,False
STU0001,2024-03-27,Wednesday,ML,CSE,Present,08:14,17:42,False
STU0001,2024-03-27,Wednesday,DSA,CSE,Present,08:15,16:33,False
STU0001,2024-03-28,Thursday,DBMS,CSE,Present,09:18,17:59,False
STU0001,2024-03-28,Thursday,OS,CSE,Present,08:18,16:46,False
STU0001,2024-03-28,Thursday,CN,CSE,Present,08:12,18:38,False
STU0001,2024-03-28,Thursday,ML,CSE,Present,09:16,17:26,False
