Student_ID,Date,Time,Bhawan,Location,Mess_Entry_Time,Mess_Exit_Time,Library_Entry_Time,Library_Exit_Time,Leaves_Hostel,Back_Hostel,WiFi_MB,Active_Users,Electricity_Usage,Food_Category,Attendance,Auto_Taken
S1016,2026-04-21,10:05 AM,Yamuna,Library,0,0,10:03 AM,10:46 AM,07:41 AM,11:20 AM,594.36,106,23.46,None,0,0
S1017,2026-04-05,01:45 PM,Yamuna,Hostel,0,0,0,0,02:04 AM,04:52 AM,249.2,67,20.67,None,0,0
S1018,2026-04-01,06:00 PM,Yamuna,Library,0,0,04:30 PM,06:06 PM,05:28 PM,06:47 PM,676.74,17,13.67,None,0,0
S1019,2026-04-19,04:43 PM,Yamuna,Classroom,0,0,0,0,12:30 AM,12:49 AM,304.71,50,6.14,None,1,0
S1020,2026-04-17,09:57 AM,Sarojini,Mess,09:37 AM,10:30 AM,0,0,08:35 AM,11:43 AM,580.78,153,46.39,Dinner,0,0
S1021,2026-04-23,01:50 PM,Yamuna,Mess,01:50 PM,02:34 PM,0,0,12:44 PM,03:22 PM,550.55,127,46.23,Breakfast,0,0
S1022,2026-04-14,11:01 AM,Rajendra,Classroom,0,0,0,0,07:18 AM,09:59 AM,132.05,197,15.36,None,1,1
S1023,2026-04-20,09:04 AM,Rajendra,Mess,08:38 AM,09:25 AM,0,0,07:00 AM,11:38 AM,517.41,93,34.19,Dinner,1,1
S1024,2026-04-24,05:56 PM,Yamuna,Outside,0,0,0,0,06:36 PM,11:21 PM,312.87,88,6.65,None,0,0
S1025,2026-04-16,12:16 PM,Ganga,Outside,0,0,0,0,05:36 PM,08:24 PM,281.49,106,7.38,None,0,0
S1026,2026-04-23,05:52 PM,Azad,Hostel,0,0,0,0,08:32 PM,11:00 PM,728.88,42,22.22,None,0,0
S1027,2026-04-27,06:45 PM,Azad,Library,0,0,04:25 PM,07:11 PM,05:13 PM,07:23 PM,1009.05,148,34.68,None,0,0
S1028,2026-04-19,09:34 PM,Ganga,Mess,08:51 PM,09:49 PM,0,0,07:10 PM,10:26 PM,611.61,47,33.34,Lunch,0,0
S1029,2026-04-15,08:06 PM,Azad,Library,0,0,07:26 PM,08:30 PM,07:28 PM,09:25 PM,763.12,46,18.38,None,0,0
S1030,2026-04-03,03:04 PM,Sarojini,Mess,02:48 PM,03:30 PM,0,0,01:35 PM,05:43 PM,512.21,133,54.46,Breakfast,1,0
S1031,2026-04-27,03:16 PM,Azad,Mess,03:13 PM,03:56 PM,0,0,12:35 PM,06:06 PM,456.25,144,32.01,Breakfast,1,0
S1032,2026-04-11,01:20 PM,Sarojini,Library,0,0,10:39 AM,01:35 PM,11:05 AM,01:59 PM,809.21,15,11.6,None,1,0
S1033,2026-04-27,12:43 PM,Yamuna,Mess,12:43 PM,01:26 PM,0,0,09:51 AM,03:36 PM,332.58,135,44.12,Lunch,1,0
S1034,2026-04-25,01:01 PM,Yamuna,Hostel,0,0,0,0,10:46 AM,03:59 PM,200.77,40,18.1,None,1,0
S1035,2026-04-02,07:44 AM,Rajendra,Classroom,0,0,0,0,04:12 PM,09:39 PM,254.35,78,6.29,None,1,0
S1036,2026-04-01,03:26 PM,Sarojini,Mess,03:00 PM,03:49 PM,0,0,01:36 PM,06:03 PM,411.04,179,61.43,Breakfast,0,0
S1037,2026-04-27,08:12 PM,Rajendra,Mess,07:35 PM,08:16 PM,0,0,07:39 PM,10:56 PM,573.59,132,37.38,Breakfast,0,0
S1038,2026-04-29,08:45 PM,Yamuna,Classroom,0,0,0,0,02:14 PM,06:37 PM,247.96,125,17.83,None,1,1
S1039,2026-04-06,05:44 PM,Ganga,Mess,05:31 PM,06:17 PM,0,0,02:51 PM,08:14 PM,489.4,45,42.43,Lunch,0,0
S1040,2026-04-14,11:46 AM,Rajendra,Mess,11:24 AM,11:58 AM,0,0,09:58 AM,02:09 PM,570.15,158,53.04,Breakfast,1,0
S1041,2026-05-01,11:37 AM,Rajendra,Hostel,0,0,0,0,12:03 PM,03:38 PM,194.02,185,35.29,None,0,0
S1042,2026-04-26,10:02 AM,Yamuna,Mess,09:52 AM,10:34 AM,0,0,09:32 AM,10:54 AM,576.79,141,33.24,Breakfast,1,1
S1043,2026-04-22,12:56 PM,Azad,Mess,12:47 PM,01:14 PM,0,0,11:46 AM,02:09 PM,369.01,149,45.01,Breakfast,1,0
S1044,2026-04-01,10:59 PM,Sarojini,Library,0,0,10:58 PM,11:59 PM,08:09 PM,11:49 PM,513.51,98,17.51,None,0,0
S1045,2026-04-01,07:47 PM,Ganga,Mess,07:04 PM,07:58 PM,0,0,07:04 PM,10:15 PM,462.76,20,38.39,Dinner,0,0
S1046,2026-04-12,05:32 PM,Yamuna,Mess,05:26 PM,05:47 PM,0,0,03:38 PM,06:31 PM,588.73,154,49.27,Breakfast,0,0
S1047,2026-04-10,06:58 PM,Ganga,Mess,06:46 PM,07:10 PM,0,0,04:44 PM,09:30 PM,346.9,77,29.45,Dinner,0,0
S1048,2026-04-08,10:39 AM,Rajendra,Classroom,0,0,0,0,12:44 PM,04:02 PM,274.01,63,5.72,None,1,0
S1049,2026-04-20,05:48 PM,Yamuna,Library,0,0,05:42 PM,08:41 PM,03:39 PM,08:24 PM,665.88,93,22.46,None,0,0
S1050,2026-04-01,06:59 PM,Yamuna,Classroom,0,0,0,0,01:45 AM,05:55 AM,245.08,66,4.64,None,1,0
S1051,2026-04-10,04:57 PM,Sarojini,Classroom,0,0,0,0,12:27 AM,02:54 AM,167.75,118,16.5,None,1,0
S1052,2026-04-01,09:10 AM,Azad,Mess,09:08 AM,10:03 AM,0,0,07:31 AM,11:16 AM,437.91,11,36.22,Lunch,0,0
S1053,2026-04-12,02:27 PM,Azad,Mess,02:12 PM,02:37 PM,0,0,12:05 PM,03:53 PM,622.64,21,39.82,Dinner,0,0
S1054,2026-04-27,02:14 PM,Rajendra,Library,0,0,01:00 PM,02:23 PM,11:30 AM,02:53 PM,772.98,80,23.71,None,0,0
S1055,2026-04-14,08:55 AM,Rajendra,Mess,08:28 AM,08:56 AM,0,0,06:37 AM,09:31 AM,314.33,38,36.33,Dinner,0,0
S1056,2026-04-22,04:03 AM,Rajendra,Outside,0,0,0,0,04:07 PM,07:05 PM,325.92,169,10.63,None,0,0
S1057,2026-04-10,10:12 PM,Azad,Classroom,0,0,0,0,06:00 PM,11:40 PM,306.65,166,23.89,None,1,0
S1058,2026-04-24,07:08 PM,Sarojini,Library,0,0,06:34 PM,07:21 PM,05:08 PM,08:54 PM,630.17,192,32.46,None,0,0
S1059,2026-04-14,12:58 PM,Rajendra,Library,0,0,10:43 AM,01:25 PM,11:14 AM,03:32 PM,687.79,127,26.76,None,1,0
S1060,2026-04-06,06:11 PM,Rajendra,Mess,05:42 PM,06:24 PM,0,0,03:18 PM,07:29 PM,300.01,75,28.73,Dinner,0,0
S1061,2026-04-22,06:37 PM,Sarojini,Library,0,0,05:09 PM,07:08 PM,04:03 PM,07:14 PM,597.4,186,25.52,None,0,0
S1062,2026-04-18,01:12 PM,Rajendra,Mess,12:37 PM,01:33 PM,0,0,12:03 PM,03:12 PM,362.01,139,51.3,Lunch,0,0
S1063,2026-04-17,04:35 PM,Azad,Mess,04:34 PM,05:34 PM,0,0,02:58 PM,06:17 PM,519.31,106,48.19,Dinner,0,0
S1064,2026-04-19,03:09 PM,Sarojini,Library,0,0,03:05 PM,03:37 PM,01:22 PM,04:23 PM,502.1,137,12.98,None,1,0
S1065,2026-04-18,09:50 PM,Azad,Hostel,0,0,0,0,06:04 AM,11:56 AM,395.43,47,20.8,None,0,0
S1066,2026-04-08,05:00 PM,Azad,Library,0,0,04:00 PM,05:04 PM,02:44 PM,06:48 PM,756.33,174,25.09,None,0,0
S1067,2026-04-18,12:09 PM,Ganga,Classroom,0,0,0,0,06:00 AM,07:50 AM,133.55,90,12.82,None,1,0
S1068,2026-04-11,07:46 AM,Sarojini,Mess,07:43 AM,08:05 AM,0,0,06:06 AM,10:24 AM,437.85,142,41.79,Breakfast,0,0
S1069,2026-04-21,06:15 PM,Yamuna,Hostel,0,0,0,0,02:48 PM,07:56 PM,188.92,127,29.42,None,0,0
S1070,2026-04-08,09:10 PM,Azad,Mess,08:22 PM,09:12 PM,0,0,06:25 PM,11:06 PM,531.14,87,42.9,Dinner,0,0
S1071,2026-04-29,07:58 AM,Ganga,Classroom,0,0,0,0,07:21 AM,09:42 AM,199.5,133,19.92,None,1,1
S1072,2026-04-08,12:43 PM,Ganga,Mess,12:32 PM,12:53 PM,0,0,11:31 AM,02:33 PM,374.97,80,33.58,Dinner,0,0
S1073,2026-04-03,09:55 AM,Ganga,Mess,09:37 AM,10:24 AM,0,0,09:09 AM,11:12 AM,645.32,20,25.22,Breakfast,0,0
S1074,2026-04-28,04:34 PM,Ganga,Mess,04:22 PM,05:09 PM,0,0,01:35 PM,07:12 PM,603.85,105,49.45,Lunch,0,0
S1075,2026-04-05,01:23 PM,Ganga,Outside,0,0,0,0,10:36 AM,03:41 PM,312.75,61,4.91,None,0,0
S1076,2026-04-02,11:38 PM,Ganga,Library,0,0,10:56 PM,11:50 PM,09:25 PM,11:45 PM,729.47,51,20.8,None,0,0
S1077,2026-04-29,12:28 AM,Sarojini,Classroom,0,0,0,0,05:56 AM,09:51 AM,121.16,61,7.18,None,1,0
S1078,2026-04-12,03:20 PM,Ganga,Hostel,0,0,0,0,12:39 AM,05:44 AM,208.33,29,23.55,None,0,0
S1079,2026-04-12,02:02 PM,Rajendra,Mess,01:58 PM,02:21 PM,0,0,11:04 AM,04:52 PM,407.91,13,28.52,Lunch,0,0
S1080,2026-04-27,10:26 AM,Azad,Library,0,0,10:15 AM,10:57 AM,07:38 AM,12:14 PM,647.52,103,22.62,None,1,1
S1081,2026-04-25,04:00 PM,Yamuna,Mess,03:28 PM,04:14 PM,0,0,02:15 PM,04:50 PM,631.56,18,38.41,Breakfast,1,1
S1082,2026-04-26,11:38 AM,Sarojini,Mess,11:14 AM,11:56 AM,0,0,10:49 AM,12:44 PM,489.42,198,44.54,Dinner,1,0
S1083,2026-04-22,02:49 PM,Ganga,Mess,02:23 PM,03:23 PM,0,0,01:44 PM,04:24 PM,340.27,58,40.17,Breakfast,1,0
S1084,2026-04-06,07:56 AM,Azad,Classroom,0,0,0,0,09:26 PM,11:23 PM,378.2,121,9.58,None,1,0
S1085,2026-04-11,11:16 AM,Azad,Hostel,0,0,0,0,09:23 AM,02:53 PM,316.37,196,32.84,None,0,0
S1086,2026-04-27,03:28 PM,Ganga,Mess,02:54 PM,03:36 PM,0,0,02:53 PM,05:07 PM,496.11,153,41.09,Dinner,0,0
S1087,2026-04-24,05:07 PM,Rajendra,Hostel,0,0,0,0,05:20 AM,08:57 AM,229.54,49,27.1,None,0,0
S1088,2026-04-09,07:36 PM,Yamuna,Mess,07:25 PM,08:00 PM,0,0,04:42 PM,08:55 PM,433.63,64,38.22,Lunch,0,0
S1089,2026-04-18,07:56 AM,Azad,Mess,07:45 AM,08:06 AM,0,0,05:48 AM,08:56 AM,343.97,53,26.98,Dinner,0,0
S1090,2026-04-22,03:34 PM,Rajendra,Mess,02:56 PM,03:43 PM,0,0,02:04 PM,06:13 PM,388.37,199,45.69,Lunch,0,0
S1091,2026-04-02,06:23 PM,Sarojini,Mess,05:43 PM,06:26 PM,0,0,04:30 PM,09:17 PM,436.67,153,33.28,Dinner,0,0
S1092,2026-04-13,05:56 PM,Sarojini,Mess,05:25 PM,06:13 PM,0,0,04:08 PM,07:26 PM,410.47,171,47.12,Dinner,0,0
S1093,2026-04-20,08:05 PM,Yamuna,Library,0,0,07:08 PM,08:06 PM,06:53 PM,10:05 PM,558.38,69,18.36,None,0,0
S1094,2026-04-30,03:22 AM,Yamuna,Outside,0,0,0,0,02:14 PM,07:00 PM,199.91,132,9.73,None,0,0
S1095,2026-04-28,02:39 PM,Sarojini,Library,0,0,02:19 PM,04:25 PM,02:06 PM,03:25 PM,741.58,76,19.34,None,1,0
S1096,2026-04-10,07:41 AM,Azad,Mess,07:08 AM,07:45 AM,0,0,04:54 AM,09:14 AM,394.12,190,38.66,Dinner,0,0
S1097,2026-04-27,10:05 PM,Rajendra,Library,0,0,09:41 PM,11:59 PM,08:11 PM,11:03 PM,765.88,123,21.49,None,0,0
S1098,2026-04-29,05:09 PM,Yamuna,Classroom,0,0,0,0,09:27 AM,01:31 PM,266.19,119,12.97,None,1,0
S1099,2026-04-09,03:29 PM,Yamuna,Mess,02:47 PM,03:33 PM,0,0,12:55 PM,04:23 PM,261.25,25,33.17,Lunch,0,0
S1100,2026-04-07,12:57 AM,Rajendra,Hostel,0,0,0,0,12:18 PM,03:10 PM,108.37,48,19.35,None,0,0
S1101,2026-04-08,04:11 PM,Sarojini,Hostel,0,0,0,0,10:17 AM,01:48 PM,112.63,191,29.81,None,1,0
S1102,2026-04-22,01:35 AM,Sarojini,Hostel,0,0,0,0,12:06 AM,05:06 AM,116.45,173,38.72,None,0,0
S1103,2026-05-01,11:18 AM,Sarojini,Mess,11:15 AM,11:39 AM,0,0,09:02 AM,11:53 AM,404.85,59,32.05,Breakfast,1,0
S1104,2026-04-25,03:51 PM,Yamuna,Mess,03:37 PM,04:02 PM,0,0,02:08 PM,04:45 PM,413.8,97,43.64,Dinner,0,0
S1105,2026-04-27,08:18 PM,Ganga,Library,0,0,08:08 PM,10:34 PM,05:55 PM,11:03 PM,910.32,109,22.31,None,0,0
S1106,2026-04-04,01:19 PM,Rajendra,Mess,01:07 PM,01:41 PM,0,0,11:24 AM,02:33 PM,345.65,26,31.99,Dinner,0,0
S1107,2026-04-24,01:40 PM,Ganga,Hostel,0,0,0,0,03:28 AM,04:31 AM,382.94,139,28.34,None,0,0
S1108,2026-04-15,01:27 AM,Yamuna,Outside,0,0,0,0,04:45 AM,07:38 AM,255.47,51,4.28,None,0,0
S1109,2026-04-03,04:35 PM,Rajendra,Mess,04:09 PM,05:06 PM,0,0,01:53 PM,06:34 PM,426.18,102,37.75,Breakfast,0,0
S1110,2026-04-10,04:17 PM,Ganga,Library,0,0,03:48 PM,05:57 PM,02:27 PM,05:55 PM,846.19,27,16.76,None,0,0
S1111,2026-04-17,06:39 PM,Rajendra,Library,0,0,05:33 PM,08:14 PM,05:41 PM,09:09 PM,718.45,104,16.2,None,0,0
S1112,2026-04-19,10:52 AM,Azad,Library,0,0,09:54 AM,12:10 PM,10:14 AM,11:35 AM,574.99,36,8.86,None,1,1
S1113,2026-04-08,03:39 PM,Azad,Library,0,0,02:46 PM,04:39 PM,03:09 PM,05:09 PM,900.25,34,9.52,None,0,0
S1114,2026-04-28,04:14 PM,Yamuna,Classroom,0,0,0,0,03:38 PM,08:43 PM,175.57,15,1.11,None,1,1
S1115,2026-04-15,10:50 AM,Ganga,Outside,0,0,0,0,01:34 PM,03:42 PM,130.0,165,14.1,None,0,0
S1116,2026-04-20,11:37 AM,Sarojini,Library,0,0,10:36 AM,11:50 AM,10:00 AM,01:27 PM,1048.3,42,14.63,None,1,0
S1117,2026-04-02,01:31 PM,Azad,Mess,12:38 PM,01:36 PM,0,0,12:22 PM,03:28 PM,373.31,178,48.74,Breakfast,0,0
S1118,2026-04-16,07:02 PM,Yamuna,Library,0,0,05:42 PM,08:26 PM,05:20 PM,08:47 PM,577.37,179,30.65,None,0,0
S1119,2026-04-30,03:06 PM,Yamuna,Classroom,0,0,0,0,06:50 AM,11:14 AM,154.72,70,7.17,None,1,1
S1120,2026-04-16,07:06 PM,Sarojini,Mess,06:44 PM,07:18 PM,0,0,06:12 PM,08:24 PM,512.81,145,31.9,Lunch,0,0
S1121,2026-04-11,05:22 PM,Azad,Library,0,0,03:38 PM,05:22 PM,04:10 PM,07:06 PM,1005.69,15,17.03,None,0,0
S1122,2026-04-29,05:03 AM,Yamuna,Outside,0,0,0,0,01:03 AM,02:53 AM,314.82,97,8.98,None,0,0
S1123,2026-04-09,08:02 PM,Sarojini,Library,0,0,06:35 PM,08:59 PM,06:09 PM,10:38 PM,898.5,168,30.61,None,0,0
S1124,2026-04-16,06:34 PM,Sarojini,Mess,06:33 PM,07:14 PM,0,0,05:40 PM,07:09 PM,448.33,166,45.69,Dinner,0,0
S1125,2026-04-18,07:06 PM,Azad,Mess,06:52 PM,07:47 PM,0,0,05:16 PM,07:43 PM,552.28,126,40.46,Lunch,0,0
S1126,2026-04-20,11:30 PM,Azad,Library,0,0,10:37 PM,11:59 PM,08:49 PM,11:33 PM,651.42,15,14.48,None,0,0
S1127,2026-04-01,02:55 PM,Yamuna,Mess,02:55 PM,03:27 PM,0,0,12:54 PM,05:45 PM,557.56,157,30.26,Dinner,0,0
S1128,2026-04-26,08:09 PM,Azad,Mess,08:09 PM,08:51 PM,0,0,06:33 PM,09:47 PM,263.8,45,29.53,Lunch,0,0
S1129,2026-04-04,03:33 AM,Ganga,Classroom,0,0,0,0,10:10 AM,03:00 PM,315.25,136,14.47,None,1,0
S1130,2026-04-26,03:42 PM,Ganga,Outside,0,0,0,0,12:06 AM,05:26 AM,281.84,92,9.2,None,0,0
S1131,2026-04-13,01:49 PM,Rajendra,Mess,01:32 PM,02:07 PM,0,0,10:49 AM,02:33 PM,398.95,37,31.61,Dinner,1,0
S1132,2026-04-18,07:43 PM,Rajendra,Mess,07:29 PM,07:53 PM,0,0,05:18 PM,08:26 PM,448.94,154,46.57,Breakfast,0,0
S1133,2026-04-05,08:23 AM,Ganga,Mess,07:56 AM,08:26 AM,0,0,05:45 AM,10:48 AM,497.35,103,36.77,Breakfast,0,0
S1134,2026-04-17,04:21 PM,Ganga,Classroom,0,0,0,0,02:15 PM,06:14 PM,173.28,104,7.77,None,1,1
S1135,2026-04-13,09:29 AM,Yamuna,Library,0,0,09:14 AM,10:29 AM,06:39 AM,11:05 AM,582.15,64,12.4,None,1,1
S1136,2026-04-13,06:32 PM,Ganga,Mess,06:10 PM,06:38 PM,0,0,04:05 PM,09:02 PM,520.03,186,33.78,Dinner,0,0
S1137,2026-04-29,07:05 AM,Azad,Classroom,0,0,0,0,11:03 AM,02:17 PM,157.96,75,6.12,None,1,0
S1138,2026-04-09,04:32 PM,Sarojini,Mess,04:24 PM,05:12 PM,0,0,02:43 PM,05:54 PM,408.91,79,44.22,Breakfast,0,0
S1139,2026-04-08,05:39 PM,Sarojini,Classroom,0,0,0,0,09:11 AM,11:33 AM,150.7,55,3.93,None,1,1
S1140,2026-05-01,08:43 PM,Ganga,Mess,08:06 PM,08:44 PM,0,0,07:59 PM,10:23 PM,414.09,132,40.04,Breakfast,0,0
S1141,2026-04-22,04:10 PM,Yamuna,Library,0,0,02:03 PM,04:23 PM,03:35 PM,04:49 PM,578.42,122,26.74,None,0,0
S1142,2026-04-28,10:14 AM,Yamuna,Mess,10:01 AM,10:28 AM,0,0,08:34 AM,12:41 PM,283.91,14,38.34,Dinner,1,1
S1143,2026-04-15,09:01 PM,Sarojini,Hostel,0,0,0,0,12:26 AM,04:43 AM,398.84,107,24.03,None,0,0
S1144,2026-04-11,05:11 AM,Azad,Outside,0,0,0,0,07:33 AM,12:13 PM,370.35,74,7.07,None,1,1
S1145,2026-04-26,04:18 PM,Sarojini,Library,0,0,03:18 PM,04:24 PM,02:14 PM,05:01 PM,518.32,161,17.65,None,1,1
S1146,2026-04-03,01:27 PM,Ganga,Mess,12:59 PM,01:54 PM,0,0,11:14 AM,04:14 PM,378.99,74,32.36,Dinner,0,0
S1147,2026-04-30,06:25 PM,Ganga,Mess,06:16 PM,07:11 PM,0,0,04:44 PM,09:22 PM,290.01,74,40.52,Dinner,0,0
S1148,2026-04-12,07:27 PM,Yamuna,Mess,07:24 PM,08:04 PM,0,0,05:21 PM,08:42 PM,448.03,147,37.87,Dinner,0,0
S1149,2026-04-30,10:42 PM,Yamuna,Library,0,0,10:39 PM,11:59 PM,08:01 PM,11:26 PM,483.58,58,16.38,None,0,0
S1150,2026-04-07,05:44 PM,Rajendra,Library,0,0,05:40 PM,07:32 PM,04:31 PM,07:58 PM,756.05,69,14.89,None,0,0
S1151,2026-04-08,09:49 AM,Ganga,Mess,09:22 AM,09:55 AM,0,0,07:47 AM,10:21 AM,607.49,169,39.71,Breakfast,0,0
S1152,2026-04-28,06:36 PM,Ganga,Hostel,0,0,0,0,09:02 AM,02:18 PM,370.25,117,26.34,None,0,0
S1153,2026-04-10,09:58 AM,Rajendra,Library,0,0,09:47 AM,10:38 AM,09:11 AM,12:26 PM,639.24,114,25.85,None,1,1
S1154,2026-04-06,02:09 PM,Ganga,Library,0,0,02:00 PM,02:37 PM,01:35 PM,04:20 PM,1032.13,186,24.22,None,1,0
S1155,2026-04-25,02:10 PM,Yamuna,Mess,02:09 PM,02:31 PM,0,0,01:40 PM,03:56 PM,448.03,10,38.22,Dinner,1,0
S1156,2026-04-11,05:29 PM,Azad,Classroom,0,0,0,0,02:01 PM,06:46 PM,364.69,39,4.75,None,1,1
S1157,2026-04-04,06:16 PM,Azad,Classroom,0,0,0,0,09:24 AM,12:45 PM,162.88,154,12.09,None,1,1
S1158,2026-04-15,02:32 PM,Yamuna,Classroom,0,0,0,0,01:37 PM,05:12 PM,338.6,194,23.95,None,1,1
S1159,2026-04-11,10:41 AM,Ganga,Library,0,0,09:40 AM,10:45 AM,07:54 AM,12:45 PM,786.65,105,22.26,None,0,0
S1160,2026-04-22,02:42 AM,Ganga,Classroom,0,0,0,0,03:02 AM,07:31 AM,276.19,40,3.8,None,1,0
S1161,2026-04-21,08:06 PM,Ganga,Library,0,0,07:06 PM,08:53 PM,07:16 PM,09:32 PM,960.76,131,27.8,None,0,0
S1162,2026-04-04,12:15 PM,Ganga,Outside,0,0,0,0,10:02 AM,02:19 PM,331.66,115,16.87,None,0,0
S1163,2026-04-06,12:30 PM,Ganga,Classroom,0,0,0,0,06:11 PM,07:54 PM,133.8,46,5.87,None,1,0
S1164,2026-04-01,05:13 PM,Ganga,Mess,05:04 PM,05:27 PM,0,0,02:36 PM,06:48 PM,576.58,135,43.38,Lunch,0,0
S1165,2026-04-16,12:04 PM,Azad,Mess,11:16 AM,12:07 PM,0,0,09:40 AM,01:57 PM,619.42,15,29.88,Lunch,0,0
S1166,2026-04-14,10:23 PM,Rajendra,Library,0,0,08:41 PM,11:13 PM,08:56 PM,11:11 PM,914.81,52,11.97,None,0,0
S1167,2026-04-04,01:26 PM,Yamuna,Library,0,0,11:51 AM,02:28 PM,11:27 AM,03:32 PM,986.53,10,10.44,None,0,0
S1168,2026-04-23,09:15 PM,Ganga,Mess,08:50 PM,09:19 PM,0,0,07:48 PM,09:54 PM,378.96,56,46.45,Dinner,0,0
S1169,2026-04-16,10:21 PM,Rajendra,Library,0,0,09:26 PM,10:21 PM,09:05 PM,11:19 PM,669.37,91,18.6,None,0,0
S1170,2026-04-14,12:21 PM,Azad,Mess,11:26 AM,12:23 PM,0,0,11:51 AM,03:19 PM,534.97,36,41.77,Dinner,1,0
S1171,2026-04-29,10:45 PM,Sarojini,Library,0,0,09:35 PM,11:59 PM,09:30 PM,11:19 PM,891.81,107,18.91,None,0,0
S1172,2026-04-01,08:04 PM,Yamuna,Mess,07:57 PM,08:37 PM,0,0,06:27 PM,09:25 PM,346.91,156,45.05,Breakfast,0,0
S1173,2026-04-28,03:12 AM,Yamuna,Hostel,0,0,0,0,12:13 AM,03:37 AM,123.68,199,38.11,None,0,0
S1174,2026-04-13,11:15 AM,Sarojini,Library,0,0,09:25 AM,11:27 AM,09:17 AM,01:08 PM,687.02,102,24.12,None,1,0
S1175,2026-04-10,08:13 AM,Sarojini,Mess,08:05 AM,08:51 AM,0,0,06:55 AM,09:01 AM,502.27,106,43.0,Breakfast,0,0
S1176,2026-04-17,05:22 PM,Rajendra,Mess,04:48 PM,05:43 PM,0,0,04:42 PM,07:09 PM,651.92,169,49.97,Lunch,0,0
S1177,2026-04-06,04:50 AM,Ganga,Classroom,0,0,0,0,12:06 AM,02:44 AM,170.6,73,9.5,None,1,0
S1178,2026-04-18,01:04 PM,Yamuna,Library,0,0,12:42 PM,02:00 PM,12:17 PM,04:00 PM,610.35,138,21.71,None,0,0
S1179,2026-04-11,10:17 AM,Rajendra,Outside,0,0,0,0,12:34 AM,03:28 AM,341.91,142,18.85,None,0,0
S1180,2026-04-05,04:15 PM,Ganga,Outside,0,0,0,0,12:37 AM,02:53 AM,197.27,22,2.14,None,0,0
S1181,2026-04-17,12:15 AM,Azad,Classroom,0,0,0,0,07:15 PM,10:39 PM,149.68,100,12.53,None,1,0
S1182,2026-04-12,10:36 AM,Yamuna,Mess,10:28 AM,11:05 AM,0,0,08:40 AM,12:16 PM,492.14,85,39.78,Lunch,1,1
S1183,2026-04-19,12:55 PM,Rajendra,Mess,12:18 PM,01:04 PM,0,0,12:04 PM,01:48 PM,451.18,45,28.9,Lunch,1,0
S1184,2026-04-06,05:33 PM,Yamuna,Library,0,0,04:42 PM,06:01 PM,02:38 PM,08:33 PM,605.22,78,22.02,None,0,0
S1185,2026-04-17,11:59 AM,Ganga,Mess,11:20 AM,12:06 PM,0,0,09:36 AM,02:47 PM,350.63,169,57.2,Lunch,1,0
