Student_ID,Date,Time,Bhawan,Location,Mess_Entry_Time,Mess_Exit_Time,Library_Entry_Time,Library_Exit_Time,Leaves_Hostel,Back_Hostel,WiFi_MB,Active_Users,Electricity_Usage,Food_Category,Attendance,Auto_Taken
S1040,2026-04-19,03:29 AM,Rajendra,Hostel,0,0,0,0,0,0,250.0,46,27.08,None,0,0
S1041,2026-04-07,04:40 PM,Rajendra,Library,0,0,03:36 PM,06:30 PM,03:10 PM,06:54 PM,889.06,178,21.93,None,0,0
S1042,2026-04-13,09:03 PM,Yamuna,Hostel,0,0,0,0,0,0,1488.0,58,23.46,None,0,0
S1043,2026-04-28,01:35 PM,Rajendra,Mess,12:49 PM,01:35 PM,0,0,0,0,321.53,130,43.65,Lunch,1,0
S1044,2026-04-26,11:17 PM,Azad,Library,0,0,09:59 PM,11:31 PM,09:54 PM,11:59 PM,898.58,192,19.34,None,0,0
S1045,2026-04-21,02:46 PM,Sarojini,Mess,02:29 PM,03:02 PM,0,0,0,0,466.15,33,27.1,Lunch,0,0
S1046,2026-04-07,01:02 PM,Yamuna,Library,0,0,11:37 AM,01:56 PM,11:15 AM,02:24 PM,845.6,152,24.25,None,0,0
S1047,2026-04-19,09:08 PM,Azad,Mess,08:47 PM,09:42 PM,0,0,0,0,525.89,53,31.58,Dinner,0,0
S1048,2026-04-29,10:47 PM,Azad,Library,0,0,10:29 PM,11:45 PM,10:09 PM,11:59 PM,790.64,152,20.52,None,0,0
S1049,2026-04-18,09:05 AM,Rajendra,Mess,08:20 AM,09:05 AM,0,0,0,0,571.41,199,37.35,Breakfast,0,0
S1050,2026-05-01,08:24 PM,Sarojini,Mess,08:11 PM,08:42 PM,0,0,0,0,352.02,188,42.95,Dinner,0,0
S1051,2026-04-24,05:17 PM,Yamuna,Library,0,0,04:58 PM,05:43 PM,04:46 PM,06:43 PM,615.81,155,17.64,None,0,0
S1052,2026-04-16,05:34 PM,Azad,Library,0,0,03:54 PM,06:28 PM,03:28 PM,07:15 PM,886.76,53,14.93,None,0,0
S1053,2026-04-24,10:03 PM,Yamuna,Mess,09:35 PM,10:14 PM,0,0,0,0,365.43,123,48.74,Dinner,0,0
S1054,2026-04-16,12:09 PM,Ganga,Library,0,0,09:33 AM,12:22 PM,09:19 AM,01:08 PM,671.0,95,19.12,None,0,0
S1055,2026-04-02,03:09 PM,Azad,Mess,02:18 PM,03:17 PM,0,0,0,0,614.75,160,44.31,Lunch,1,0
S1056,2026-05-01,07:04 PM,Yamuna,Library,0,0,05:09 PM,07:14 PM,05:04 PM,07:46 PM,788.15,188,34.69,None,0,0
S1057,2026-04-19,10:52 AM,Rajendra,Library,0,0,10:28 AM,12:05 PM,10:07 AM,12:37 PM,479.34,160,19.82,None,0,0
S1058,2026-04-08,09:18 AM,Azad,Mess,08:47 AM,09:29 AM,0,0,0,0,489.52,43,37.37,Breakfast,1,1
S1059,2026-04-19,04:13 PM,Azad,Library,0,0,02:21 PM,04:28 PM,02:06 PM,05:05 PM,819.41,95,15.5,None,0,0
S1060,2026-04-30,04:53 PM,Rajendra,Library,0,0,04:08 PM,05:57 PM,04:03 PM,06:47 PM,924.65,97,19.96,None,1,1
S1061,2026-04-28,06:22 PM,Yamuna,Library,0,0,05:42 PM,06:30 PM,05:20 PM,07:17 PM,787.09,97,23.96,None,0,0
S1062,2026-04-22,02:15 PM,Azad,Mess,01:57 PM,02:22 PM,0,0,0,0,281.15,123,32.79,Lunch,1,0
S1063,2026-04-12,11:11 AM,Rajendra,Library,0,0,10:33 AM,11:39 AM,10:21 AM,12:02 PM,718.2,81,24.03,None,1,0
S1064,2026-04-21,10:09 PM,Azad,Hostel,0,0,0,0,0,0,1527.86,171,28.77,None,0,0
S1065,2026-04-29,05:32 PM,Yamuna,Library,0,0,03:57 PM,06:22 PM,03:49 PM,07:03 PM,595.22,77,17.36,None,0,0
S1066,2026-04-30,11:47 AM,Rajendra,Outside,0,0,0,0,10:13 AM,02:04 PM,179.2,14,1.21,None,0,0
S1067,2026-04-06,04:15 PM,Azad,Library,0,0,04:02 PM,06:27 PM,03:52 PM,07:08 PM,608.79,183,31.01,None,1,1
S1068,2026-04-26,07:58 AM,Ganga,Outside,0,0,0,0,06:59 AM,10:46 AM,195.39,33,1.9,None,0,0
S1069,2026-04-08,08:05 PM,Yamuna,Mess,07:55 PM,08:34 PM,0,0,0,0,457.94,151,43.9,Dinner,0,0
S1070,2026-04-11,05:13 PM,Rajendra,Library,0,0,04:37 PM,06:14 PM,04:09 PM,07:12 PM,638.13,26,16.32,None,0,0
S1071,2026-04-25,11:27 AM,Yamuna,Library,0,0,10:18 AM,11:51 AM,09:54 AM,12:38 PM,629.95,13,6.93,None,0,0
S1072,2026-04-30,11:09 AM,Sarojini,Library,0,0,10:25 AM,12:51 PM,10:19 AM,01:43 PM,960.59,190,30.73,None,1,0
S1073,2026-04-14,03:13 PM,Yamuna,Classroom,0,0,0,0,02:40 PM,05:04 PM,200.61,119,17.06,None,1,0
S1074,2026-04-13,06:57 PM,Ganga,Library,0,0,06:49 PM,07:46 PM,06:31 PM,08:14 PM,697.27,176,36.28,None,0,0
S1075,2026-04-12,09:07 PM,Rajendra,Mess,08:46 PM,09:16 PM,0,0,0,0,564.42,95,28.03,Dinner,0,0
S1076,2026-04-11,01:21 PM,Yamuna,Library,0,0,12:59 PM,02:05 PM,12:53 PM,02:57 PM,719.79,125,26.43,None,0,0
S1077,2026-04-11,07:38 PM,Sarojini,Library,0,0,06:18 PM,08:29 PM,05:48 PM,08:54 PM,916.27,96,19.99,None,0,0
S1078,2026-04-20,02:32 AM,Sarojini,Hostel,0,0,0,0,0,0,292.26,126,34.7,None,0,0
S1079,2026-04-21,09:33 AM,Ganga,Mess,08:49 AM,09:48 AM,0,0,0,0,543.15,197,44.95,Breakfast,1,1
S1080,2026-04-15,04:10 AM,Yamuna,Hostel,0,0,0,0,0,0,203.76,141,29.16,None,0,0
S1081,2026-04-23,02:05 PM,Sarojini,Mess,01:18 PM,02:18 PM,0,0,0,0,471.23,148,54.46,Lunch,0,0
S1082,2026-04-08,10:32 AM,Rajendra,Library,0,0,10:30 AM,01:21 PM,10:00 AM,02:05 PM,740.62,172,33.39,None,0,0
S1083,2026-04-29,09:47 PM,Yamuna,Mess,09:43 PM,10:05 PM,0,0,0,0,407.3,148,43.52,Dinner,0,0
S1084,2026-04-29,03:59 PM,Sarojini,Library,0,0,03:37 PM,04:17 PM,03:14 PM,04:38 PM,754.79,110,15.07,None,1,0
S1085,2026-04-02,04:40 AM,Rajendra,Hostel,0,0,0,0,0,0,134.7,105,21.82,None,0,0
S1086,2026-04-26,07:50 PM,Sarojini,Mess,07:44 PM,08:11 PM,0,0,0,0,465.74,185,39.68,Dinner,0,0
S1087,2026-05-01,08:55 PM,Yamuna,Library,0,0,08:36 PM,10:14 PM,08:06 PM,10:53 PM,665.29,126,19.75,None,0,0
S1088,2026-04-03,06:35 PM,Sarojini,Outside,0,0,0,0,04:43 PM,08:52 PM,364.12,195,13.71,None,0,0
S1089,2026-04-06,10:22 AM,Ganga,Mess,09:57 AM,10:26 AM,0,0,0,0,410.72,89,36.0,Breakfast,0,0
S1090,2026-04-04,02:38 PM,Ganga,Library,0,0,12:46 PM,03:15 PM,12:35 PM,03:27 PM,820.74,48,16.34,None,0,0
S1091,2026-04-09,08:50 AM,Azad,Mess,08:31 AM,08:57 AM,0,0,0,0,509.09,98,51.48,Breakfast,0,0
S1092,2026-04-11,01:24 PM,Azad,Mess,01:11 PM,01:49 PM,0,0,0,0,418.99,97,25.44,Lunch,0,0
S1093,2026-04-22,07:45 AM,Rajendra,Hostel,0,0,0,0,0,0,314.59,114,28.66,None,0,0
S1094,2026-04-26,03:10 PM,Sarojini,Library,0,0,02:28 PM,03:32 PM,02:22 PM,03:48 PM,911.78,140,29.11,None,0,0
S1095,2026-04-13,07:38 AM,Ganga,Hostel,0,0,0,0,0,0,155.69,180,35.49,None,0,0
S1096,2026-04-12,04:17 PM,Sarojini,Library,0,0,02:29 PM,04:47 PM,02:21 PM,05:45 PM,948.4,21,12.7,None,0,0
S1097,2026-04-13,05:00 PM,Sarojini,Library,0,0,04:04 PM,06:46 PM,03:59 PM,07:11 PM,945.9,11,10.35,None,0,0
S1098,2026-04-04,08:40 AM,Azad,Hostel,0,0,0,0,0,0,224.37,154,20.95,None,0,0
S1099,2026-04-18,07:26 AM,Sarojini,Mess,07:00 AM,07:31 AM,0,0,0,0,491.15,187,37.38,Breakfast,0,0
S1100,2026-04-07,11:01 AM,Rajendra,Classroom,0,0,0,0,10:49 AM,12:43 PM,367.23,189,25.06,None,1,0
S1101,2026-04-02,11:14 PM,Rajendra,Library,0,0,10:25 PM,11:54 PM,10:17 PM,11:59 PM,1016.55,55,12.81,None,0,0
S1102,2026-04-09,08:53 AM,Rajendra,Hostel,0,0,0,0,0,0,343.93,96,21.09,None,0,0
S1103,2026-04-09,09:21 PM,Sarojini,Mess,08:38 PM,09:28 PM,0,0,0,0,439.75,24,40.74,Dinner,0,0
S1104,2026-04-26,04:45 PM,Sarojini,Library,0,0,04:24 PM,06:51 PM,04:03 PM,07:37 PM,477.73,136,30.28,None,1,1
S1105,2026-04-08,01:08 AM,Ganga,Outside,0,0,0,0,0,02:44 AM,156.22,64,4.2,None,0,0
S1106,2026-04-16,12:14 PM,Ganga,Library,0,0,10:26 AM,12:27 PM,10:09 AM,12:55 PM,753.14,185,38.62,None,1,0
S1107,2026-04-11,07:12 AM,Azad,Mess,07:07 AM,07:34 AM,0,0,0,0,454.81,166,47.4,Breakfast,0,0
S1108,2026-04-09,09:44 PM,Azad,Mess,08:47 PM,09:46 PM,0,0,0,0,470.74,97,41.65,Dinner,0,0
S1109,2026-05-01,09:50 PM,Yamuna,Mess,09:47 PM,10:18 PM,0,0,0,0,389.27,198,56.62,Dinner,0,0
S1110,2026-04-27,01:26 PM,Azad,Mess,12:56 PM,01:32 PM,0,0,0,0,389.18,15,35.1,Lunch,0,0
S1111,2026-04-06,09:25 PM,Yamuna,Outside,0,0,0,0,07:38 PM,10:37 PM,362.72,131,18.21,None,0,0
S1112,2026-04-28,10:22 AM,Azad,Library,0,0,09:06 AM,11:09 AM,08:46 AM,11:35 AM,813.71,100,17.13,None,0,0
S1113,2026-04-14,09:15 AM,Rajendra,Mess,08:41 AM,09:37 AM,0,0,0,0,387.06,59,32.68,Breakfast,0,0
S1114,2026-04-21,09:36 AM,Ganga,Mess,09:20 AM,09:52 AM,0,0,0,0,496.69,135,53.48,Breakfast,0,0
S1115,2026-04-08,01:44 PM,Rajendra,Library,0,0,12:10 PM,01:50 PM,11:52 AM,02:35 PM,773.13,153,31.47,None,1,0
S1116,2026-04-17,07:47 AM,Rajendra,Mess,07:37 AM,08:04 AM,0,0,0,0,472.35,52,30.58,Breakfast,0,0
S1117,2026-04-28,05:25 PM,Yamuna,Classroom,0,0,0,0,05:08 PM,07:03 PM,153.44,55,3.83,None,1,1
S1118,2026-04-09,08:04 PM,Azad,Library,0,0,07:24 PM,09:48 PM,06:57 PM,10:02 PM,704.66,167,22.53,None,0,0
S1119,2026-04-23,10:15 AM,Rajendra,Mess,09:28 AM,10:19 AM,0,0,0,0,503.36,82,33.75,Breakfast,0,0
S1120,2026-04-04,09:29 PM,Azad,Library,0,0,09:03 PM,10:15 PM,08:34 PM,11:01 PM,861.34,185,23.51,None,0,0
S1121,2026-04-05,11:08 PM,Azad,Library,0,0,10:46 PM,11:59 PM,10:16 PM,11:59 PM,675.71,14,7.81,None,0,0
S1122,2026-04-11,09:54 PM,Azad,Outside,0,0,0,0,07:54 PM,11:34 PM,302.7,52,6.69,None,0,0
S1123,2026-05-01,03:53 PM,Ganga,Outside,0,0,0,0,02:34 PM,06:17 PM,109.62,85,11.95,None,1,0
S1124,2026-04-30,10:22 PM,Sarojini,Mess,09:45 PM,10:41 PM,0,0,0,0,496.67,20,37.56,Dinner,0,0
S1125,2026-04-04,07:57 AM,Yamuna,Outside,0,0,0,0,06:24 AM,08:59 AM,204.02,121,11.77,None,0,0
S1126,2026-04-04,06:08 PM,Sarojini,Classroom,0,0,0,0,05:47 PM,08:07 PM,340.81,124,9.07,None,1,1
S1127,2026-04-08,08:12 AM,Rajendra,Mess,07:54 AM,08:33 AM,0,0,0,0,599.53,53,28.08,Breakfast,0,0
S1128,2026-04-12,10:24 PM,Ganga,Library,0,0,10:04 PM,11:09 PM,09:52 PM,11:36 PM,597.85,48,11.98,None,0,0
S1129,2026-04-24,07:58 AM,Yamuna,Mess,07:32 AM,08:11 AM,0,0,0,0,628.87,101,42.62,Breakfast,0,0
S1130,2026-04-07,09:28 AM,Yamuna,Mess,09:24 AM,09:47 AM,0,0,0,0,516.63,71,48.66,Breakfast,0,0
S1131,2026-05-01,07:12 PM,Ganga,Library,0,0,07:11 PM,07:58 PM,06:47 PM,08:17 PM,899.21,61,16.61,None,0,0
S1132,2026-04-04,09:12 PM,Azad,Hostel,0,0,0,0,0,0,948.29,73,26.0,None,0,0
S1133,2026-05-01,07:30 PM,Sarojini,Mess,07:15 PM,07:36 PM,0,0,0,0,461.04,126,49.4,Dinner,0,0
S1134,2026-04-28,10:05 PM,Yamuna,Mess,09:37 PM,10:09 PM,0,0,0,0,543.27,199,46.15,Dinner,0,0
S1135,2026-04-07,08:33 PM,Ganga,Library,0,0,08:03 PM,08:55 PM,07:57 PM,09:50 PM,832.24,192,28.56,None,0,0
S1136,2026-05-01,09:31 PM,Azad,Outside,0,0,0,0,08:17 PM,11:50 PM,249.7,18,2.25,None,0,0
S1137,2026-04-16,06:37 PM,Sarojini,Outside,0,0,0,0,05:07 PM,09:29 PM,257.05,195,12.88,None,0,0
S1138,2026-04-21,03:27 PM,Rajendra,Mess,02:30 PM,03:27 PM,0,0,0,0,577.43,146,58.33,Lunch,0,0
S1139,2026-04-26,12:48 PM,Sarojini,Library,0,0,11:42 AM,01:04 PM,11:21 AM,01:47 PM,702.79,116,17.26,None,1,0
S1140,2026-04-18,03:48 AM,Yamuna,Outside,0,0,0,0,02:53 AM,05:46 AM,129.65,199,18.04,None,0,0
S1141,2026-04-30,01:26 PM,Rajendra,Mess,01:07 PM,01:31 PM,0,0,0,0,323.17,10,27.61,Lunch,1,0
S1142,2026-04-22,07:32 AM,Ganga,Outside,0,0,0,0,05:57 AM,09:50 AM,306.66,185,23.83,None,0,0
S1143,2026-04-11,02:54 PM,Azad,Mess,02:46 PM,03:20 PM,0,0,0,0,314.71,11,32.87,Lunch,0,0
S1144,2026-04-29,04:58 AM,Yamuna,Outside,0,0,0,0,03:44 AM,07:02 AM,151.62,146,14.2,None,0,0
S1145,2026-04-27,01:06 PM,Yamuna,Library,0,0,11:49 AM,02:33 PM,11:29 AM,02:47 PM,639.85,46,19.34,None,0,0
S1146,2026-04-05,07:29 PM,Azad,Hostel,0,0,0,0,0,0,287.83,114,32.34,None,0,0
S1147,2026-04-25,10:52 AM,Azad,Library,0,0,09:43 AM,11:42 AM,09:21 AM,11:52 AM,564.2,20,9.17,None,1,1
S1148,2026-04-10,02:50 PM,Rajendra,Mess,02:20 PM,03:15 PM,0,0,0,0,581.7,48,33.22,Lunch,1,0
S1149,2026-04-05,09:39 PM,Ganga,Library,0,0,08:01 PM,10:45 PM,07:46 PM,11:05 PM,947.27,39,14.88,None,0,0
S1150,2026-04-01,08:03 PM,Rajendra,Mess,08:00 PM,08:53 PM,0,0,0,0,597.14,72,31.05,Dinner,0,0
S1151,2026-04-22,08:05 PM,Rajendra,Mess,08:04 PM,08:47 PM,0,0,0,0,621.61,107,32.46,Dinner,0,0
S1152,2026-04-12,09:24 PM,Azad,Mess,09:03 PM,09:33 PM,0,0,0,0,329.62,29,25.91,Dinner,0,0
S1153,2026-04-06,03:44 AM,Azad,Outside,0,0,0,0,02:33 AM,06:14 AM,223.98,186,23.75,None,0,0
S1154,2026-04-16,08:31 AM,Yamuna,Mess,08:11 AM,08:31 AM,0,0,0,0,560.07,14,36.04,Breakfast,0,0
S1155,2026-04-15,11:36 AM,Azad,Outside,0,0,0,0,09:48 AM,01:32 PM,141.9,143,9.02,None,0,0
S1156,2026-04-17,12:31 AM,Rajendra,Outside,0,0,0,0,0,01:41 AM,127.39,117,12.52,None,0,0
S1157,2026-04-24,12:14 PM,Yamuna,Hostel,0,0,0,0,0,0,354.79,183,30.24,None,0,0
S1158,2026-04-25,09:38 PM,Yamuna,Mess,09:38 PM,10:16 PM,0,0,0,0,258.58,99,30.97,Dinner,0,0
S1159,2026-04-06,01:00 PM,Ganga,Library,0,0,12:56 PM,02:28 PM,12:44 PM,02:47 PM,953.02,75,20.97,None,1,0
S1160,2026-04-23,04:26 PM,Sarojini,Library,0,0,03:16 PM,05:02 PM,03:07 PM,05:38 PM,778.72,70,13.44,None,0,0
S1161,2026-04-18,02:32 PM,Sarojini,Hostel,0,0,0,0,0,0,311.27,149,31.37,None,0,0
S1162,2026-04-24,02:43 PM,Azad,Classroom,0,0,0,0,02:10 PM,04:02 PM,232.85,79,7.95,None,1,0
S1163,2026-04-26,02:14 PM,Ganga,Mess,01:48 PM,02:22 PM,0,0,0,0,453.11,139,54.65,Lunch,1,0
S1164,2026-04-01,02:00 PM,Sarojini,Classroom,0,0,0,0,01:27 PM,03:20 PM,343.32,94,5.68,None,1,0
S1165,2026-04-12,09:35 AM,Sarojini,Mess,09:26 AM,09:48 AM,0,0,0,0,591.33,52,40.76,Breakfast,0,0
S1166,2026-04-21,09:52 AM,Rajendra,Mess,09:47 AM,10:08 AM,0,0,0,0,404.62,47,45.73,Breakfast,1,1
S1167,2026-04-14,07:47 PM,Azad,Mess,07:10 PM,07:51 PM,0,0,0,0,420.12,105,40.18,Dinner,0,0
S1168,2026-04-08,04:47 PM,Ganga,Library,0,0,04:33 PM,05:45 PM,04:20 PM,06:35 PM,658.65,136,25.37,None,1,1
S1169,2026-04-30,01:23 PM,Ganga,Hostel,0,0,0,0,0,0,364.47,176,22.63,None,1,0
S1170,2026-04-26,03:23 PM,Sarojini,Classroom,0,0,0,0,02:51 PM,05:11 PM,143.9,65,7.77,None,1,0
S1171,2026-04-22,05:52 AM,Azad,Hostel,0,0,0,0,0,0,269.77,20,24.55,None,0,0
S1172,2026-04-21,05:04 PM,Azad,Library,0,0,05:02 PM,07:34 PM,04:53 PM,08:31 PM,489.86,122,23.92,None,0,0
S1173,2026-04-05,12:41 PM,Yamuna,Outside,0,0,0,0,12:05 PM,03:18 PM,362.59,122,7.72,None,0,0
S1174,2026-04-14,02:31 PM,Sarojini,Mess,01:43 PM,02:36 PM,0,0,0,0,387.84,68,45.81,Lunch,1,0
S1175,2026-04-02,11:12 PM,Ganga,Library,0,0,10:31 PM,11:59 PM,10:18 PM,11:59 PM,581.17,177,30.92,None,0,0
S1176,2026-05-01,03:13 PM,Azad,Library,0,0,02:48 PM,03:19 PM,02:37 PM,04:12 PM,705.56,195,23.14,None,0,0
S1177,2026-04-20,08:17 AM,Sarojini,Mess,08:08 AM,08:43 AM,0,0,0,0,406.66,160,39.1,Breakfast,0,0
S1178,2026-04-05,07:35 AM,Sarojini,Mess,07:10 AM,08:00 AM,0,0,0,0,282.69,72,29.3,Breakfast,0,0
S1179,2026-04-12,06:52 PM,Rajendra,Library,0,0,05:31 PM,07:55 PM,05:03 PM,08:42 PM,693.18,72,23.81,None,0,0
S1180,2026-04-29,02:03 PM,Sarojini,Library,0,0,02:02 PM,02:39 PM,01:45 PM,03:21 PM,814.06,45,14.13,None,0,0
S1181,2026-04-15,01:01 PM,Azad,Library,0,0,01:00 PM,02:24 PM,12:52 PM,03:13 PM,689.65,65,15.27,None,0,0
S1182,2026-04-17,08:26 AM,Ganga,Mess,08:19 AM,08:56 AM,0,0,0,0,496.0,33,33.15,Breakfast,0,0
S1183,2026-04-13,04:35 PM,Ganga,Library,0,0,04:28 PM,06:03 PM,04:17 PM,06:54 PM,568.61,199,31.82,None,0,0
S1184,2026-04-07,07:07 PM,Azad,Hostel,0,0,0,0,0,0,175.21,61,22.56,None,0,0
S1185,2026-04-06,02:03 PM,Rajendra,Library,0,0,12:02 PM,02:54 PM,11:35 AM,03:39 PM,948.93,121,23.53,None,0,0
S1186,2026-04-05,12:06 PM,Sarojini,Outside,0,0,0,0,10:37 AM,01:39 PM,126.29,19,2.55,None,1,0
S1187,2026-04-06,10:57 PM,Azad,Hostel,0,0,0,0,0,0,1039.14,156,24.36,None,0,0
S1188,2026-04-06,09:35 PM,Rajendra,Mess,09:32 PM,10:31 PM,0,0,0,0,385.92,83,37.11,Dinner,0,0
S1189,2026-04-09,03:05 AM,Ganga,Hostel,0,0,0,0,0,0,308.07,106,34.05,None,0,0
S1190,2026-04-04,01:54 PM,Azad,Mess,01:40 PM,02:01 PM,0,0,0,0,454.14,196,35.39,Lunch,0,0
S1191,2026-04-15,06:03 PM,Sarojini,Library,0,0,06:02 PM,06:55 PM,05:52 PM,07:18 PM,964.02,24,13.63,None,0,0
S1192,2026-04-22,02:14 AM,Ganga,Hostel,0,0,0,0,0,0,131.21,116,36.68,None,0,0
S1193,2026-04-17,04:29 AM,Azad,Hostel,0,0,0,0,0,0,248.19,44,18.03,None,0,0
S1194,2026-04-08,05:46 PM,Rajendra,Library,0,0,04:56 PM,07:41 PM,04:35 PM,07:55 PM,861.81,67,10.47,None,0,0
S1195,2026-04-30,01:42 PM,Azad,Hostel,0,0,0,0,0,0,341.52,200,51.74,None,0,0
S1196,2026-04-29,12:17 PM,Azad,Mess,12:07 PM,12:46 PM,0,0,0,0,459.03,122,51.0,Lunch,1,0
S1197,2026-04-28,07:33 PM,Sarojini,Library,0,0,05:22 PM,07:41 PM,04:55 PM,07:56 PM,807.54,145,25.5,None,0,0
S1198,2026-04-09,07:37 AM,Sarojini,Mess,07:05 AM,07:46 AM,0,0,0,0,514.3,31,30.18,Breakfast,0,0
S1199,2026-04-13,09:03 AM,Ganga,Mess,08:43 AM,09:08 AM,0,0,0,0,211.12,150,51.6,Breakfast,1,1
